player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Max Muncy,LAD,L,Drew Anderson,R,DET,DET,A,mlb_schedule,0.2525846764195388,296,0,,,,,0.2245846764195388,0.2526997840172786,0.1274298056155507,0.6198704103671706,4.0,0.9791201820774964,97.2,77.9,9.9,-3.059268244311979,0,87.0,4.0,3 MPH TOWARD HP,6:40 PM ET,Comerica Park,26.0,4.0,1,7.0,3.79,0.0,0.53125,0.34375,93.01944444444445,0.5118722222222222,0.8673388888888888,0.0327868852459016,,,,,0,0,0,,20,6,2026-08-28,824231,571970
Matt Olson,ATL,L,Tomoyuki Sugano,R,ATL,COL,H,mlb_schedule,0.2481214347281763,303,0,,,,,0.2201214347281763,0.2525773195876288,0.1048109965635738,0.6426116838487973,4.1,0.9852810972356272,98.1,90.8,12.1,8.555992052357226,0,96.0,21.0,9 MPH TOWARD OF,7:15 PM ET,Truist Park,37.0,3.0,0,12.0,5.168,0.027027027027027,0.4594594594594595,0.4324324324324324,94.2061111111111,0.5168777777777778,0.8367833333333333,0.0785340314136125,,,,,0,0,0,,25,14,2026-08-28,824877,621566
Drake Baldwin,ATL,L,Tomoyuki Sugano,R,ATL,COL,H,mlb_schedule,0.2391103860392815,318,0,,,,,0.2111103860392815,0.2097759674134419,0.1140529531568228,0.6761710794297352,4.3,0.992159257009937,98.1,90.8,12.1,8.555992052357226,0,96.0,21.0,9 MPH TOWARD OF,7:15 PM ET,Truist Park,22.0,1.0,0,10.0,5.168,0.0416666666666666,0.5625,0.2708333333333333,90.79777777777778,0.3314344444444445,0.4665455555555555,0.0785340314136125,,,,,0,0,0,,15,7,2026-08-28,824877,686948
Jake Bauers,MIL,L,Cody Bradford,L,MIL,TEX,H,mlb_schedule,0.2269501066297954,341,0,,,,,0.1989501066297954,0.2563025210084033,0.1533613445378151,0.5903361344537815,4.1,0.9742395526606162,105.1,82.4,10.8,10.52319669968054,0,97.0,1.0,11 MPH TOWARD OF,7:40 PM ET,American Family Field,23.0,3.0,1,6.0,,0.1142857142857142,0.5428571428571428,0.4,94.025,0.5606555555555556,0.8219666666666667,0.0357142857142857,,,,,0,0,0,,21,6,2026-08-28,823744,641343
Yordan Alvarez,HOU,L,Christian Scott,R,NYM,NYM,A,mlb_schedule,0.2247457451553036,345,0,,,,,0.1967457451553036,0.1758620689655172,0.1724137931034483,0.6517241379310345,4.2,0.9880854353346136,95.0,84.2,5.9,-2.114370902317272,0,98.0,22.0,2 MPH TOWARD HP,7:10 PM ET,Citi Field,36.0,2.0,0,14.0,3.1,0.0,0.5365853658536586,0.3902439024390244,94.56355555555554,0.3510144444444444,0.519228888888889,0.0551181102362204,,,,,0,0,0,,27,9,2026-08-28,823583,670541
Shohei Ohtani,LAD,L,Drew Anderson,R,DET,DET,A,mlb_schedule,0.2246409856379711,345,0,,,,,0.1966409856379711,0.2341549295774647,0.1426056338028169,0.6232394366197184,4.3,0.9849657633581688,97.2,77.9,9.9,-3.059268244311979,0,87.0,4.0,3 MPH TOWARD HP,6:40 PM ET,Comerica Park,30.0,1.0,1,10.0,3.79,0.024390243902439,0.5121951219512195,0.2439024390243902,92.61833333333333,0.40469,0.6335244444444444,0.0327868852459016,,,,,2,0,0,0.0,18,12,2026-08-28,824231,660271
Munetaka Murakami,CWS,L,Dean Kremer,R,MIN,MIN,A,mlb_schedule,0.2222124677270115,350,0,,,,,0.1942124677270115,0.337995337995338,0.1771561771561771,0.4848484848484848,4.2,0.9383224772285209,93.0,81.8,6.2,4.067565979741145,0,93.0,8.0,4 MPH TOWARD OF,8:10 PM ET,Target Field,29.0,2.0,0,10.0,5.464,0.0277777777777777,0.5833333333333334,0.3055555555555556,95.16044444444444,0.5813377777777777,0.9936533333333332,0.0878378378378378,,,,,0,0,0,,24,6,2026-08-28,823666,808959
Jo Adell,CLE,R,Michael Wacha,R,CLE,KC,H,mlb_schedule,0.221900216700019,351,0,,,,,0.193900216700019,0.243992606284658,0.0739371534195933,0.6820702402957486,4.0,0.9897829686210852,95.7,77.0,10.8,-4.219896187684157,0,92.0,16.0,4 MPH TOWARD HP,7:10 PM ET,Progressive Field,20.0,4.0,1,6.0,3.964,0.1025641025641025,0.5641025641025641,0.3076923076923077,94.49866666666668,0.5619955555555556,0.9345933333333334,0.0585106382978723,3.49,1.2172131147540983,22.0,162.66666666666666,10,2,0,0.2,9,12,2026-08-28,824396,666176
Miguel Vargas,CWS,R,Dean Kremer,R,MIN,MIN,A,mlb_schedule,0.2134462857834774,369,0,,,,,0.1854462857834774,0.1747404844290657,0.1539792387543252,0.671280276816609,4.1,0.9895531435676631,92.4,81.8,6.2,4.067565979741145,0,93.0,8.0,4 MPH TOWARD OF,8:10 PM ET,Target Field,29.0,3.0,1,7.0,5.464,0.0681818181818181,0.4545454545454545,0.3636363636363636,90.37822222222222,0.4158688888888889,0.6737799999999999,0.0878378378378378,,,,,16,0,0,0.0,17,12,2026-08-28,823666,678246
Jac Caglianone,KC,L,Tanner Bibee,R,CLE,CLE,A,mlb_schedule,0.2134163432598541,369,0,,,,,0.1854163432598541,0.2609603340292276,0.0709812108559499,0.6680584551148225,4.1,0.9891269194668189,106.3,77.0,10.8,-4.219896187684157,0,92.0,16.0,4 MPH TOWARD HP,7:10 PM ET,Progressive Field,23.0,3.0,0,14.0,4.632,0.0,0.5319148936170213,0.2340425531914893,94.64133333333334,0.5073411111111111,0.7846877777777778,0.0471204188481675,3.97,1.4968017057569296,26.0,156.33333333333334,6,0,0,0.0,16,7,2026-08-28,824396,695506
