player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Dansby Swanson,CHC,R,Will Warren,R,CHC,NYY,H,mlb_schedule,0.2185978104771095,357,1,novig,506,0.165016501650165,0.0536,0.1905978104771095,0.2326732673267326,0.1039603960396039,0.6633663366336634,3.5,0.97786643341596,105.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,16.0,8.0,0,30.0,3.246,0.0,0.4883720930232558,0.2325581395348837,90.47888888888887,0.3984944444444445,0.5870611111111111,0.0476190476190476,,,,,4,0,0,0.0,11,5,2026-07-31,824651,621020,"{""novig"": {""odds"": 506}, ""bet365"": {""odds"": 475}, ""pinnacle"": {""odds"": 490}, ""draftkings"": {""odds"": 432}, ""fanduel"": {""odds"": 460}}"
Michael Conforto,CHC,L,Will Warren,R,CHC,NYY,H,mlb_schedule,0.1720633631790567,481,1,bet365,700,0.125,0.0471,0.1440633631790567,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,102.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,,7.0,1,10.0,3.246,0.0294117647058823,0.3823529411764705,0.4705882352941176,89.45444444444443,0.3906277777777777,0.6312722222222222,0.0476190476190476,,,,,0,0,0,,7,2,2026-07-31,824651,624424,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 700}, ""draftkings"": {""odds"": 485}, ""fanduel"": {""odds"": 450}}"
Nico Hoerner,CHC,R,Will Warren,R,CHC,NYY,H,mlb_schedule,0.0907553568260034,1002,1,novig,1329,0.0699790062981105,0.0208,0.0627553568260034,0.0821052631578947,0.0884210526315789,0.8294736842105264,3.7,0.9985624326046072,105.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,5.0,6.0,0,101.0,3.246,0.0,0.2830188679245283,0.1698113207547169,89.432,0.3760666666666666,0.4839877777777778,0.0476190476190476,,,,,4,0,0,0.0,3,2,2026-07-31,824651,663538,"{""novig"": {""odds"": 1329}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 800}, ""fanduel"": {""odds"": 1300}}"
Pedro Ramírez,CHC,R,Will Warren,R,CHC,NYY,H,mlb_schedule,0.1117494938281691,795,1,bet365,1000,0.0909090909090909,0.0208,0.0837494938281691,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,105.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,,2.0,0,48.0,3.246,0.0,0.4,0.1666666666666666,87.865,0.2809944444444444,0.3632999999999999,0.0476190476190476,,,,,0,0,0,,0,1,2026-07-31,824651,699393,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 525}, ""fanduel"": {""odds"": 870}}"
Alex Bregman,CHC,R,Will Warren,R,CHC,NYY,H,mlb_schedule,0.1424870662329867,602,1,novig,669,0.130039011703511,0.0124,0.1144870662329867,0.1601642710472279,0.1273100616016427,0.7125256673511293,4.0,0.9931703838112674,105.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,11.0,4.0,0,12.0,3.246,0.0,0.2765957446808511,0.4042553191489361,88.18,0.1958311111111111,0.2851677777777777,0.0476190476190476,,,,,8,2,0,0.25,11,3,2026-07-31,824651,608324,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 550}, ""fanduel"": {""odds"": 540}}"
Miguel Amaya,CHC,R,Will Warren,R,CHC,NYY,H,mlb_schedule,0.1167953595183479,756,1,fanduel,830,0.1075268817204301,0.0093,0.088795359518348,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,105.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,,9.0,0,76.0,3.246,0.0,0.4848484848484848,0.2727272727272727,86.74777777777778,0.3548222222222222,0.4815222222222222,0.0476190476190476,,,,,0,0,0,,5,1,2026-07-31,824651,665804,"{""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 800}}"
Michael Busch,CHC,L,Will Warren,R,CHC,NYY,H,mlb_schedule,0.1675325977827817,497,1,bet365,500,0.1666666666666666,0.0009,0.1395325977827817,0.2295081967213114,0.1557377049180328,0.6147540983606556,4.1,0.9799771491752692,102.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,13.0,3.0,1,11.0,3.246,0.0238095238095238,0.3333333333333333,0.2619047619047619,89.83611111111112,0.3902055555555555,0.5805222222222223,0.0476190476190476,,,,,6,2,2,0.333,11,3,2026-07-31,824651,683737,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 475}, ""betmgm"": {""odds"": 310}, ""fanduel"": {""odds"": 430}}"
Spencer Jones,NYY,L,Shota Imanaga,L,CHC,CHC,A,mlb_schedule,0.1425694945408801,601,1,bet365,600,0.1428571428571428,-0.0003,0.1145694945408801,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,102.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,,7.0,0,45.0,4.929,0.0344827586206896,0.5862068965517241,0.3448275862068966,93.90777777777778,0.3714055555555555,0.5554666666666667,0.0903614457831325,3.72,1.6363636363636365,22.0,121.0,0,0,0,,5,0,2026-07-31,824651,682987,"{""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 500}}"
Ali Sánchez,NYY,R,Shota Imanaga,L,CHC,CHC,A,mlb_schedule,0.0935411660196283,969,1,novig,890,0.101010101010101,-0.0075,0.0655411660196283,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,105.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,,8.0,0,,4.929,0.0,0.1379310344827586,0.2068965517241379,83.35722222222222,0.3294777777777778,0.4155555555555555,0.0903614457831325,3.72,1.6363636363636365,22.0,121.0,6,2,0,0.333,0,1,2026-07-31,824651,645305,"{""novig"": {""odds"": 890}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 625}, ""draftkings"": {""odds"": 800}, ""fanduel"": {""odds"": 800}}"
Ian Happ,CHC,L,Will Warren,R,CHC,NYY,H,mlb_schedule,0.1660941575621382,502,1,bet365,475,0.1739130434782608,-0.0078,0.1380941575621382,0.3098901098901099,0.1428571428571428,0.5472527472527473,3.9,0.9545181928403804,102.5,79.8,17.0,10.466245080536192,0,89.0,55.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,18.0,5.0,1,11.0,3.246,0.0,0.3333333333333333,0.2916666666666667,86.77666666666667,0.3380444444444444,0.4706666666666667,0.0476190476190476,,,,,4,2,0,0.5,15,4,2026-07-31,824651,664023,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 475}, ""pinnacle"": {""odds"": 425}, ""fanduel"": {""odds"": 420}}"
