player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Dillon Dingler,DET,R,Beck Way,R,DET,KC,H,mlb_schedule,0.1696736934392865,489,1,draftkings,512.0,0.16339869281045752,0.0063,0.1416736934392865,0.2097186700767263,0.0920716112531969,0.6982097186700766,4.1,0.9926414622086387,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,22.0,3.0,7.5,0,29.0,,0.0238095238095238,0.3095238095238095,0.3095238095238095,82.84922222222222,0.3033644444444444,0.4041511111111111,0.0625,,,,,0,0,0,,20,5,2026-07-24,824248,693307,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 450}, ""pinnacle"": {""odds"": 449}, ""draftkings"": {""odds"": 512}, ""fanduel"": {""odds"": 500}}"
Spencer Torkelson,DET,R,Beck Way,R,DET,KC,H,mlb_schedule,0.1846068731451005,442,1,fanduel,460.0,0.17857142857142858,0.006,0.1566068731451005,0.3275,0.12,0.5525,3.9,0.9565396865126903,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,19.0,5.0,7.5,1,6.0,,0.0857142857142857,0.4571428571428571,0.4285714285714285,88.9011111111111,0.5378166666666666,0.8882055555555556,0.0625,,,,,0,0,0,,16,3,2026-07-24,824248,679529,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 425}, ""betmgm"": {""odds"": 350}, ""pinnacle"": {""odds"": 397}, ""fanduel"": {""odds"": 460}}"
Brice Turang,MIL,L,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.1671766417948776,498,1,fanduel,520.0,0.1612903225806451,0.0059,0.1391766417948776,0.2448512585812357,0.1327231121281464,0.6224256292906178,4.1,0.9815621499057476,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,14.0,3.0,,1,12.0,5.168,0.0566037735849056,0.4528301886792453,0.2830188679245283,90.962,0.3864233333333333,0.5759355555555555,0.0597826086956521,,,,,6,0,0,0.0,14,1,2026-07-24,823759,668930,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 390}, ""betmgm"": {""odds"": 375}, ""draftkings"": {""odds"": 493}, ""fanduel"": {""odds"": 520}}"
Lane Thomas,KC,R,Tarik Skubal,L,DET,DET,A,mlb_schedule,0.1164083801135359,759,1,fanduel,800.0,0.1111111111111111,0.0053,0.0884083801135359,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,2.0,7.5,1,6.0,2.108,0.0,0.6444444444444445,0.1333333333333333,96.77888888888889,0.5251722222222223,0.7785055555555556,0.0642857142857142,,,,,8,0,0,0.0,6,4,2026-07-24,824248,657041,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 800}}"
Luis Robert Jr.,NYM,R,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.1648130795018813,507,1,novig,525.0,0.16,0.0048,0.1368130795018813,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,95.6,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,,6.0,10.0,0,106.0,4.566,0.0208333333333333,0.4791666666666667,0.2708333333333333,93.46866666666666,0.4134466666666667,0.6228722222222222,0.0769230769230769,,,,,0,0,0,,1,2,2026-07-24,823601,673357,"{""novig"": {""odds"": 525}}"
Francisco Lindor,NYM,L,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.1647386044832212,507,1,bet365,525.0,0.16,0.0047,0.1367386044832212,0.22,0.08,0.7000000000000001,4.0,0.9919,95.0,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,,4.0,10.0,1,5.0,4.566,0.0222222222222222,0.5555555555555556,0.3111111111111111,93.4388888888889,0.3795277777777777,0.5928888888888888,0.0769230769230769,,,,,0,0,0,,5,1,2026-07-24,823601,596019,"{""novig"": {""odds"": 506}, ""bet365"": {""odds"": 525}, ""betmgm"": {""odds"": 340}, ""draftkings"": {""odds"": 405}}"
Michael Harris II,ATL,L,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.1837079740530994,444,1,novig,456.0,0.17985611510791366,0.0039,0.1557079740530994,0.1974025974025974,0.0441558441558441,0.7584415584415584,4.0,0.9965952214034627,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,19.0,4.0,9.0,1,6.0,4.609,0.0181818181818181,0.5272727272727272,0.2909090909090909,90.8888888888889,0.3651855555555555,0.5262622222222223,0.0297619047619047,,,,,10,4,0,0.4,13,6,2026-07-24,824812,671739,"{""novig"": {""odds"": 456}}"
Bo Bichette,NYM,R,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.1281188421657678,681,1,novig,700.0,0.125,0.0031,0.1001188421657678,0.1795454545454545,0.0704545454545454,0.75,4.1,0.9965994118621245,95.6,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,10.0,3.0,10.0,0,30.0,4.566,0.02,0.36,0.24,87.80677777777778,0.27415,0.3795422222222221,0.0769230769230769,,,,,0,0,0,,6,5,2026-07-24,823601,666182,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 550}, ""draftkings"": {""odds"": 650}, ""fanduel"": {""odds"": 630}}"
Matt Olson,ATL,L,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.2247457451553036,345,1,bet365,350.0,0.2222222222222222,0.0025,0.1967457451553036,0.2388392857142857,0.1071428571428571,0.6540178571428572,4.1,0.9871139413075749,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,26.0,3.0,9.0,1,7.0,4.609,0.0512820512820512,0.5384615384615384,0.358974358974359,93.35388888888887,0.4731666666666667,0.7972277777777779,0.0297619047619047,,,,,32,2,0,0.062,19,9,2026-07-24,824812,621566,"{""novig"": {""odds"": 344}, ""bet365"": {""odds"": 350}, ""betmgm"": {""odds"": 310}, ""pinnacle"": {""odds"": 337}, ""draftkings"": {""odds"": 348}, ""fanduel"": {""odds"": 310}}"
Ben Malgeri,DET,R,Beck Way,R,DET,KC,H,mlb_schedule,0.09314158003086259,974,1,fanduel,1000.0,0.09090909090909091,0.0022,0.0651415800308626,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,9.0,7.5,0,,,0.0,0.3529411764705882,0.1764705882352941,88.51041666666666,0.3237395833333333,0.411047619047619,0.0625,,,,,0,0,0,,0,0,2026-07-24,824248,701162,"{""novig"": {""odds"": 900}, ""fanduel"": {""odds"": 1000}}"
Marcus Semien,NYM,R,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.11977019789768639,735,1,fanduel,750.0,0.11764705882352941,0.0021,0.0917701978976864,0.2208955223880597,0.0746268656716417,0.7044776119402985,3.5,0.9859697194119104,95.6,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,10.0,8.0,10.0,0,40.0,4.566,0.0263157894736842,0.2631578947368421,0.2368421052631578,83.53222222222222,0.2942555555555555,0.4024055555555555,0.0769230769230769,,,,,6,0,0,0.0,9,1,2026-07-24,823601,543760,"{""novig"": {""odds"": 733}, ""betmgm"": {""odds"": 625}, ""fanduel"": {""odds"": 750}}"
Pete Alonso,BAL,R,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.221900216700019,351,1,novig,355.0,0.21978021978021978,0.0021,0.193900216700019,0.25,0.1339285714285714,0.6160714285714286,4.2,0.9820587863390277,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,21.0,2.0,9.0,1,13.0,5.1,0.0285714285714285,0.5714285714285714,0.4,91.56177777777778,0.4883911111111111,0.7530422222222222,0.0592592592592592,,,,,10,6,0,0.6,17,4,2026-07-24,824812,624413,"{""novig"": {""odds"": 355}, ""bet365"": {""odds"": 350}, ""betmgm"": {""odds"": 260}, ""pinnacle"": {""odds"": 277}, ""draftkings"": {""odds"": 342}, ""fanduel"": {""odds"": 350}}"
Willi Castro,COL,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.1209568276749351,727,1,novig,733.0,0.120048019207683,0.0009,0.0929568276749351,0.2753623188405797,0.0927536231884058,0.6318840579710145,3.9,0.9797072903754616,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,9.0,5.0,,1,5.0,2.702,0.0,0.3043478260869565,0.4347826086956521,88.40777777777778,0.3346444444444444,0.4800666666666666,0.0441176470588235,,,,,6,2,0,0.333,8,2,2026-07-24,823759,650489,"{""novig"": {""odds"": 733}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 630}}"
Mickey Moniak,COL,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.1387870648669445,621,1,bet365,625.0,0.1379310344827586,0.0009,0.1107870648669445,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,,7.0,,0,22.0,2.702,0.0476190476190476,0.5476190476190477,0.3571428571428571,90.34611111111111,0.353461111111111,0.5217666666666667,0.0441176470588235,,,,,0,0,0,,14,2,2026-07-24,823759,666160,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 625}, ""betmgm"": {""odds"": 475}, ""draftkings"": {""odds"": 567}, ""fanduel"": {""odds"": 500}}"
Salvador Perez,KC,R,Tarik Skubal,L,DET,DET,A,mlb_schedule,0.1387870648669445,621,1,novig,614.0,0.1400560224089636,-0.0013,0.1107870648669445,0.2079207920792079,0.0643564356435643,0.7277227722772277,4.1,0.995174454530425,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,14.0,3.0,7.5,1,6.0,2.108,0.048780487804878,0.5365853658536586,0.2682926829268293,90.64777777777776,0.4009444444444444,0.6016428571428571,0.0642857142857142,,,,,78,22,8,0.282,11,5,2026-07-24,824248,521692,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 550}, ""fanduel"": {""odds"": 600}}"
David Hamilton,MIL,L,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.1029295874936582,872,1,draftkings,840.0,0.1063829787234042,-0.0035,0.0749295874936582,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,,9.0,,0,48.0,5.168,0.0,0.1515151515151515,0.1818181818181818,80.225,0.2640944444444444,0.3505777777777777,0.0597826086956521,,,,,6,0,0,0.0,3,0,2026-07-24,823759,666152,"{""novig"": {""odds"": 809}, ""draftkings"": {""odds"": 840}, ""fanduel"": {""odds"": 800}}"
Jackson Holliday,BAL,L,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.121140176513633,725,1,novig,700.0,0.125,-0.0039,0.093140176513633,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,7.0,9.0,0,26.0,5.1,0.0,0.2,0.1333333333333333,81.82111111111111,0.3015555555555556,0.3863333333333333,0.0592592592592592,,,,,6,6,2,1.0,4,1,2026-07-24,824812,702616,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 680}}"
Griffin Conine,MIA,L,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.1480991327361332,575,1,draftkings,556.0,0.1524390243902439,-0.0043,0.1200991327361332,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,91.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,,6.0,9.0,1,6.0,6.639,0.037037037037037,0.5555555555555556,0.2222222222222222,94.44966666666666,0.6701933333333333,1.1398766666666666,0.0774647887323943,,,,,0,0,0,,7,1,2026-07-24,823843,665052,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 475}, ""betmgm"": {""odds"": 500}, ""draftkings"": {""odds"": 556}, ""fanduel"": {""odds"": 520}}"
Geraldo Perdomo,AZ,L,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.0997524597011841,902,1,novig,852.0,0.10504201680672269,-0.0053,0.0717524597011841,0.1179245283018868,0.1580188679245283,0.7240566037735849,4.1,0.994902443816394,93.0,,,,0,,,CALM,6:45 PM ET,Nationals Park,7.0,3.0,9.5,1,5.0,,0.0,0.25,0.4722222222222222,87.3788888888889,0.2215444444444444,0.2912722222222222,0.0833333333333333,,,,,6,2,0,0.333,6,1,2026-07-24,822707,672695,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 650}, ""betmgm"": {""odds"": 575}, ""fanduel"": {""odds"": 800}}"
Max Kepler,AZ,L,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.1448579339612056,590,1,draftkings,562.0,0.1510574018126888,-0.0062,0.1168579339612056,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,93.0,,,,0,,,CALM,6:45 PM ET,Nationals Park,,6.0,9.5,0,18.0,,0.0789473684210526,0.4473684210526316,0.3421052631578947,86.71000000000001,0.380064307458143,0.5809166666666667,0.0833333333333333,,,,,0,0,0,,2,0,2026-07-24,822707,596146,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 475}, ""pinnacle"": {""odds"": 494}, ""draftkings"": {""odds"": 562}, ""fanduel"": {""odds"": 470}}"
William Contreras,MIL,R,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.1568085656892045,538,1,novig,506.0,0.165016501650165,-0.0082,0.1288085656892045,0.1372549019607843,0.0955882352941176,0.7671568627450981,4.0,0.9970606333065136,113.4,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,10.0,4.0,,1,5.0,5.168,0.0,0.3076923076923077,0.173076923076923,86.38222222222223,0.2073477777777777,0.2785733333333333,0.0597826086956521,,,,,0,0,0,,11,2,2026-07-24,823759,661388,"{""novig"": {""odds"": 506}, ""bet365"": {""odds"": 425}, ""fanduel"": {""odds"": 470}}"
Taylor Ward,BAL,R,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.1451677526682461,589,1,novig,545.0,0.15503875968992248,-0.0099,0.1171677526682461,0.202991452991453,0.1837606837606837,0.6132478632478633,4.0,0.9776266566683794,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,7.0,4.0,9.0,1,7.0,5.1,0.0263157894736842,0.3157894736842105,0.3421052631578947,89.85722222222222,0.3293888888888888,0.48395,0.0592592592592592,,,,,4,2,0,0.5,3,4,2026-07-24,824812,621493,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 500}, ""draftkings"": {""odds"": 511}, ""fanduel"": {""odds"": 520}}"
Garrett Mitchell,MIL,L,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.188845015836158,430,1,fanduel,400.0,0.2,-0.0112,0.160845015836158,0.3263473053892216,0.1197604790419161,0.5538922155688621,3.9,0.9570646283772536,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,8.0,5.0,,0,21.0,5.168,0.0512820512820512,0.5641025641025641,0.1538461538461538,95.27333333333333,0.6355833333333333,0.9331944444444444,0.0597826086956521,,,,,0,0,0,,8,0,2026-07-24,823759,669003,"{""novig"": {""odds"": 400}, ""bet365"": {""odds"": 325}, ""fanduel"": {""odds"": 400}}"
Dylan Beavers,BAL,L,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.1322259798575485,656,1,novig,590.0,0.14492753623188406,-0.0127,0.1042259798575485,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,1.0,9.0,0,91.0,5.1,0.0,0.3611111111111111,0.2777777777777778,89.95388888888888,0.3190944444444444,0.4368388888888888,0.0592592592592592,,,,,0,0,0,,2,0,2026-07-24,824812,687637,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 475}, ""draftkings"": {""odds"": 544}, ""fanduel"": {""odds"": 540}}"
Christian Yelich,MIL,L,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.1445400277958381,592,1,draftkings,534.0,0.1577287066246056,-0.0132,0.1165400277958381,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,,1.0,,0,20.0,5.168,0.0512820512820512,0.4871794871794871,0.2307692307692307,89.20655555555555,0.3660444444444444,0.5164566666666667,0.0597826086956521,,,,,6,0,0,0.0,5,2,2026-07-24,823759,592885,"{""bet365"": {""odds"": 475}, ""draftkings"": {""odds"": 534}, ""fanduel"": {""odds"": 520}}"
Jared Young,NYM,L,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.11173225420872089,795,1,bet365,700.0,0.125,-0.0133,0.0837322542087209,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,95.0,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,,7.0,10.0,0,29.0,4.566,0.0,0.3783783783783784,0.2432432432432432,88.85799999999999,0.2539944444444444,0.3354066666666667,0.0769230769230769,,,,,0,0,0,,7,0,2026-07-24,823601,676724,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 600}}"
Austin Riley,ATL,R,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.158581537162985,531,1,bet365,475.0,0.17391304347826086,-0.0153,0.130581537162985,0.2971014492753623,0.1014492753623188,0.6014492753623188,3.7,0.9667501774827476,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,12.0,6.0,9.0,1,5.0,4.609,0.0555555555555555,0.3055555555555556,0.3333333333333333,84.86133333333333,0.3157444444444444,0.4494777777777778,0.0297619047619047,,,,,44,10,2,0.227,11,3,2026-07-24,824812,663586,"{""novig"": {""odds"": 426}, ""bet365"": {""odds"": 475}, ""draftkings"": {""odds"": 408}, ""fanduel"": {""odds"": 400}}"
Cole Carrigg,COL,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.097587197027399,925,1,fanduel,750.0,0.1176470588235294,-0.0201,0.069587197027399,0.22,0.08,0.7000000000000001,4.1,0.9928187979804218,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,,3.0,,0,20.0,2.702,0.0625,0.21875,0.375,83.67800000000001,0.3277488888888889,0.5197025641025641,0.0441176470588235,,,,,0,0,0,,2,2,2026-07-24,823759,694249,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 625}, ""betmgm"": {""odds"": 425}, ""fanduel"": {""odds"": 750}}"
Gabriel Moreno,AZ,R,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.11238032847596159,790,1,novig,641.0,0.1349527665317139,-0.0226,0.0843803284759616,0.22,0.08,0.7000000000000001,4.0,0.9919,92.4,,,,0,,,CALM,6:45 PM ET,Nationals Park,,4.0,9.5,0,40.0,,0.0,0.2608695652173913,0.1304347826086956,85.73555555555555,0.3846877777777777,0.4984877777777777,0.0833333333333333,,,,,2,2,0,1.0,6,3,2026-07-24,822707,672515,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 575}, ""betmgm"": {""odds"": 625}, ""fanduel"": {""odds"": 630}}"
Hunter Goodman,COL,R,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.2189231109572553,357,1,pinnacle,312.0,0.2427184466019417,-0.0238,0.1909231109572553,0.3249370277078086,0.0957178841309823,0.5793450881612091,4.0,0.9686885011368258,113.4,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,31.0,4.0,,1,5.0,2.702,0.0256410256410256,0.5128205128205128,0.2564102564102564,87.86444444444444,0.4914333333333333,0.7889722222222222,0.0441176470588235,,,,,6,0,0,0.0,24,8,2026-07-24,823759,696100,"{""novig"": {""odds"": 308}, ""bet365"": {""odds"": 290}, ""pinnacle"": {""odds"": 312}, ""fanduel"": {""odds"": 290}}"
Kyle Stowers,MIA,L,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.193967474887534,416,1,novig,355.0,0.21978021978021978,-0.0258,0.165967474887534,0.323262839879154,0.1087613293051359,0.56797583081571,4.2,0.9705467120363616,91.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,12.0,2.0,9.0,0,16.0,6.639,0.0256410256410256,0.5897435897435898,0.3333333333333333,95.39555555555556,0.4457966666666667,0.6455388888888888,0.0774647887323943,,,,,6,2,0,0.333,11,1,2026-07-24,823843,669065,"{""novig"": {""odds"": 355}, ""bet365"": {""odds"": 350}, ""draftkings"": {""odds"": 353}, ""fanduel"": {""odds"": 340}}"
Liam Hicks,MIA,L,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.0780284859706594,1182,1,novig,852.0,0.10504201680672269,-0.027,0.0500284859706594,0.0953678474114441,0.1117166212534059,0.7929155313351499,3.9,0.997847340404793,91.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,14.0,5.0,9.0,0,42.0,6.639,0.0,0.2413793103448276,0.1551724137931034,82.95433333333334,0.2484622222222222,0.3123844444444444,0.0774647887323943,,,,,6,4,0,0.667,13,1,2026-07-24,823843,689414,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 750}}"
Riley Greene,DET,L,Beck Way,R,DET,KC,H,mlb_schedule,0.1614410049558811,519,1,fanduel,420.0,0.19230769230769232,-0.0309,0.1334410049558811,0.2710280373831775,0.1285046728971962,0.6004672897196263,4.0,0.9745194167061414,97.2,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,15.0,4.0,7.5,1,5.0,,0.075,0.475,0.35,90.02077777777778,0.5388711111111112,0.8342422222222222,0.0625,,,,,0,0,0,,13,2,2026-07-24,824248,682985,"{""novig"": {""odds"": 413}, ""bet365"": {""odds"": 400}, ""pinnacle"": {""odds"": 348}, ""fanduel"": {""odds"": 420}}"
Tim Tawa,AZ,R,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.1032507894892481,869,1,novig,614.0,0.1400560224089636,-0.0368,0.0752507894892481,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,92.4,,,,0,,,CALM,6:45 PM ET,Nationals Park,,9.0,9.5,1,7.0,,0.0833333333333333,0.4166666666666667,0.25,83.17666666666666,0.3312055555555556,0.4646555555555555,0.0833333333333333,,,,,8,2,0,0.25,4,0,2026-07-24,822707,694374,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 600}}"
Tyler Locklear,AZ,R,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.1043384521541684,858,1,novig,590.0,0.14492753623188406,-0.0406,0.0763384521541684,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,92.4,,,,0,,,CALM,6:45 PM ET,Nationals Park,,7.0,9.5,0,326.0,,0.0,0.4642857142857143,0.3214285714285714,85.54666666666665,0.3118774711399711,0.4569999999999999,0.0833333333333333,,,,,0,0,0,,1,0,2026-07-24,822707,682988,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 500}, ""fanduel"": {""odds"": 560}}"
Gunnar Henderson,BAL,L,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.1695532470392755,490,1,bet365,375.0,0.21052631578947367,-0.041,0.1415532470392755,0.2291220556745182,0.0920770877944325,0.6788008565310493,4.1,0.9904988767511864,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,17.0,3.0,9.0,1,13.0,5.1,0.02,0.4,0.28,88.94455555555557,0.3167277777777778,0.4266488888888888,0.0592592592592592,,,,,6,0,0,0.0,11,7,2026-07-24,824812,683002,"{""novig"": {""odds"": 365}, ""bet365"": {""odds"": 375}, ""pinnacle"": {""odds"": 358}, ""draftkings"": {""odds"": 335}, ""fanduel"": {""odds"": 330}}"
Juan Soto,NYM,L,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.1940459958930514,415,1,bet365,325.0,0.23529411764705882,-0.0412,0.1660459958930514,0.134453781512605,0.1708683473389355,0.6946778711484594,4.2,0.9931453579049051,95.0,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,21.0,2.0,10.0,0,15.0,4.566,0.0769230769230769,0.3846153846153846,0.3846153846153846,90.1188888888889,0.4886333333333333,0.8267055555555555,0.0769230769230769,,,,,0,0,0,,17,4,2026-07-24,823601,665742,"{""novig"": {""odds"": 317}, ""bet365"": {""odds"": 325}, ""betmgm"": {""odds"": 240}, ""pinnacle"": {""odds"": 279}}"
Ozzie Albies,ATL,L,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.1167311760607233,757,1,bet365,500.0,0.16666666666666666,-0.0499,0.0887311760607233,0.1422121896162528,0.0790067720090293,0.7787810383747178,4.2,0.9982288560182084,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,16.0,2.0,9.0,0,21.0,4.609,0.0,0.2068965517241379,0.2758620689655172,87.12288888888888,0.2439222222222222,0.3396777777777778,0.0297619047619047,,,,,48,14,0,0.292,9,7,2026-07-24,824812,645277,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 500}, ""fanduel"": {""odds"": 430}}"
Nolan Arenado,AZ,R,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.1180502842365322,747,1,pinnacle,489.0,0.1697792869269949,-0.0517,0.0900502842365322,0.213903743315508,0.1042780748663101,0.6818181818181819,3.9,0.9885069869230985,92.4,,,,0,,,CALM,6:45 PM ET,Nationals Park,14.0,5.0,9.5,1,5.0,,0.0769230769230769,0.4358974358974359,0.3333333333333333,87.31722222222221,0.3513888888888888,0.5161222222222223,0.0833333333333333,,,,,0,0,0,,10,5,2026-07-24,822707,571448,"{""novig"": {""odds"": 471}, ""bet365"": {""odds"": 450}, ""betmgm"": {""odds"": 425}, ""pinnacle"": {""odds"": 489}, ""fanduel"": {""odds"": 430}}"
