player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
J.P. Crawford,SEA,L,Shane Bieber,R,SEA,TOR,H,mlb_schedule,0.1489536922802627,571,1,bet365,850,0.10526315789473684,0.0437,0.1209536922802627,0.2033333333333333,0.1466666666666666,0.6499999999999999,4.3,0.9890480212944821,99.6,69.5,10.8,-10.740836469977353,0,91.0,2.0,11 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,10.0,1.0,0,31.0,,0.0,0.1976744186046511,0.1162790697674418,79.64320923520924,0.3575388888888889,0.4675055555555555,0.0192307692307692,0.3230769230769231,0.0461538461538461,,,,,24,12,0,0.5,9,1,2026-07-04,823118,641487,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 550}, ""fanduel"": {""odds"": 680}}"
Brandon Valenzuela,TOR,R,Logan Gilbert,R,SEA,SEA,A,mlb_schedule,0.15085595286470851,563,1,novig,809,0.11001100110011001,0.0408,0.1228559528647085,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,103.4,69.5,10.8,-10.740836469977353,0,91.0,2.0,11 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,,8.0,0,27.0,4.159,0.0175438596491228,0.2105263157894736,0.1578947368421052,82.31505555555556,0.3589047619047619,0.5107820512820512,0.01628664495114,0.2280130293159609,0.0358306188925081,3.42,1.2600000000000002,14.0,100.0,0,0,0,,5,2,2026-07-04,823118,678218,"{""novig"": {""odds"": 809}, ""draftkings"": {""odds"": 790}, ""fanduel"": {""odds"": 700}}"
Jacob Young,WSH,R,Braxton Ashcraft,R,WSH,PIT,H,mlb_schedule,0.1129467659518483,785,1,bet365,1250,0.074074074074074,0.0389,0.0849467659518483,0.1949458483754512,0.0649819494584837,0.740072202166065,3.6,0.992175261751737,92.4,,,,0,,,CALM,11:05 AM ET,Nationals Park,,7.0,0,,3.113,0.0285714285714285,0.2285714285714285,0.1571428571428571,85.40685858585859,0.2884888888888888,0.4041555555555555,0.00920245398773,0.2822085889570552,0.0214723926380368,3.33,0.9642857142857142,11.0,102.66666666666669,6,0,0,0.0,7,1,2026-07-04,822716,696285,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1250}, ""betmgm"": {""odds"": 1150}, ""draftkings"": {""odds"": 1080}, ""fanduel"": {""odds"": 1060}}"
Cole Young,SEA,L,Shane Bieber,R,SEA,TOR,H,mlb_schedule,0.13613914024694532,635,1,bet365,900,0.1,0.0361,0.1081391402469453,0.1779661016949152,0.0847457627118644,0.7372881355932204,3.6,0.9918693199499651,99.6,69.5,10.8,-10.740836469977353,0,91.0,2.0,11 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,9.0,7.0,0,11.0,,0.0,0.2705882352941176,0.1529411764705882,84.72650549450549,0.3326044444444445,0.4572555555555556,0.0192307692307692,0.3230769230769231,0.0461538461538461,,,,,0,0,0,,7,4,2026-07-04,823118,702284,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 900}, ""betmgm"": {""odds"": 725}, ""fanduel"": {""odds"": 830}}"
Max Schuemann,NYY,R,Zebby Matthews,R,NYY,MIN,H,mlb_schedule,0.1238673916018022,707,1,bet365,900,0.1,0.0239,0.0958673916018022,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,100.0,99.5,12.5,2.17060222083663,0,82.0,28.0,CROSSWIND 12 MPH,1:35 PM ET,Yankee Stadium,,8.0,1,7.0,4.518,0.0,0.2448979591836734,0.2040816326530612,80.66380952380952,0.3692569444444444,0.5905347222222223,0.032258064516129,0.2870967741935484,0.032258064516129,,,,,0,0,0,,1,1,2026-07-04,823526,680474,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 900}, ""betmgm"": {""odds"": 600}, ""draftkings"": {""odds"": 750}, ""fanduel"": {""odds"": 800}}"
Andrés Giménez,TOR,L,Logan Gilbert,R,SEA,SEA,A,mlb_schedule,0.0969483378124215,931,1,draftkings,1260,0.07352941176470588,0.0234,0.0689483378124215,0.1945392491467577,0.0648464163822525,0.7406143344709898,3.4,0.9898277668781001,99.6,69.5,10.8,-10.740836469977353,0,91.0,2.0,11 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,7.0,9.0,0,18.0,4.159,0.0,0.1492537313432835,0.1641791044776119,81.9739365079365,0.3173511904761905,0.4436607142857142,0.01628664495114,0.2280130293159609,0.0358306188925081,3.42,1.2600000000000002,14.0,100.0,18,6,0,0.333,6,2,2026-07-04,823118,665926,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 1200}, ""draftkings"": {""odds"": 1260}, ""fanduel"": {""odds"": 1200}}"
Ernie Clement,TOR,R,Logan Gilbert,R,SEA,SEA,A,mlb_schedule,0.1099794649625963,809,1,draftkings,1040,0.08771929824561403,0.0223,0.0819794649625963,0.1002949852507374,0.0353982300884955,0.864306784660767,3.9,0.9995860225161594,103.4,69.5,10.8,-10.740836469977353,0,91.0,2.0,11 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,7.0,5.0,0,26.0,4.159,0.0,0.1325301204819277,0.180722891566265,81.21342857142857,0.2516766666666666,0.3324988888888889,0.01628664495114,0.2280130293159609,0.0358306188925081,3.42,1.2600000000000002,14.0,100.0,10,2,0,0.2,4,3,2026-07-04,823118,676391,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1000}, ""draftkings"": {""odds"": 1040}, ""fanduel"": {""odds"": 1000}}"
Randy Arozarena,SEA,R,Shane Bieber,R,SEA,TOR,H,mlb_schedule,0.1631754150080923,513,1,bet365,600,0.14285714285714285,0.0203,0.1351754150080923,0.2244897959183673,0.1282798833819242,0.6472303206997084,4.2,0.987426295454966,103.4,69.5,10.8,-10.740836469977353,0,91.0,2.0,11 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,8.0,2.0,1,7.0,,0.0394736842105263,0.2894736842105263,0.1052631578947368,87.14864814814814,0.3912511111111111,0.5808555555555556,0.0192307692307692,0.3230769230769231,0.0461538461538461,,,,,10,0,0,0.0,8,2,2026-07-04,823118,668227,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 600}, ""betmgm"": {""odds"": 450}, ""fanduel"": {""odds"": 500}}"
Nick Gonzales,PIT,R,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.1364047718054165,633,1,fanduel,750,0.1176470588235294,0.0188,0.1084047718054165,0.1834319526627219,0.0798816568047337,0.7366863905325444,3.7,0.9928261674779892,92.4,,,,0,,,CALM,11:05 AM ET,Nationals Park,,6.0,0,,,0.0125,0.1875,0.15,83.47697619047618,0.3450888888888889,0.4829944444444444,0.0212765957446808,0.2340425531914893,0.0425531914893617,,,,,4,2,0,0.5,3,1,2026-07-04,822716,693304,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 650}, ""betmgm"": {""odds"": 525}, ""draftkings"": {""odds"": 700}, ""fanduel"": {""odds"": 680}}"
Elias Díaz,TEX,R,Jack Flaherty,R,TEX,DET,H,mlb_schedule,0.1218336689722383,721,1,draftkings,870,0.10309278350515463,0.0187,0.0938336689722383,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,86.4,,,,0,,,CALM,4:05 PM ET,Globe Life Field,,8.0,0,45.0,4.121,0.0166666666666666,0.2166666666666666,0.1666666666666666,82.43947619047619,0.3355222222222221,0.4589333333333333,0.0183150183150183,0.2637362637362637,0.0256410256410256,,,,,12,2,2,0.167,0,4,2026-07-04,822882,553869,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 675}, ""draftkings"": {""odds"": 870}, ""fanduel"": {""odds"": 750}}"
