player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Pete Alonso,BAL,R,Jonah Tong,R,NYM,NYM,A,mlb_schedule,0.2574656000975214,288,0,,,,,0.2294656000975214,0.2392638036809816,0.1319018404907975,0.6288343558282209,4.2,0.9844337272780053,95.6,76.3,13.8,-11.951150572225254,0,90.0,1.0,12 MPH TOWARD HP,7:10 PM ET,Citi Field,35.0,2.0,1,2.0,5.1,0.0526315789473684,0.5263157894736842,0.2368421052631578,92.74777777777778,0.4396888888888889,0.6403333333333333,0.0392156862745098,,,,,0,0,0,,26,9,2026-09-14,823575,624413
Pete Crow-Armstrong,CHC,L,Reynaldo López,R,CHC,ATL,H,mlb_schedule,0.23913175222053928,318,0,,,,,0.2111317522205393,0.2619047619047619,0.1324404761904762,0.605654761904762,4.3,0.981707654997233,102.5,71.6,14.1,8.680826802091781,0,94.0,1.0,9 MPH TOWARD OF,7:40 PM ET,Wrigley Field,41.0,1.0,0,7.0,4.879,0.0869565217391304,0.5434782608695652,0.2391304347826087,94.61388888888888,0.5413277777777777,0.8482222222222222,0.0404040404040404,,,,,0,0,0,,30,11,2026-09-14,824629,691718
Munetaka Murakami,CWS,L,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.2199518572701252,355,0,,,,,0.1919518572701252,0.3508064516129032,0.1754032258064516,0.4737903225806451,4.0,0.9233282592797096,106.3,69.2,12.5,-9.575555538987224,0,77.0,3.0,10 MPH TOWARD HP,6:40 PM ET,Progressive Field,31.0,4.0,1,5.0,3.804,0.0,0.4444444444444444,0.4074074074074074,93.32333333333332,0.2952888888888889,0.4489888888888889,0.0973451327433628,3.78,1.4378698224852071,27.0,169.0,6,2,2,0.333,26,6,2026-09-14,824386,808959
Miguel Vargas,CWS,R,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.2007639734053323,398,0,,,,,0.1727639734053323,0.1820987654320987,0.1466049382716049,0.6712962962962963,4.1,0.9895552307448616,95.7,69.2,12.5,-9.575555538987224,0,77.0,3.0,10 MPH TOWARD HP,6:40 PM ET,Progressive Field,30.0,3.0,0,10.0,3.804,0.0227272727272727,0.3636363636363636,0.3181818181818182,88.32644444444445,0.34359,0.4643066666666666,0.0973451327433628,3.78,1.4378698224852071,27.0,169.0,22,10,2,0.455,18,12,2026-09-14,824386,678246
Aaron Judge,NYY,R,Dean Kremer,R,MIN,MIN,A,mlb_schedule,0.1955888371565713,411,0,,,,,0.1675888371565713,0.22,0.08,0.7000000000000001,4.1,0.9928187979804218,92.4,63.7,22.0,21.43614142527517,0,96.0,100.0,21 MPH TOWARD OF,7:40 PM ET,Target Field,,3.0,0,113.0,5.464,0.0,0.6046511627906976,0.3720930232558139,94.71944444444443,0.4400333333333333,0.6715722222222222,0.0675675675675675,,,,,34,12,8,0.353,13,5,2026-09-14,823656,592450
Coby Mayo,BAL,R,Jonah Tong,R,NYM,NYM,A,mlb_schedule,0.1894763312756016,428,0,,,,,0.1614763312756016,0.22,0.08,0.7000000000000001,4.0,0.9919,95.6,76.3,13.8,-11.951150572225254,0,90.0,1.0,12 MPH TOWARD HP,7:10 PM ET,Citi Field,,4.0,1,3.0,5.1,0.0465116279069767,0.4418604651162791,0.3488372093023256,86.77222222222221,0.5304833333333333,0.877288888888889,0.0392156862745098,,,,,0,0,0,,7,17,2026-09-14,823575,691723
Matt Olson,ATL,L,David Peterson,L,CHC,CHC,A,mlb_schedule,0.1890633116942482,429,0,,,,,0.1610633116942482,0.2492307692307692,0.1,0.6507692307692308,4.1,0.9866105958001669,102.5,71.6,14.1,8.680826802091781,0,94.0,1.0,9 MPH TOWARD OF,7:40 PM ET,Wrigley Field,39.0,3.0,1,1.0,3.013,0.0227272727272727,0.6363636363636364,0.3863636363636363,92.76277777777776,0.3086666666666666,0.4397888888888889,0.0405405405405405,,,,,48,10,8,0.208,26,15,2026-09-14,824629,621566
Ben Rice,NYY,L,Dean Kremer,R,MIN,MIN,A,mlb_schedule,0.1839767594744,444,0,,,,,0.1559767594744,0.2450980392156862,0.130718954248366,0.6241830065359477,4.3,0.9851269999414239,93.0,63.7,22.0,21.43614142527517,0,96.0,100.0,21 MPH TOWARD OF,7:40 PM ET,Target Field,38.0,1.0,1,1.0,5.464,0.0217391304347826,0.4347826086956521,0.3478260869565217,91.00011111111112,0.476351111111111,0.7343111111111111,0.0675675675675675,,,,,12,4,0,0.333,29,10,2026-09-14,823656,700250
Colton Cowser,BAL,L,Jonah Tong,R,NYM,NYM,A,mlb_schedule,0.1825357668191409,448,0,,,,,0.1545357668191409,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,95.0,76.3,13.8,-11.951150572225254,0,90.0,1.0,12 MPH TOWARD HP,7:10 PM ET,Citi Field,,8.0,0,16.0,5.1,0.0,0.4838709677419355,0.2258064516129032,89.59055555555555,0.3634055555555556,0.4974722222222222,0.0392156862745098,,,,,0,0,0,,12,2,2026-09-14,823575,681297
Colson Montgomery,CWS,L,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.1808837113905356,453,0,,,,,0.1528837113905356,0.346218487394958,0.107563025210084,0.546218487394958,3.6,0.9418367756256825,106.3,69.2,12.5,-9.575555538987224,0,77.0,3.0,10 MPH TOWARD HP,6:40 PM ET,Progressive Field,31.0,7.0,0,9.0,3.804,0.0333333333333333,0.4,0.1666666666666666,86.28999999999999,0.4585333333333333,0.7329,0.0973451327433628,3.78,1.4378698224852071,27.0,169.0,16,0,0,0.0,21,10,2026-09-14,824386,695657
