player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Ozzie Albies,ATL,R,Robbie Ray,L,SF,SF,A,mlb_schedule,0.1796253488952872,457,1,bet365,575.0,0.1481481481481481,0.0315,0.1516253488952872,0.1123919308357348,0.0806916426512968,0.8069164265129684,4.1,0.998820885868281,91.7,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,12.0,3.0,8.5,1,8.0,5.332,0.0,0.1964285714285714,0.1785714285714285,85.53444444444443,0.3738888888888889,0.4775222222222222,0.0303030303030303,0.2151515151515151,0.0303030303030303,3.7,1.4372623574144487,14.0,87.66666666666667,24,6,2,0.25,6,6,2026-06-28,823204,645277,"{""novig"": {""odds"": 506}, ""bet365"": {""odds"": 575}, ""fanduel"": {""odds"": 500}}"
Gabriel Arias,CLE,R,Emerson Hancock,R,CLE,SEA,H,mlb_schedule,0.1343673977269549,644,1,fanduel,870.0,0.1030927835051546,0.0313,0.1063673977269549,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,95.7,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,,8.0,7.5,0,86.0,3.721,0.0185185185185185,0.3148148148148148,0.1111111111111111,86.3203492063492,0.5846527777777778,0.9277777777777776,0.024024024024024,0.2672672672672673,0.027027027027027,3.6,1.2705882352941176,12.0,85.0,4,0,0,0.0,2,0,2026-06-28,824422,672356,"{""fanduel"": {""odds"": 870}}"
Bryan Torres,STL,L,Tyler Phillips,R,STL,MIA,H,mlb_schedule,0.1022002162095649,878,1,bet365,1300.0,0.0714285714285714,0.0308,0.0742002162095649,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,81.1,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,6.0,,1,,3.631,0.0172413793103448,0.1379310344827586,0.1379310344827586,78.55420024420025,0.3416515151515151,0.4753636363636364,0.0130718954248366,0.2483660130718954,0.0065359477124183,,,,,0,0,0,,2,0,2026-06-28,823037,663494,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 1300}, ""fanduel"": {""odds"": 900}}"
Nick Fortes,TB,R,Merrill Kelly,R,TB,AZ,H,mlb_schedule,0.1044477374250375,857,1,bet365,1250.0,0.074074074074074,0.0304,0.0764477374250375,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,110.5,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,9.0,,0,,6.117,0.0142857142857142,0.2428571428571428,0.1428571428571428,81.08603174603174,0.2890444444444444,0.3791866666666666,0.0272727272727272,0.3,0.0363636363636363,,,,,0,0,0,,1,1,2026-06-28,822959,663743,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1250}, ""fanduel"": {""odds"": 870}}"
Jung Hoo Lee,SF,L,Chris Sale,L,SF,ATL,H,mlb_schedule,0.0900606763721744,1010,1,novig,1567.0,0.05998800239952,0.0301,0.0620606763721744,0.0963455149501661,0.0531561461794019,0.8504983388704319,3.6,0.9989316202066656,77.2,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,5.0,7.0,8.5,1,12.0,2.88,0.0,0.2210526315789473,0.1052631578947368,82.82533333333332,0.35616,0.46837,0.0123076923076923,0.1753846153846154,0.0092307692307692,2.14,0.6428571428571428,6.0,84.0,0,0,0,,4,1,2026-06-28,823204,808982,"{""novig"": {""odds"": 1567}, ""bet365"": {""odds"": 1300}, ""fanduel"": {""odds"": 1500}}"
Alec Bohm,PHI,R,Cionel Pérez,L,NYM,NYM,A,mlb_schedule,0.1442307692307692,593,1,novig,770.0,0.1149425287356321,0.0293,0.1092327501956871,0.1437699680511182,0.0734824281150159,0.7827476038338659,4.0,0.997772291814441,95.6,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,4.0,7.0,1,,5.521,0.0240963855421686,0.1927710843373494,0.1204819277108433,83.06582010582011,0.36097,0.5397119047619048,0.0153846153846153,0.2769230769230769,0.0307692307692307,,,,,14,6,0,0.429,5,4,2026-06-28,823608,664761,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 750}}"
Joey Bart,ATL,R,Robbie Ray,L,SF,SF,A,mlb_schedule,0.1541068328883293,549,1,bet365,700.0,0.125,0.0291,0.1261068328883293,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,91.7,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,,7.0,8.5,1,52.0,5.332,0.0,0.2413793103448276,0.2586206896551724,82.80694444444445,0.3513904761904762,0.5610487179487179,0.0303030303030303,0.2151515151515151,0.0303030303030303,3.7,1.4372623574144487,14.0,87.66666666666667,16,2,0,0.125,2,1,2026-06-28,823204,663698,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 520}}"
Otto Lopez,MIA,R,Kyle Leahy,R,STL,STL,A,mlb_schedule,0.1465184141636644,583,1,fanduel,750.0,0.1176470588235294,0.0289,0.1185184141636644,0.1375358166189111,0.0573065902578796,0.8051575931232092,4.2,0.9989608681889264,88.4,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,2.0,,0,,4.693,0.0116279069767441,0.3372093023255814,0.1046511627906976,82.7783872053872,0.3252966666666667,0.4251144444444444,0.011070110701107,0.3357933579335793,0.029520295202952,,,,,10,2,0,0.2,6,1,2026-06-28,823037,672640,"{""novig"": {""odds"": 733}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 750}}"
Tommy Edman,LAD,R,Michael King,R,SD,SD,A,mlb_schedule,0.1288033793368566,676,1,bet365,900.0,0.1,0.0288,0.1008033793368566,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,101.7,70.6,10.3,-2.665836164555965,0,87.0,5.0,CROSSWIND 10 MPH,4:10 PM ET,Petco Park,,6.0,8.0,0,263.0,4.019,0.0,0.25,0.15,84.87563492063491,0.2868160714285714,0.3766785714285715,0.0217391304347826,0.2282608695652173,0.0326086956521739,3.33,0.9782608695652174,10.0,92.0,8,0,0,0.0,0,0,2026-06-28,823281,669242,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 700}}"
Michael Harris II,ATL,L,Robbie Ray,L,SF,SF,A,mlb_schedule,0.1987517320607233,403,1,novig,488.0,0.1700680272108843,0.0287,0.1707517320607234,0.2048611111111111,0.0486111111111111,0.7465277777777777,4.2,0.9968630502354346,77.2,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,14.0,2.0,8.5,1,15.0,5.332,0.0119047619047619,0.2142857142857142,0.0833333333333333,83.84161688311687,0.49132,0.694761111111111,0.0303030303030303,0.2151515151515151,0.0303030303030303,3.7,1.4372623574144487,14.0,87.66666666666667,6,4,2,0.667,10,4,2026-06-28,823204,671739,"{""novig"": {""odds"": 488}}"
Tyler Tolbert,KC,R,Anthony Kay,L,CWS,CWS,A,mlb_schedule,0.1043643436813231,858,1,bet365,1200.0,0.0769230769230769,0.0274,0.0763643436813232,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,91.0,78.9,12.6,1.0981623586204925,0,99.0,6.0,CROSSWIND 13 MPH,2:10 PM ET,Rate Field,,8.0,8.0,0,340.0,5.48,0.0,0.1428571428571428,0.1142857142857142,80.57277777777777,0.3705624999999999,0.44625,0.0140845070422535,0.2288732394366197,0.028169014084507,,,,,0,0,0,,0,0,2026-06-28,824580,686475,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1200}, ""fanduel"": {""odds"": 830}}"
Jake Meyers,HOU,R,Jack Flaherty,R,DET,DET,A,mlb_schedule,0.1040651514266364,861,1,bet365,1200.0,0.0769230769230769,0.0271,0.0760651514266364,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,104.4,,,,0,,,CALM,1:40 PM ET,Comerica Park,,8.0,8.0,0,15.0,4.121,0.0142857142857142,0.1428571428571428,0.1714285714285714,82.31646849446848,0.2017555555555555,0.2707833333333333,0.018796992481203,0.2518796992481203,0.0263157894736842,,,,,4,0,0,0.0,2,1,2026-06-28,824256,676694,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 1200}, ""fanduel"": {""odds"": 870}}"
TJ Rumfield,COL,L,Connor Prielipp,L,MIN,MIN,A,mlb_schedule,0.1261261261261261,693,1,novig,900.0,0.1,0.0261,0.0932365252398766,0.1450617283950617,0.1141975308641975,0.7407407407407408,4.0,0.9954820949079954,93.0,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,4.0,,1,,3.421,0.0,0.1772151898734177,0.2151898734177215,80.29288095238095,0.2590222222222222,0.3498344444444444,0.0245614035087719,0.2456140350877192,0.0175438596491228,,,,,0,0,0,,12,0,2026-06-28,823686,681198,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 900}}"
Alex Jackson,MIN,R,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.1261261261261261,693,1,bet365,900.0,0.1,0.0261,0.0942367143485361,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,92.4,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,9.0,,0,,4.725,0.0,0.2033898305084746,0.135593220338983,81.15788888888889,0.2732777777777778,0.3547361111111111,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,0,0,0,,0,0,2026-06-28,823686,656577,"{""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 630}}"
Keibert Ruiz,WSH,R,Kyle Bradish,R,BAL,BAL,A,mlb_schedule,0.1261261261261261,693,1,bet365,900.0,0.1,0.0261,0.0923973040851379,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,94.3,77.2,4.7,-4.613647762204021,0,97.0,27.0,5 MPH TOWARD HP,1:35 PM ET,Camden Yards,,9.0,9.0,1,,4.239,0.0,0.28,0.14,83.05338888888888,0.2989666666666666,0.3924944444444444,0.018450184501845,0.2361623616236162,0.03690036900369,3.64,1.1123595505617978,11.0,89.0,14,10,0,0.714,4,2,2026-06-28,824821,660688,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 870}}"
Anthony Seigler,BOS,L,Carlos Rodón,L,BOS,NYY,H,mlb_schedule,0.1093203148105523,815,1,fanduel,1100.0,0.08333333333333333,0.026,0.0813203148105523,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,80.8,78.4,10.1,-9.153708649070165,0,99.0,8.0,9 MPH TOWARD HP,7:20 PM ET,Fenway Park,,7.0,8.0,0,,3.5,0.0,0.1794871794871795,0.0769230769230769,82.17122222222223,0.4126666666666665,0.5230555555555556,0.0181159420289855,0.2065217391304347,0.0181159420289855,,,,,0,0,0,,1,0,2026-06-28,824744,678011,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 1100}}"
Alec Burleson,STL,L,Tyler Phillips,R,STL,MIA,H,mlb_schedule,0.2053093393670962,387,1,novig,456.0,0.1798561151079136,0.0255,0.1773093393670962,0.144927536231884,0.0985507246376811,0.7565217391304349,4.1,0.9969486868333264,81.1,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,3.0,,0,,3.631,0.0495049504950495,0.3168316831683168,0.1782178217821782,87.82767724867725,0.5104266666666667,0.8272766666666667,0.0130718954248366,0.2483660130718954,0.0065359477124183,,,,,4,2,0,0.5,12,1,2026-06-28,823037,676475,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 390}, ""pinnacle"": {""odds"": 388}, ""fanduel"": {""odds"": 440}}"
Ildemaro Vargas,AZ,L,Drew Rasmussen,R,TB,TB,A,mlb_schedule,0.0919751899595454,987,1,bet365,1400.0,0.0666666666666666,0.0253,0.0639751899595454,0.090566037735849,0.060377358490566,0.8490566037735849,3.5,0.9986638678599732,99.8,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,8.0,,0,,3.327,0.0,0.2727272727272727,0.1136363636363636,85.80344444444445,0.1722,0.2141,0.0166666666666666,0.1833333333333333,0.02,2.62,0.9418604651162792,9.0,86.0,6,4,0,0.667,3,5,2026-06-28,822959,545121,"{""novig"": {""odds"": 1329}, ""bet365"": {""odds"": 1400}, ""fanduel"": {""odds"": 1300}}"
Spencer Steer,CIN,R,Mitch Keller,R,PIT,PIT,A,mlb_schedule,0.1354838709677419,638,1,bet365,800.0,0.1111111111111111,0.0244,0.1009437428927536,0.2305194805194805,0.1038961038961039,0.6655844155844155,3.9,0.986045400328425,76.9,75.7,5.5,-2.6664529113548534,0,97.0,44.0,3 MPH TOWARD HP,1:35 PM ET,PNC Park,13.0,5.0,10.0,1,8.0,3.593,0.0677966101694915,0.2372881355932203,0.2033898305084746,82.38446031746032,0.4063307692307693,0.6665564102564102,0.0182926829268292,0.2469512195121951,0.0152439024390243,4.89,0.9169811320754716,9.0,88.33333333333333,42,16,2,0.381,8,6,2026-06-28,823362,668715,"{""novig"": {""odds"": 619}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 630}}"
Braden Montgomery,CWS,L,Luinder Avila,R,CWS,KC,H,mlb_schedule,0.134141031848301,645,1,novig,809.0,0.11001100110011,0.0241,0.106141031848301,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,103.4,78.9,12.6,1.0981623586204925,0,99.0,6.0,CROSSWIND 13 MPH,2:10 PM ET,Rate Field,,7.0,8.0,0,19.0,3.962,0.0,0.2285714285714285,0.1714285714285714,86.98222222222222,0.3371444444444444,0.4885333333333333,0.0,0.1825396825396825,0.0238095238095238,,,,,0,0,0,,2,0,2026-06-28,824580,695731,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 750}}"
Brayan Rocchio,CLE,R,Emerson Hancock,R,CLE,SEA,H,mlb_schedule,0.1099868205224554,809,1,fanduel,1060.0,0.0862068965517241,0.0238,0.0819868205224554,0.1381578947368421,0.1019736842105263,0.7598684210526315,3.7,0.9948989177860748,95.7,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,5.0,6.0,7.5,0,22.0,3.721,0.0,0.1818181818181818,0.1272727272727272,81.54921164021162,0.2616369047619047,0.33075,0.024024024024024,0.2672672672672673,0.027027027027027,3.6,1.2705882352941176,12.0,85.0,8,2,0,0.25,4,2,2026-06-28,824422,677587,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 1060}}"
Pedro Pagés,STL,R,Tyler Phillips,R,STL,MIA,H,mlb_schedule,0.118715754607862,742,1,bet365,950.0,0.0952380952380952,0.0235,0.090715754607862,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,88.4,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,9.0,,0,,3.631,0.0142857142857142,0.2714285714285714,0.1714285714285714,80.66157720057718,0.3497277777777778,0.5135111111111111,0.0130718954248366,0.2483660130718954,0.0065359477124183,,,,,2,0,0,0.0,4,0,2026-06-28,823037,686780,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 950}, ""fanduel"": {""odds"": 800}}"
Mitch Garver,SEA,R,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.1340092691300889,646,1,bet365,800.0,0.1111111111111111,0.0229,0.1060092691300889,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,95.7,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,,8.0,7.5,1,19.0,3.804,0.0,0.2786885245901639,0.2295081967213114,84.729,0.335025641025641,0.4937884615384615,0.01,0.31,0.0333333333333333,3.82,1.396551724137931,15.0,96.66666666666669,10,0,0,0.0,3,1,2026-06-28,824422,641598,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 560}}"
Raynel Delgado,HOU,L,Jack Flaherty,R,DET,DET,A,mlb_schedule,0.1121856518100637,791,1,bet365,1000.0,0.0909090909090909,0.0213,0.0841856518100638,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,97.2,,,,0,,,CALM,1:40 PM ET,Comerica Park,,9.0,8.0,0,,4.121,0.0,0.1935483870967742,0.1290322580645161,83.84824404761905,,,0.018796992481203,0.2518796992481203,0.0263157894736842,,,,,0,0,0,,0,0,2026-06-28,824256,669384,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 1000}}"
Ryan Kreidler,MIN,R,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.1261261261261261,693,1,bet365,850.0,0.1052631578947368,0.0209,0.0958023428084636,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,92.4,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,7.0,,1,,4.725,0.0555555555555555,0.2222222222222222,0.1666666666666666,81.14611111111111,0.3056428571428571,0.4527142857142857,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,0,0,0,,3,1,2026-06-28,823686,668952,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 600}}"
TJ Friedl,CIN,L,Mitch Keller,R,PIT,PIT,A,mlb_schedule,0.0949074074074074,954,1,bet365,1250.0,0.074074074074074,0.0208,0.077004981317007,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,90.6,75.7,5.5,-2.6664529113548534,0,97.0,44.0,3 MPH TOWARD HP,1:35 PM ET,PNC Park,,8.0,10.0,0,59.0,3.593,0.0,0.1428571428571428,0.1020408163265306,78.85374603174601,0.3313035714285713,0.4472559523809524,0.0182926829268292,0.2469512195121951,0.0152439024390243,4.89,0.9169811320754716,9.0,88.33333333333333,54,8,0,0.148,2,0,2026-06-28,823362,670770,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1250}, ""fanduel"": {""odds"": 1060}}"
Tyler Freeman,COL,R,Connor Prielipp,L,MIN,MIN,A,mlb_schedule,0.0975609756097561,925,1,bet365,1200.0,0.0769230769230769,0.0206,0.0821716613720741,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,92.4,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,2.0,,0,,3.421,0.0112359550561797,0.247191011235955,0.1123595505617977,80.6525986050986,0.2712190476190476,0.3594607142857143,0.0245614035087719,0.2456140350877192,0.0175438596491228,,,,,0,0,0,,1,2,2026-06-28,823686,671289,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 1200}, ""fanduel"": {""odds"": 800}}"
Luke Keaschall,MIN,R,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.0975609756097561,925,1,bet365,1200.0,0.0769230769230769,0.0206,0.0819794649625963,0.1553398058252427,0.1132686084142394,0.7313915857605179,3.7,0.9922777729276542,92.4,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,6.0,,0,,4.725,0.0,0.2142857142857142,0.1142857142857142,81.43239105339104,0.3396111111111111,0.4691555555555556,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,0,0,0,,3,1,2026-06-28,823686,807712,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1200}, ""fanduel"": {""odds"": 900}}"
Jackson Holliday,BAL,L,Zack Littell,R,BAL,WSH,H,mlb_schedule,0.1524163568773234,556,1,bet365,650.0,0.1333333333333333,0.0191,0.12201980270417,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,115.6,77.2,4.7,-4.613647762204021,0,97.0,27.0,5 MPH TOWARD HP,1:35 PM ET,Camden Yards,,9.0,9.0,1,,5.945,0.032258064516129,0.3225806451612903,0.1935483870967742,85.24437037037038,0.4320595238095238,0.7038214285714286,0.0204778156996587,0.2593856655290102,0.030716723549488,,,,,26,8,0,0.308,4,0,2026-06-28,824821,702616,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 600}}"
Ryan O'Hearn,PIT,L,Brady Singer,R,PIT,CIN,H,mlb_schedule,0.1524163568773234,556,1,bet365,650.0,0.1333333333333333,0.0191,0.1176634367443254,0.2222222222222222,0.082437275985663,0.6953405017921147,3.9,0.9902976392693634,90.6,75.7,5.5,-2.6664529113548534,0,97.0,44.0,3 MPH TOWARD HP,1:35 PM ET,PNC Park,12.0,5.0,10.0,1,11.0,6.791,0.0117647058823529,0.2470588235294117,0.1529411764705882,84.06681481481482,0.2996111111111111,0.4216311111111111,0.025830258302583,0.2656826568265683,0.055350553505535,,,,,8,6,0,0.75,8,3,2026-06-28,823362,656811,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 540}}"
Geraldo Perdomo,AZ,L,Drew Rasmussen,R,TB,TB,A,mlb_schedule,0.1040651514266364,861,1,novig,1076.0,0.0850340136054421,0.019,0.0760651514266364,0.1231231231231231,0.1501501501501501,0.7267267267267268,4.2,0.995697626924754,99.8,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,2.0,,0,,3.327,0.0,0.1904761904761904,0.1111111111111111,82.65884126984128,0.3139642857142857,0.4466428571428572,0.0166666666666666,0.1833333333333333,0.02,2.62,0.9418604651162792,9.0,86.0,6,0,0,0.0,4,1,2026-06-28,822959,672695,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 950}, ""fanduel"": {""odds"": 1000}}"
Juan Soto,NYM,L,Jesús Luzardo,L,NYM,PHI,H,mlb_schedule,0.1927272727272727,419,1,bet365,475.0,0.1739130434782608,0.0188,0.1851269510586745,0.1286764705882352,0.1433823529411764,0.7279411764705883,4.2,0.9957773622501056,95.0,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,2.0,7.0,1,,3.401,0.0120481927710843,0.3253012048192771,0.180722891566265,84.63961904761905,0.3895355555555556,0.56733,0.0245614035087719,0.1859649122807017,0.0175438596491228,4.0,0.8772563176895308,9.0,92.33333333333331,40,14,2,0.35,13,4,2026-06-28,823608,665742,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 475}, ""pinnacle"": {""odds"": 432}, ""fanduel"": {""odds"": 450}}"
Alejandro Osuna,TEX,L,Shane Bieber,R,TOR,TOR,A,mlb_schedule,0.0847358301523473,1080,1,bet365,1400.0,0.0666666666666666,0.0181,0.0567358301523473,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,108.2,79.9,9.2,-7.347446692435095,0,89.0,0.0,7 MPH TOWARD HP,1:37 PM ET,Rogers Centre,,9.0,8.5,0,,,0.0,0.1515151515151515,0.0454545454545454,80.40411111111112,0.2753777777777778,0.3402444444444444,0.0147058823529411,0.3088235294117647,0.0330882352941176,,,,,0,0,0,,0,0,2026-06-28,822795,696030,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1400}, ""fanduel"": {""odds"": 1200}}"
Nick Gonzales,PIT,R,Brady Singer,R,PIT,CIN,H,mlb_schedule,0.0949074074074074,954,1,fanduel,1200.0,0.0769230769230769,0.018,0.0655398142494395,0.1858974358974359,0.0737179487179487,0.7403846153846154,4.0,0.9954572200591496,76.9,75.7,5.5,-2.6664529113548534,0,97.0,44.0,3 MPH TOWARD HP,1:35 PM ET,PNC Park,3.0,4.0,10.0,1,7.0,6.791,0.0,0.1604938271604938,0.1728395061728395,80.6972178932179,0.2744333333333333,0.3629944444444444,0.025830258302583,0.2656826568265683,0.055350553505535,,,,,22,4,0,0.182,3,0,2026-06-28,823362,693304,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1100}, ""fanduel"": {""odds"": 1200}}"
Luis Torrens,NYM,R,Jesús Luzardo,L,NYM,PHI,H,mlb_schedule,0.0949074074074074,954,1,fanduel,1200.0,0.0769230769230769,0.018,0.0762600830369782,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,95.6,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,9.0,7.0,0,,3.401,0.056338028169014,0.1830985915492957,0.1267605633802817,83.43457936507936,0.3813722222222223,0.5775777777777779,0.0245614035087719,0.1859649122807017,0.0175438596491228,4.0,0.8772563176895308,9.0,92.33333333333331,16,4,2,0.25,1,0,2026-06-28,823608,620443,"{""fanduel"": {""odds"": 1200}}"
Andy Pages,LAD,R,Michael King,R,SD,SD,A,mlb_schedule,0.1715991764647617,483,1,bet365,550.0,0.1538461538461538,0.0178,0.1435991764647617,0.1954674220963173,0.0821529745042493,0.7223796033994334,4.2,0.9954027750474054,101.7,70.6,10.3,-2.665836164555965,0,87.0,5.0,CROSSWIND 10 MPH,4:10 PM ET,Petco Park,15.0,2.0,8.0,0,19.0,4.019,0.010204081632653,0.2653061224489796,0.1326530612244898,82.21718253968255,0.3475611111111111,0.50015,0.0217391304347826,0.2282608695652173,0.0326086956521739,3.33,0.9782608695652174,10.0,92.0,6,2,0,0.333,12,3,2026-06-28,823281,681624,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 550}, ""fanduel"": {""odds"": 540}}"
Michael Conforto,CHC,L,Brandon Woodruff,R,MIL,MIL,A,mlb_schedule,0.1555110480832213,543,1,bet365,625.0,0.1379310344827586,0.0176,0.1275110480832213,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,105.1,76.8,10.1,5.050000000000001,0,90.0,15.0,5 MPH TOWARD OF,2:10 PM ET,American Family Field,,7.0,,0,32.0,3.967,0.0212765957446808,0.2340425531914893,0.1702127659574468,84.51662962962963,0.4016153846153845,0.6301666666666667,0.0136518771331058,0.1945392491467577,0.0273037542662116,,,,,12,4,0,0.333,5,0,2026-06-28,823769,624424,"{""novig"": {""odds"": 426}, ""bet365"": {""odds"": 625}, ""fanduel"": {""odds"": 450}}"
