batter,player_name,team_abbr,opp_team,is_home,bat_order,in_lineup,pitcher_id,pitcher_name,p_throws,game_id,game_time,stadium,stand_R,p_throws_R,opp_k_pct_15,game_date,game_pk,is_dome,wind_out,hit_factor,tb_factor,hr_factor,stand,pa,ab,h,doubles,triples,hr,bb,hbp,sf,k,tb,batted_balls,barrels,hard_hits,fly_balls,ground_balls,line_drives,avg_xba,avg_xslg,target_hit_1plus,target_hit_2plus,target_tb_1plus,target_tb_2plus,target_k_1plus,target_k_2plus,batting_avg_15,obp_15,contact_rate_15,k_rate_15,babip_15,iso_15,hr_rate_15,doubles_rate_15,extra_base_hit_rate_15,avg_total_bases_15,avg_k_per_game_15,hard_hit_pct_15,line_drive_pct_15,gb_pct_15,fly_ball_pct_15,barrel_pct_15,xba_15,xslg_15,batting_avg_last_5,k_rate_last_5,xba_last_5,xslg_last_5,batting_avg_vs_R_15,slg_vs_R_15,k_rate_vs_R_15,batting_avg_vs_L_15,slg_vs_L_15,k_rate_vs_L_15,p_contact_rate_allowed_10,p_babip_allowed_10,p_slg_allowed_10,p_iso_allowed_10,p_gb_pct_10,p_fb_pct_10,p_barrel_pct_allowed_10,p_hits_per9_10,p_hr_per9_10,p_k_per9_10,p_k_rate_10,p_tb_1plus,p_tb_2plus,adj_prob,pred_total_bases,book_markets,primary_line,primary_side,primary_best_book,primary_best_odds,primary_book_implied,primary_has_line,primary_edge,secondary_line,secondary_side,secondary_best_book,secondary_best_odds,secondary_book_implied,secondary_has_line,secondary_edge
668930,Brice Turang,MIL,COL,1,3.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,0,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,L,4,2,1,0,0,0,2,0,0,0,1,2,0,1,0,2,0,0.3015,0.32449999999999996,1,0,1,0,0,0,0.25396825396825395,0.3188405797101449,0.8095238095238095,0.17142857142857143,0.2857142857142857,0.20634920634920634,0.02857142857142857,0.1,0.14285714285714285,1.9333333333333333,0.8,0.43137254901960786,0.27450980392156865,0.37254901960784315,0.3333333333333333,0.0392156862745098,0.29449666666666663,0.49010777777777775,0.1111111111111111,0.19047619047619047,0.21576666666666666,0.42865000000000003,0.2923076923076923,0.49230769230769234,0.2112676056338028,0.1746031746031746,0.3333333333333333,0.30985915492957744,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.6471504242723887,0.3908440403464182,0.6471504242723887,1.9333333333333333,"{""novig"": {""1.5"": {""over"": 113, ""under"": -130}}, ""bet365"": {""1.5"": {""over"": 105, ""under"": -140}}, ""betmgm"": {""1.5"": {""over"": 105, ""under"": -140}}, ""pinnacle"": {""1.5"": {""over"": 104, ""under"": -138}}, ""draftkings"": {""1.5"": {""over"": 113, ""under"": -151}}, ""fanduel"": {""1.5"": {""over"": -100}}}",1.5,over,novig,113.0,0.4694835680751174,True,-0.0786,0.5,,,,,False,
592885,Christian Yelich,MIL,COL,1,1.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,0,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,L,5,5,2,0,1,0,0,0,0,0,4,5,0,2,1,2,1,0.3154,0.64,1,1,1,1,0,0,0.1864406779661017,0.3142857142857143,0.711864406779661,0.23943661971830985,0.24390243902439024,0.15254237288135594,0.014084507042253521,0.08450704225352113,0.11864406779661017,1.3333333333333333,1.1333333333333333,0.4418604651162791,0.13953488372093023,0.627906976744186,0.20930232558139536,0.046511627906976744,0.3111088888888889,0.4814433333333333,0.21052631578947367,0.21739130434782608,0.3310266666666665,0.39376,0.16666666666666666,0.2833333333333333,0.3194444444444444,0.29310344827586204,0.5172413793103449,0.19696969696969696,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.6345982003065643,0.3482046882764908,0.6345982003065643,1.3333333333333333,"{""novig"": {""1.5"": {""over"": 122, ""under"": -138}}, ""bet365"": {""1.5"": {""over"": 115, ""under"": -155}}, ""betmgm"": {""1.5"": {""over"": 110, ""under"": -150}}, ""pinnacle"": {""1.5"": {""over"": 119, ""under"": -158}}, ""draftkings"": {""1.5"": {""over"": 118, ""under"": -156}}}",1.5,over,novig,122.0,0.45045045045045046,True,-0.1022,0.5,,,,,False,
666152,David Hamilton,MIL,COL,1,9.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,0,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,L,3,3,2,1,0,0,0,0,0,1,3,2,0,2,0,1,1,0.41000000000000003,0.5874999999999999,1,1,1,1,1,0,0.23684210526315788,0.275,0.6842105263157895,0.27906976744186046,0.34615384615384615,0.07894736842105263,0.0,0.023255813953488372,0.05263157894736842,0.8,0.8,0.1724137931034483,0.20689655172413793,0.5862068965517241,0.20689655172413793,0.0,0.2765064102564102,0.3723589743589744,0.18181818181818182,0.21428571428571427,0.2776333333333333,0.36800000000000005,0.225,0.325,0.34782608695652173,0.22857142857142856,0.2857142857142857,0.35,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.3989615460041878,0.21722596187296514,0.3989615460041878,0.8,"{""novig"": {""1.5"": {""over"": 167}}, ""betmgm"": {""0.5"": {""over"": -155, ""under"": 115}}, ""bet365"": {""1.5"": {""over"": 220, ""under"": -320}}, ""pinnacle"": {""0.5"": {""over"": -132, ""under"": -100}}, ""fanduel"": {""1.5"": {""over"": 155}}}",1.5,over,bet365,220.0,0.3125,True,-0.0953,0.5,over,pinnacle,-132.0,0.5689655172413793,True,-0.17
669003,Garrett Mitchell,MIL,COL,1,5.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,0,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,L,4,3,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0.126,0.143,0,0,0,0,1,1,0.34545454545454546,0.3793103448275862,0.6909090909090909,0.29310344827586204,0.5,0.10909090909090909,0.0,0.10344827586206896,0.10909090909090909,1.6666666666666667,1.1333333333333333,0.4473684210526316,0.3684210526315789,0.47368421052631576,0.15789473684210525,0.05263157894736842,0.49656666666666666,0.7372611111111111,0.3684210526315789,0.25,0.3728000000000001,0.4697666666666668,0.34545454545454546,0.5636363636363636,0.2833333333333333,0.21568627450980393,0.29411764705882354,0.34545454545454546,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.6282293821447932,0.3525707193647922,0.6282293821447932,1.6666666666666667,"{""novig"": {""1.5"": {""over"": 115, ""under"": -130}}, ""bet365"": {""1.5"": {""over"": 110, ""under"": -150}}, ""betmgm"": {""1.5"": {""over"": 105, ""under"": -140}}, ""pinnacle"": {""1.5"": {""over"": 104, ""under"": -138}}, ""draftkings"": {""1.5"": {""over"": 108, ""under"": -143}}}",1.5,over,novig,115.0,0.46511627906976744,True,-0.1125,0.5,,,,,False,
694192,Jackson Chourio,MIL,COL,1,2.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,1,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,R,4,4,1,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0.2585,0.281,1,0,1,0,1,1,0.20754716981132076,0.288135593220339,0.6981132075471698,0.2711864406779661,0.2972972972972973,0.05660377358490566,0.0,0.05084745762711865,0.05660377358490566,0.9333333333333333,1.0666666666666667,0.4594594594594595,0.1891891891891892,0.43243243243243246,0.24324324324324326,0.0,0.30428444444444447,0.48348444444444444,0.17647058823529413,0.3181818181818182,0.36486666666666673,0.5138333333333334,0.2459016393442623,0.39344262295081966,0.3188405797101449,0.2909090909090909,0.4727272727272727,0.15625,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.6177907720861482,0.3814875928064816,0.6177907720861482,0.9333333333333333,"{""novig"": {""1.5"": {""over"": -122, ""under"": -100}}, ""bet365"": {""1.5"": {""over"": -130, ""under"": -105}}, ""betmgm"": {""1.5"": {""over"": -120, ""under"": -110}}, ""pinnacle"": {""1.5"": {""over"": -129, ""under"": -102}}, ""draftkings"": {""1.5"": {""over"": -125, ""under"": -106}}, ""fanduel"": {""1.5"": {""over"": -125}}}",1.5,over,betmgm,-120.0,0.5454545454545454,True,-0.164,0.5,,,,,False,
641343,Jake Bauers,MIL,COL,1,7.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,0,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,L,4,4,0,0,0,0,0,0,0,1,0,3,0,2,1,1,0,0.13333333333333333,0.13933333333333334,0,0,0,0,1,0,0.2,0.35714285714285715,0.5777777777777777,0.3392857142857143,0.2608695652173913,0.24444444444444444,0.05357142857142857,0.03571428571428571,0.1111111111111111,1.3333333333333333,1.2666666666666666,0.5,0.3076923076923077,0.2692307692307692,0.4230769230769231,0.0,0.39408333333333334,0.7974236111111112,0.07142857142857142,0.5294117647058824,0.39111111111111124,0.5151111111111107,0.1875,0.3333333333333333,0.3728813559322034,0.2222222222222222,0.5,0.22950819672131148,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.4933637461778289,0.31242211542112264,0.4933637461778289,1.3333333333333333,"{""novig"": {""1.5"": {""over"": 125, ""under"": -174}}, ""betmgm"": {""0.5"": {""over"": -165, ""under"": 125}}, ""bet365"": {""1.5"": {""over"": 155, ""under"": -210}}, ""pinnacle"": {""0.5"": {""over"": -154, ""under"": 116}}, ""fanduel"": {""1.5"": {""over"": 120}}}",1.5,over,bet365,155.0,0.39215686274509803,True,-0.0797,0.5,over,pinnacle,-154.0,0.6062992125984252,True,-0.1129
687401,Joey Ortiz,MIL,COL,1,8.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,1,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,R,4,3,3,1,1,0,1,0,0,0,6,3,0,3,1,2,0,0.46,0.6776666666666666,1,1,1,1,0,0,0.3333333333333333,0.38461538461538464,0.8541666666666666,0.1346153846153846,0.34210526315789475,0.25,0.057692307692307696,0.057692307692307696,0.125,1.8666666666666667,0.4666666666666667,0.3902439024390244,0.34146341463414637,0.4146341463414634,0.21951219512195122,0.04878048780487805,0.3618,0.56965,0.2857142857142857,0.23529411764705882,0.45439999999999997,0.6623499999999999,0.2708333333333333,0.5,0.18867924528301888,0.3333333333333333,0.38461538461538464,0.13953488372093023,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.5969171335387231,0.3360499403977664,0.5969171335387231,1.8666666666666667,"{""novig"": {""1.5"": {""over"": 147}}, ""bet365"": {""1.5"": {""over"": 180, ""under"": -240}}, ""betmgm"": {""1.5"": {""over"": 145, ""under"": -200}}, ""pinnacle"": {""0.5"": {""over"": -207, ""under"": 153}}}",1.5,over,bet365,180.0,0.35714285714285715,True,-0.0211,0.5,over,pinnacle,-207.0,0.6742671009771987,True,-0.0773
800325,Luis Lara,MIL,COL,1,6.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,1,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,R,3,3,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0.20533333333333337,0.255,0,0,0,0,0,0,0.24324324324324326,0.3488372093023256,0.7837837837837838,0.18181818181818182,0.2857142857142857,0.10810810810810811,0.022727272727272728,0.022727272727272728,0.05405405405405406,0.8666666666666667,0.5333333333333333,0.3793103448275862,0.27586206896551724,0.5172413793103449,0.1724137931034483,0.034482758620689655,0.32233333333333336,0.42018750000000005,0.2727272727272727,0.13333333333333333,0.32104166666666667,0.464125,0.275,0.375,0.2,,,,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.52920308545565,0.2711383905514953,0.52920308545565,0.8666666666666667,"{""novig"": {""1.5"": {""over"": 138}}, ""bet365"": {""1.5"": {""over"": 160, ""under"": -220}}, ""betmgm"": {""1.5"": {""over"": 140, ""under"": -190}}, ""pinnacle"": {""0.5"": {""over"": -196, ""under"": 145}}, ""draftkings"": {""1.5"": {""over"": 139, ""under"": -186}}}",1.5,over,bet365,160.0,0.38461538461538464,True,-0.1135,0.5,over,pinnacle,-196.0,0.6621621621621622,True,-0.133
661388,William Contreras,MIL,COL,1,4.0,1.0,608372,Tomoyuki Sugano,R,823759,4:10 PM ET,American Family Field,1,1,0.21317157712305027,2026-07-24,823759,0.0,1,96.2,95.7,110.9,R,4,4,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0.062,0.07866666666666666,0,0,0,0,1,0,0.15789473684210525,0.234375,0.8245614035087719,0.15625,0.1702127659574468,0.08771929824561403,0.015625,0.03125,0.05263157894736842,0.9333333333333333,0.6666666666666666,0.2708333333333333,0.1875,0.5208333333333334,0.22916666666666666,0.020833333333333332,0.25476666666666664,0.4897511904761904,0.125,0.15,0.28080666666666665,0.8226399999999998,0.15254237288135594,0.23728813559322035,0.16923076923076924,0.34545454545454546,0.4727272727272727,0.0967741935483871,0.8105726872246696,0.25,0.5507246376811594,0.2608695652173913,0.30434782608695654,0.3423913043478261,0.03804347826086957,9.50943396226415,1.5283018867924527,4.584905660377358,0.11946902654867257,0.6307871514421923,0.38746449273274236,0.6307871514421923,0.9333333333333333,"{""novig"": {""1.5"": {""over"": 106, ""under"": -130}}, ""bet365"": {""1.5"": {""over"": 100, ""under"": -135}}, ""betmgm"": {""1.5"": {""over"": -110, ""under"": -120}}, ""pinnacle"": {""1.5"": {""over"": 104, ""under"": -137}}, ""draftkings"": {""1.5"": {""over"": 101, ""under"": -134}}}",1.5,over,novig,106.0,0.4854368932038835,True,-0.098,0.5,,,,,False,
694249,Cole Carrigg,COL,MIL,0,3.0,1.0,675660,Shane Drohan,L,823759,4:10 PM ET,American Family Field,0,0,0.1986062717770035,2026-07-24,823759,0.0,1,96.2,95.7,110.9,L,4,4,0,0,0,0,0,0,0,2,0,2,0,2,1,1,0,0.3,0.35800000000000004,0,0,0,0,1,1,0.28125,0.35135135135135137,0.78125,0.1891891891891892,0.34615384615384615,0.0625,0.0,0.05405405405405406,0.0625,0.7333333333333333,0.4666666666666667,0.2692307692307692,0.34615384615384615,0.2692307692307692,0.38461538461538464,0.038461538461538464,0.4055151515151515,0.5466742424242423,0.46153846153846156,0.0,0.3905833333333334,0.5118958333333333,0.2826086956521739,0.41304347826086957,0.13559322033898305,0.3469387755102041,0.6326530612244898,0.21818181818181817,0.700507614213198,0.22285714285714286,0.430939226519337,0.18232044198895028,0.4057971014492754,0.2898550724637681,0.021739130434782608,8.6484375,1.0546875,8.6484375,0.22777777777777777,0.48373567092178776,0.3246465726970263,0.48373567092178776,0.7333333333333333,"{""betmgm"": {""0.5"": {""over"": -165, ""under"": 125}}, ""bet365"": {""1.5"": {""over"": 160, ""under"": -220}}, ""pinnacle"": {""0.5"": {""over"": -196, ""under"": 145}}}",1.5,over,bet365,160.0,0.38461538461538464,True,-0.06,0.5,over,betmgm,-165.0,0.6226415094339622,True,-0.1389
