player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Otto Lopez,MIA,R,George Kirby,R,MIA,SEA,H,mlb_schedule,0.1468941413569091,581,1,novig,1011,0.09000900090009001,0.0569,0.1188941413569091,0.1314432989690721,0.0541237113402061,0.8144329896907216,4.2,0.9991533513162836,84.5,88.5,0.0,0.0,1,85.0,2.0,DOME,6:40 PM ET,loanDepot Park,9.0,2.0,1,14.0,3.395,0.0125,0.3,0.1375,84.40014285714285,0.3192822222222222,0.4352855555555555,0.0087463556851311,0.2448979591836734,0.0116618075801749,3.81,0.8653846153846154,10.0,104.0,6,0,0,0.0,8,2,2026-07-08,823848,672640,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 1000}}"
Ben Williamson,TB,R,Gerrit Cole,R,TB,NYY,H,mlb_schedule,0.1149628503923452,770,1,draftkings,1400,0.06666666666666667,0.0483,0.0869628503923452,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,110.5,,,,0,,,CALM,6:40 PM ET,Tropicana Field,,7.0,1,10.0,4.378,0.0153846153846153,0.2307692307692307,0.123076923076923,84.02381481481481,0.3021777777777778,0.3939944444444443,0.0078125,0.19921875,0.01953125,,,,,0,0,0,,1,2,2026-07-08,822957,810938,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1400}, ""draftkings"": {""odds"": 1400}, ""fanduel"": {""odds"": 1300}}"
Jackson Holliday,BAL,L,Colin Rea,R,BAL,CHC,H,mlb_schedule,0.1577694631940593,534,1,bet365,800,0.1111111111111111,0.0467,0.1297694631940593,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,115.6,83.8,5.6,-2.097796923129108,0,93.0,26.0,2 MPH TOWARD HP,6:35 PM ET,Camden Yards,,9.0,1,10.0,4.461,0.0204081632653061,0.2857142857142857,0.1836734693877551,82.19711111111111,0.3486153846153846,0.5697820512820513,0.0231023102310231,0.2409240924092409,0.0297029702970297,,,,,10,2,0,0.2,4,1,2026-07-08,824815,702616,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 800}, ""betmgm"": {""odds"": 450}, ""fanduel"": {""odds"": 560}}"
J.P. Crawford,SEA,L,Tyler Phillips,R,MIA,MIA,A,mlb_schedule,0.1442004693015471,593,1,novig,900,0.1,0.0442,0.1162004693015471,0.2108626198083067,0.1533546325878594,0.6357827476038339,4.3,0.9870027878072137,91.5,88.5,0.0,0.0,1,85.0,2.0,DOME,6:40 PM ET,loanDepot Park,10.0,1.0,0,35.0,3.631,0.0,0.1976744186046511,0.1162790697674418,79.64320923520924,0.3575388888888889,0.4675055555555555,0.026595744680851,0.2872340425531915,0.026595744680851,,,,,0,0,0,,9,1,2026-07-08,823848,641487,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 870}}"
Alejandro Kirk,TOR,R,Logan Webb,R,SF,SF,A,mlb_schedule,0.1177802297770813,749,1,novig,1076,0.0850340136054421,0.0327,0.0897802297770813,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,91.7,65.6,18.3,12.94005409571382,0,94.0,1.0,13 MPH TOWARD OF,3:45 PM ET,Oracle Park,,7.0,1,11.0,3.174,0.0125,0.2125,0.1125,81.50550793650794,0.2836499999999999,0.3994833333333333,0.018348623853211,0.2629969418960244,0.0152905198776758,3.66,0.6749999999999999,7.0,93.33333333333331,4,4,0,1.0,3,0,2026-07-08,823202,672386,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 1000}, ""fanduel"": {""odds"": 1000}}"
Ernie Clement,TOR,R,Logan Webb,R,SF,SF,A,mlb_schedule,0.0924296620407868,982,1,bet365,1500,0.0625,0.0299,0.0644296620407868,0.096045197740113,0.0338983050847457,0.8700564971751412,4.3,0.99984542308002,91.7,65.6,18.3,12.94005409571382,0,94.0,1.0,13 MPH TOWARD OF,3:45 PM ET,Oracle Park,7.0,1.0,0,30.0,3.174,0.0,0.1325301204819277,0.180722891566265,81.21342857142857,0.2516766666666666,0.3324988888888889,0.018348623853211,0.2629969418960244,0.0152905198776758,3.66,0.6749999999999999,7.0,93.33333333333331,8,4,2,0.5,4,3,2026-07-08,823202,676391,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1500}, ""draftkings"": {""odds"": 1280}, ""fanduel"": {""odds"": 1200}}"
Cole Young,SEA,L,Tyler Phillips,R,MIA,MIA,A,mlb_schedule,0.1368796992252512,631,1,novig,809,0.11001100110011001,0.0269,0.1088796992252512,0.1808219178082191,0.084931506849315,0.7342465753424657,3.6,0.9915253078451325,91.5,88.5,0.0,0.0,1,85.0,2.0,DOME,6:40 PM ET,loanDepot Park,10.0,7.0,0,15.0,3.631,0.0,0.2705882352941176,0.1529411764705882,84.72650549450549,0.3326044444444445,0.4572555555555556,0.026595744680851,0.2872340425531915,0.026595744680851,,,,,0,0,0,,8,4,2026-07-08,823848,702284,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 750}, ""draftkings"": {""odds"": 620}, ""fanduel"": {""odds"": 630}}"
Blaze Alexander,BAL,R,Colin Rea,R,BAL,CHC,H,mlb_schedule,0.1318594348067949,658,1,bet365,850,0.10526315789473684,0.0266,0.1038594348067949,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,94.3,83.8,5.6,-2.097796923129108,0,93.0,26.0,2 MPH TOWARD HP,6:35 PM ET,Camden Yards,,8.0,1,17.0,4.461,0.0379746835443038,0.2784810126582278,0.1265822784810126,86.20783333333334,0.4763011111111111,0.7114544444444444,0.0231023102310231,0.2409240924092409,0.0297029702970297,,,,,0,0,0,,2,1,2026-07-08,824815,677942,"{""novig"": {""odds"": 733}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 500}, ""draftkings"": {""odds"": 572}, ""fanduel"": {""odds"": 600}}"
Mauricio Dubón,ATL,R,Jared Jones,R,PIT,PIT,A,mlb_schedule,0.1144359495340511,774,1,bet365,1000,0.09090909090909091,0.0235,0.0864359495340511,0.14,0.0771428571428571,0.7828571428571428,3.9,0.9974099530483085,76.9,87.3,6.2,-3.28549943824587,0,98.0,9.0,3 MPH TOWARD HP,6:40 PM ET,PNC Park,9.0,5.0,1,15.0,,0.0,0.2,0.0857142857142857,80.59475661375662,0.3403433333333333,0.4680288888888889,0.0240963855421686,0.2771084337349397,0.0321285140562249,,,,,0,0,0,,5,4,2026-07-08,823360,643289,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 825}, ""fanduel"": {""odds"": 800}}"
Kazuma Okamoto,TOR,R,Logan Webb,R,SF,SF,A,mlb_schedule,0.1589903832370701,529,1,fanduel,630,0.136986301369863,0.022,0.1309903832370701,0.3104395604395604,0.1043956043956044,0.5851648351648352,3.7,0.9614397726804538,91.7,65.6,18.3,12.94005409571382,0,94.0,1.0,13 MPH TOWARD OF,3:45 PM ET,Oracle Park,20.0,6.0,1,12.0,3.174,0.0394736842105263,0.2105263157894736,0.1578947368421052,82.74279365079364,0.4605535714285714,0.7654642857142857,0.018348623853211,0.2629969418960244,0.0152905198776758,3.66,0.6749999999999999,7.0,93.33333333333331,0,0,0,,15,5,2026-07-08,823202,672960,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 625}, ""betmgm"": {""odds"": 575}, ""fanduel"": {""odds"": 630}}"
