player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Sam Antonacci,CWS,L,Patrick Sandoval,L,CWS,BOS,H,mlb_schedule,0.1532261124634689,553,1,bet365,1200.0,0.0769230769230769,0.0763,0.1252261124634689,0.1517241379310344,0.1310344827586207,0.7172413793103448,3.7,0.990662326989714,103.4,86.1,9.5,8.538543439842087,0,92.0,21.0,9 MPH TOWARD OF,2:10 PM ET,Rate Field,,6.0,0,,,0.0229885057471264,0.2183908045977011,0.1264367816091954,83.41669841269842,0.4022388888888889,0.5944444444444444,0.013029315960912,0.2345276872964169,0.022801302931596,,,,,0,0,0,,5,0,2026-07-09,824577,803011,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1200}, ""betmgm"": {""odds"": 1000}, ""draftkings"": {""odds"": 970}, ""fanduel"": {""odds"": 900}}"
Kyle Karros,COL,R,Carson Whisenhunt,L,SF,SF,A,mlb_schedule,0.16628727413664599,501,1,betmgm,900.0,0.1,0.0663,0.138287274136646,0.2124183006535947,0.1372549019607843,0.6503267973856208,4.2,0.9878833691960603,91.7,69.3,18.2,14.14405649851687,0,97.0,2.0,14 MPH TOWARD OF,9:45 PM ET,Oracle Park,8.0,2.0,1,12.0,,0.0161290322580645,0.3548387096774194,0.1774193548387097,85.62196825396826,0.3810888888888888,0.5482944444444444,0.015267175572519,0.3053435114503817,0.0458015267175572,,,,,0,0,0,,7,1,2026-07-09,823201,691720,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 900}, ""draftkings"": {""odds"": 850}, ""fanduel"": {""odds"": 750}}"
William Contreras,MIL,R,Andre Pallante,R,STL,STL,A,mlb_schedule,0.1796575926269829,457,1,novig,770.0,0.1149425287356321,0.0647,0.1516575926269829,0.131367292225201,0.0938337801608579,0.7747989276139411,4.0,0.997427935726448,88.4,85.0,7.9,5.682784422675344,0,95.0,34.0,6 MPH TOWARD OF,7:45 PM ET,Busch Stadium,9.0,4.0,1,13.0,4.404,0.0140845070422535,0.3661971830985915,0.1971830985915492,87.50216666666667,0.4348988888888889,0.6796577777777778,0.0034129692832764,0.2252559726962457,0.0204778156996587,3.6,0.8526315789473684,9.0,95.0,28,6,2,0.214,10,2,2026-07-09,823034,661388,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 750}, ""betmgm"": {""odds"": 600}, ""fanduel"": {""odds"": 750}}"
Denzer Guzman,LAA,R,Nathan Eovaldi,R,TEX,TEX,A,mlb_schedule,0.15110282204773812,562,1,draftkings,1040.0,0.08771929824561403,0.0634,0.1231028220477381,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,86.4,,,,0,,,CALM,8:05 PM ET,Globe Life Field,,7.0,0,18.0,4.479,0.0224719101123595,0.2696629213483146,0.1573033707865168,82.82589153439153,0.3744345238095238,0.5373,0.0189873417721519,0.25,0.0379746835443038,4.02,1.6234177215189876,19.0,105.33333333333331,0,0,0,,1,3,2026-07-09,822877,694203,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 900}, ""betmgm"": {""odds"": 700}, ""draftkings"": {""odds"": 1040}, ""fanduel"": {""odds"": 900}}"
Tyler Callihan,PIT,L,Bryce Elder,R,PIT,ATL,H,mlb_schedule,0.1469709068129628,580,1,draftkings,900.0,0.1,0.047,0.1189709068129628,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,90.6,84.8,11.2,8.191161458134708,0,93.0,17.0,8 MPH TOWARD OF,12:35 PM ET,PNC Park,,7.0,1,,3.454,0.0153846153846153,0.2153846153846154,0.2,80.42139682539683,0.3599166666666666,0.5581136363636364,0.0130718954248366,0.2647058823529412,0.0261437908496732,4.01,1.0945945945945943,12.0,98.66666666666669,246,54,10,0.22,4,0,2026-07-09,823359,682997,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 750}, ""draftkings"": {""odds"": 900}, ""fanduel"": {""odds"": 870}}"
J.P. Crawford,SEA,L,Janson Junk,R,MIA,MIA,A,mlb_schedule,0.1469709068129628,580,1,fanduel,900.0,0.1,0.047,0.1189709068129628,0.2082018927444795,0.1514195583596214,0.6403785488958991,4.3,0.9876934581415036,91.5,87.9,0.0,0.0,1,82.0,2.0,DOME,6:40 PM ET,loanDepot Park,10.0,1.0,0,36.0,4.1,0.0,0.1976744186046511,0.1162790697674418,79.64320923520924,0.3575388888888889,0.4675055555555555,0.009090909090909,0.2575757575757575,0.0242424242424242,,,,,2,2,0,1.0,9,1,2026-07-09,823846,641487,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 900}}"
Jacob Wilson,ATH,R,Framber Valdez,L,DET,DET,A,mlb_schedule,0.1010549871541027,890,1,novig,1718.0,0.055005500550055,0.046,0.0730549871541027,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,104.4,87.3,11.9,5.216616646790022,0,95.0,38.0,5 MPH TOWARD OF,6:40 PM ET,Comerica Park,,5.0,1,20.0,4.091,0.0,0.173469387755102,0.1428571428571428,80.26534920634921,0.2804277777777778,0.3668944444444444,0.0133779264214046,0.2909698996655518,0.0234113712374581,4.29,0.9834437086092714,11.0,100.66666666666669,18,6,0,0.333,3,1,2026-07-09,824251,805779,"{""novig"": {""odds"": 1718}, ""bet365"": {""odds"": 1100}, ""draftkings"": {""odds"": 1260}, ""fanduel"": {""odds"": 1400}}"
Pete Crow-Armstrong,CHC,L,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.2587040969094351,287,1,draftkings,366.0,0.2145922746781116,0.0441,0.2307040969094351,0.255,0.13,0.615,4.3,0.983500106657472,115.6,88.8,15.7,14.93158730583391,0,94.0,54.0,15 MPH TOWARD OF,1:35 PM ET,Camden Yards,,1.0,0,,4.609,0.0222222222222222,0.3444444444444444,0.1666666666666666,81.89452645502644,0.5593155555555556,0.8822877777777778,0.0181268882175226,0.2447129909365558,0.0241691842900302,,,,,6,2,0,0.333,16,5,2026-07-09,824816,691718,"{""novig"": {""odds"": 365}, ""bet365"": {""odds"": 350}, ""draftkings"": {""odds"": 366}, ""fanduel"": {""odds"": 350}}"
Max Schuemann,NYY,R,Drew Rasmussen,R,TB,TB,A,mlb_schedule,0.1171292641466811,754,1,bet365,1250.0,0.074074074074074,0.0431,0.0891292641466812,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,110.5,95.2,0.0,0.0,1,89.0,6.0,DOME,1:10 PM ET,Tropicana Field,,7.0,1,,3.327,0.0,0.2448979591836734,0.2040816326530612,80.66380952380952,0.3692569444444444,0.5905347222222223,0.015625,0.2125,0.0125,2.78,1.0206185567010309,11.0,97.0,6,0,0,0.0,2,1,2026-07-09,822954,680474,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1250}, ""draftkings"": {""odds"": 1100}, ""fanduel"": {""odds"": 830}}"
Wade Meckler,LAA,L,Nathan Eovaldi,R,TEX,TEX,A,mlb_schedule,0.1144359495340511,774,1,bet365,1300.0,0.07142857142857142,0.043,0.0864359495340511,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,96.8,,,,0,,,CALM,8:05 PM ET,Globe Life Field,,9.0,0,40.0,4.479,0.0,0.1896551724137931,0.1206896551724138,84.47033333333334,0.2955,0.38635,0.0189873417721519,0.25,0.0379746835443038,4.02,1.6234177215189876,19.0,105.33333333333331,6,2,0,0.333,2,0,2026-07-09,822877,685133,"{""bet365"": {""odds"": 1300}, ""draftkings"": {""odds"": 980}, ""fanduel"": {""odds"": 900}}"
