player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Jake Mangum,PIT,L,Zack Wheeler,R,PHI,PHI,A,mlb_schedule,0.0782101281120485,1179,1,draftkings,1720.0,0.0549450549450549,0.0233,0.0502101281120485,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,118.3,97.0,10.2,9.644289471113032,0,84.0,9.0,10 MPH TOWARD OF,6:40 PM ET,Citizens Bank Park,,7.0,8.0,0,32.0,3.514,0.0,0.1395348837209302,0.0465116279069767,80.06799543049543,0.2740722222222222,0.3632444444444445,0.0189873417721519,0.2183544303797468,0.0253164556962025,,,,,4,0,0,0.0,1,0,2026-07-01,823446,663968,"{""bet365"": {""odds"": 1100}, ""betmgm"": {""odds"": 1250}, ""draftkings"": {""odds"": 1720}, ""fanduel"": {""odds"": 1400}}"
Cooper Pratt,MIL,R,Andrew Abbott,L,MIL,CIN,H,mlb_schedule,0.1227684417129175,715,1,fanduel,900.0,0.1,0.0228,0.0947684417129175,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,113.4,94.5,15.5,8.44190504273292,0,81.0,14.0,8 MPH TOWARD OF,8:10 PM ET,American Family Field,,8.0,,0,,4.747,0.0,0.2033898305084746,0.0338983050847457,83.93395238095239,0.3877803030303031,0.5374772727272727,0.0161290322580645,0.2419354838709677,0.0258064516129032,3.9,1.5,15.0,90.0,0,0,0,,0,0,2026-07-01,823767,806198,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 900}}"
Tyler Callihan,PIT,L,Zack Wheeler,R,PHI,PHI,A,mlb_schedule,0.1604372540081516,523,1,bet365,625.0,0.1379310344827586,0.0225,0.1324372540081516,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,118.3,97.0,10.2,9.644289471113032,0,84.0,9.0,10 MPH TOWARD OF,6:40 PM ET,Citizens Bank Park,,8.0,8.0,1,3.0,3.514,0.0153846153846153,0.2153846153846154,0.2,80.42139682539683,0.3599166666666666,0.5581136363636364,0.0189873417721519,0.2183544303797468,0.0253164556962025,,,,,0,0,0,,4,0,2026-07-01,823446,682997,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 625}, ""betmgm"": {""odds"": 450}, ""fanduel"": {""odds"": 560}}"
Michael Massey,KC,L,Shane McClanahan,L,KC,TB,H,mlb_schedule,0.1224654587277753,717,1,bet365,900.0,0.1,0.0225,0.0944654587277753,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,85.2,,,,0,,,CALM,7:40 PM ET,Kauffman Stadium,,9.0,10.5,0,14.0,2.933,0.0238095238095238,0.2619047619047619,0.1309523809523809,84.24660846560846,0.3327822222222222,0.4789422222222222,0.0,0.2352941176470588,0.0078431372549019,,,,,6,2,0,0.333,6,1,2026-07-01,824094,686681,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 900}, ""draftkings"": {""odds"": 780}, ""fanduel"": {""odds"": 600}}"
A.J. Ewing,NYM,L,Braydon Fisher,R,TOR,TOR,A,mlb_schedule,0.1172265710256592,753,1,novig,953.0,0.0949667616334283,0.0223,0.0892265710256592,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,108.2,97.0,12.3,12.253194786528471,0,100.0,16.0,12 MPH TOWARD OF,3:07 PM ET,Rogers Centre,,5.0,8.5,1,,3.383,0.0,0.2266666666666666,0.1466666666666666,82.7761904761905,0.3709555555555556,0.5151333333333333,0.0,0.2063492063492063,0.0476190476190476,,,,,0,0,0,,3,1,2026-07-01,822791,805999,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 950}, ""betmgm"": {""odds"": 650}, ""fanduel"": {""odds"": 900}}"
Gabriel Moreno,AZ,R,Trevor McDonald,R,AZ,SF,H,mlb_schedule,0.1122492128703021,791,1,novig,1011.0,0.09000900090009001,0.0222,0.0842492128703021,0.22,0.08,0.7000000000000001,4.0,0.9919,97.4,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,,4.0,9.5,0,17.0,3.51,0.0,0.2888888888888888,0.1222222222222222,84.58695238095238,0.37725,0.5315,0.0123456790123456,0.279835390946502,0.0205761316872428,,,,,2,0,0,0.0,6,2,2026-07-01,825064,672515,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 950}, ""draftkings"": {""odds"": 1000}, ""fanduel"": {""odds"": 1000}}"
Ryan Kreidler,MIN,R,Tatsuya Imai,R,HOU,HOU,A,mlb_schedule,0.1273021142643457,686,1,bet365,850.0,0.1052631578947368,0.022,0.0993021142643457,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,117.9,95.1,0.0,0.0,1,95.0,2.0,DOME,8:10 PM ET,Daikin Park,,7.0,8.5,1,3.0,5.255,0.0384615384615384,0.25,0.1923076923076923,84.38055555555555,0.3443928571428571,0.502375,0.018348623853211,0.2477064220183486,0.0275229357798165,,,,,0,0,0,,4,1,2026-07-01,824174,668952,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 650}, ""draftkings"": {""odds"": 760}, ""fanduel"": {""odds"": 680}}"
Joey Ortiz,MIL,R,Andrew Abbott,L,MIL,CIN,H,mlb_schedule,0.1118233395284361,794,1,novig,1011.0,0.09000900090009,0.0218,0.0838233395284362,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,113.4,94.5,15.5,8.44190504273292,0,81.0,14.0,8 MPH TOWARD OF,8:10 PM ET,American Family Field,,9.0,,0,50.0,4.747,0.0,0.2272727272727272,0.1363636363636363,83.84344444444444,0.3194177777777777,0.4178355555555555,0.0161290322580645,0.2419354838709677,0.0258064516129032,3.9,1.5,15.0,90.0,20,4,2,0.2,2,0,2026-07-01,823767,687401,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 650}, ""draftkings"": {""odds"": 840}, ""fanduel"": {""odds"": 900}}"
TJ Rumfield,COL,L,Max Meyer,R,COL,MIA,H,mlb_schedule,0.1515553146970365,560,1,draftkings,670.0,0.12987012987012986,0.0217,0.1235553146970365,0.142433234421365,0.115727002967359,0.7418397626112759,4.0,0.9955582162902892,113.9,90.6,17.5,-7.671495068808857,0,87.0,3.0,8 MPH TOWARD HP,8:40 PM ET,Coors Field,12.0,4.0,11.0,0,10.0,3.046,0.0129870129870129,0.1428571428571428,0.2597402597402597,79.8075634920635,0.3118055555555555,0.4174733333333333,0.0218978102189781,0.2773722627737226,0.0218978102189781,2.6,0.7422680412371134,8.0,97.0,4,0,0,0.0,12,0,2026-07-01,824337,681198,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 575}, ""betmgm"": {""odds"": 400}, ""draftkings"": {""odds"": 670}, ""fanduel"": {""odds"": 630}}"
Otto Lopez,MIA,R,Kyle Freeland,L,COL,COL,A,mlb_schedule,0.166160343557189,502,1,novig,590.0,0.14492753623188406,0.0212,0.138160343557189,0.1396648044692737,0.0558659217877094,0.8044692737430168,4.3,0.9991041721549856,99.3,90.6,17.5,-7.671495068808857,0,87.0,3.0,8 MPH TOWARD HP,8:40 PM ET,Coors Field,7.0,1.0,11.0,1,7.0,5.779,0.0125,0.3,0.1375,84.40014285714285,0.3192822222222222,0.4352855555555555,0.0207100591715976,0.3047337278106509,0.0384615384615384,,,,,16,2,0,0.125,6,2,2026-07-01,824337,672640,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 550}, ""betmgm"": {""odds"": 475}, ""draftkings"": {""odds"": 538}, ""fanduel"": {""odds"": 560}}"
Carson Benge,NYM,L,Braydon Fisher,R,TOR,TOR,A,mlb_schedule,0.1456223904757395,587,1,bet365,700.0,0.125,0.0206,0.1176223904757395,0.2212389380530973,0.079646017699115,0.6991150442477876,4.3,0.9942836075585444,108.2,97.0,12.3,12.253194786528471,0,100.0,16.0,12 MPH TOWARD OF,3:07 PM ET,Rogers Centre,,1.0,8.5,0,,3.383,0.0,0.2261904761904762,0.2261904761904762,84.69782539682541,0.3635088888888889,0.5056611111111111,0.0,0.2063492063492063,0.0476190476190476,,,,,0,0,0,,7,2,2026-07-01,822791,701807,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 500}, ""fanduel"": {""odds"": 630}}"
Chandler Simpson,TB,L,Seth Lugo,R,KC,KC,A,mlb_schedule,0.0585077657596759,1609,1,bet365,2500.0,0.0384615384615384,0.02,0.0305077657596759,0.1012658227848101,0.0569620253164556,0.8417721518987342,3.9,0.99924629153191,85.2,,,,0,,,CALM,7:40 PM ET,Kauffman Stadium,0.0,5.0,10.5,0,102.0,3.6,0.0,0.072463768115942,0.1159420289855072,76.49631746031746,0.2472845238095238,0.2965464285714286,0.0089820359281437,0.2754491017964072,0.0209580838323353,4.18,0.996309963099631,10.0,90.33333333333331,12,4,0,0.333,1,0,2026-07-01,824094,802415,"{""novig"": {""odds"": 1567}, ""bet365"": {""odds"": 2500}, ""betmgm"": {""odds"": 1850}, ""draftkings"": {""odds"": 1640}, ""fanduel"": {""odds"": 1400}}"
Willson Contreras,BOS,R,Brad Lord,R,BOS,WSH,H,mlb_schedule,0.1920491098052818,421,1,draftkings,481.0,0.1721170395869191,0.0199,0.1640491098052818,0.2611275964391691,0.1335311572700296,0.6053412462908012,4.0,0.9757402142889968,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,4.0,9.5,1,,3.745,0.0126582278481012,0.3670886075949367,0.1518987341772152,84.0703201058201,0.4039285714285714,0.6025297619047619,0.0166666666666666,0.275,0.025,,,,,2,0,0,0.0,13,5,2026-07-01,824740,575929,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 375}, ""betmgm"": {""odds"": 310}, ""pinnacle"": {""odds"": 408}, ""draftkings"": {""odds"": 481}, ""fanduel"": {""odds"": 420}}"
Jimmy Crooks,STL,L,Reynaldo López,R,ATL,ATL,A,mlb_schedule,0.1248750484821731,701,1,novig,852.0,0.1050420168067226,0.0198,0.0968750484821732,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,98.1,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,,9.0,9.0,0,20.0,4.879,0.0166666666666666,0.2666666666666666,0.1666666666666666,85.16157407407407,0.4417222222222222,0.6379777777777778,0.0092592592592592,0.2037037037037037,0.0185185185185185,,,,,0,0,0,,1,0,2026-07-01,824905,699625,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 600}, ""betmgm"": {""odds"": 650}, ""fanduel"": {""odds"": 830}}"
Amed Rosario,NYY,R,Troy Melton,R,NYY,DET,H,mlb_schedule,0.1619831660958686,517,1,bet365,600.0,0.1428571428571428,0.0191,0.1339831660958687,0.22,0.08,0.7000000000000001,4.0,0.9919,100.0,99.8,11.1,11.1,0,70.0,15.0,11 MPH TOWARD OF,1:35 PM ET,Yankee Stadium,,4.0,10.5,1,,3.729,0.0151515151515151,0.2878787878787879,0.1818181818181818,82.27822222222221,0.3233777777777778,0.44765,0.0180995475113122,0.2624434389140271,0.0361990950226244,,,,,2,0,0,0.0,4,4,2026-07-01,823530,642708,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 600}, ""draftkings"": {""odds"": 459}}"
Connor Wong,BOS,R,Brad Lord,R,BOS,WSH,H,mlb_schedule,0.1090025065724527,817,1,novig,1011.0,0.09000900090009,0.019,0.0810025065724528,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,9.0,9.5,1,,3.745,0.0,0.2586206896551724,0.1034482758620689,81.92227777777777,0.4447214285714286,0.5970500000000001,0.0166666666666666,0.275,0.025,,,,,2,0,0,0.0,0,1,2026-07-01,824740,657136,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 800}}"
Kyle Manzardo,CLE,L,MacKenzie Gore,L,CLE,TEX,H,mlb_schedule,0.1890801407142619,429,1,novig,488.0,0.1700680272108843,0.019,0.1610801407142619,0.3171641791044776,0.1194029850746268,0.5634328358208954,4.0,0.9636751130914132,106.3,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,4.0,7.5,0,,3.615,0.0285714285714285,0.2285714285714285,0.1571428571428571,85.3481746031746,0.3343,0.4906547619047619,0.0032786885245901,0.2524590163934426,0.0098360655737704,4.05,0.7912087912087913,8.0,91.0,0,0,0,,10,2,2026-07-01,824419,700932,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 390}, ""betmgm"": {""odds"": 425}, ""pinnacle"": {""odds"": 411}, ""fanduel"": {""odds"": 480}}"
Jake McCarthy,COL,L,Max Meyer,R,COL,MIA,H,mlb_schedule,0.1170742836676883,754,1,draftkings,920.0,0.09803921568627451,0.019,0.0890742836676883,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,113.9,90.6,17.5,-7.671495068808857,0,87.0,3.0,8 MPH TOWARD HP,8:40 PM ET,Coors Field,,1.0,11.0,1,5.0,3.046,0.0,0.1612903225806451,0.1182795698924731,79.18784126984127,0.3196,0.4132866666666667,0.0218978102189781,0.2773722627737226,0.0218978102189781,2.6,0.7422680412371134,8.0,97.0,6,0,0,0.0,6,0,2026-07-01,824337,664983,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 625}, ""draftkings"": {""odds"": 920}, ""fanduel"": {""odds"": 870}}"
Francisco Alvarez,NYM,R,Braydon Fisher,R,TOR,TOR,A,mlb_schedule,0.1437097928027659,596,1,bet365,700.0,0.125,0.0187,0.1157097928027659,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,106.3,97.0,12.3,12.253194786528471,0,100.0,16.0,12 MPH TOWARD OF,3:07 PM ET,Rogers Centre,,6.0,8.5,1,,3.383,0.0483870967741935,0.3225806451612903,0.1612903225806451,83.84611111111111,0.4824107142857142,0.7417964285714286,0.0,0.2063492063492063,0.0476190476190476,,,,,0,0,0,,7,2,2026-07-01,822791,682626,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 700}, ""draftkings"": {""odds"": 525}, ""fanduel"": {""odds"": 520}}"
Kahlil Watson,CLE,L,MacKenzie Gore,L,CLE,TEX,H,mlb_schedule,0.1435321341365358,597,1,bet365,700.0,0.125,0.0185,0.1155321341365358,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,106.3,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,7.0,7.5,1,,3.615,0.0909090909090909,0.4545454545454545,0.1818181818181818,85.15305555555555,0.3960104166666667,0.6226145833333333,0.0032786885245901,0.2524590163934426,0.0098360655737704,4.05,0.7912087912087913,8.0,91.0,0,0,0,,1,0,2026-07-01,824419,696135,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 630}}"
Victor Caratini,MIN,L,Tatsuya Imai,R,HOU,HOU,A,mlb_schedule,0.151677435929461,559,1,bet365,650.0,0.1333333333333333,0.0183,0.123677435929461,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,117.9,95.1,0.0,0.0,1,95.0,2.0,DOME,8:10 PM ET,Daikin Park,,6.0,8.5,1,8.0,5.255,0.0638297872340425,0.3191489361702128,0.2340425531914893,88.0652962962963,0.3735238095238095,0.5796785714285715,0.018348623853211,0.2477064220183486,0.0275229357798165,,,,,0,0,0,,7,2,2026-07-01,824174,605170,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 650}, ""betmgm"": {""odds"": 525}, ""draftkings"": {""odds"": 610}, ""fanduel"": {""odds"": 600}}"
Christian Koss,SF,R,Zac Gallen,R,AZ,AZ,A,mlb_schedule,0.0935398142494395,969,1,draftkings,1220.0,0.07575757575757576,0.0178,0.0655398142494395,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,97.4,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,,9.0,9.5,0,104.0,5.012,0.0,0.2,0.18,81.47571428571429,0.1761419270833333,0.2517708333333333,0.0165562913907284,0.2781456953642384,0.0331125827814569,6.15,1.563706563706564,15.0,86.33333333333333,0,0,0,,1,0,2026-07-01,825064,683766,"{""novig"": {""odds"": 1150}, ""draftkings"": {""odds"": 1220}, ""fanduel"": {""odds"": 900}}"
Ozzie Albies,ATL,R,Michael McGreevy,R,ATL,STL,H,mlb_schedule,0.1604803823374838,523,1,fanduel,600.0,0.1428571428571428,0.0176,0.1324803823374838,0.1123595505617977,0.0786516853932584,0.8089887640449438,4.2,0.9990440230038804,92.8,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,12.0,2.0,9.0,0,11.0,4.247,0.0,0.2407407407407407,0.2777777777777778,87.29287301587301,0.2845119047619048,0.3853154761904762,0.0134228187919463,0.285234899328859,0.0268456375838926,3.12,1.208955223880597,12.0,89.33333333333333,0,0,0,,6,6,2026-07-01,824905,645277,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 575}, ""betmgm"": {""odds"": 525}, ""fanduel"": {""odds"": 600}}"
Jorbit Vivas,WSH,L,Payton Tolle,L,BOS,BOS,A,mlb_schedule,0.0841157486178358,1089,1,bet365,1400.0,0.0666666666666666,0.0174,0.0561157486178358,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,80.8,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,7.0,9.5,1,,2.656,0.0161290322580645,0.2419354838709677,0.1451612903225806,81.36419047619047,0.3795366666666667,0.5246466666666667,0.0058309037900874,0.2069970845481049,0.0145772594752186,,,,,0,0,0,,3,0,2026-07-01,824740,678391,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 1400}, ""draftkings"": {""odds"": 1140}, ""fanduel"": {""odds"": 1200}}"
Kyle Higashioka,TEX,R,Joey Cantillo,L,CLE,CLE,A,mlb_schedule,0.1560752618700936,541,1,draftkings,620.0,0.1388888888888889,0.0172,0.1280752618700937,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,95.7,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,5.0,7.5,0,,5.01,0.0147058823529411,0.2352941176470588,0.1176470588235294,82.3497380952381,0.3523,0.5036499999999999,0.0144404332129963,0.2166064981949458,0.0252707581227436,3.87,1.255813953488372,12.0,86.0,4,0,0,0.0,3,2,2026-07-01,824419,543309,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 600}, ""draftkings"": {""odds"": 620}, ""fanduel"": {""odds"": 560}}"
Nate Eaton,BOS,R,Brad Lord,R,BOS,WSH,H,mlb_schedule,0.1062916119908772,841,1,bet365,1000.0,0.0909090909090909,0.0154,0.0782916119908773,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,7.0,9.5,1,,3.745,0.0,0.2830188679245283,0.1509433962264151,85.70988888888888,0.4514791666666666,0.72859375,0.0166666666666666,0.275,0.025,,,,,0,0,0,,1,0,2026-07-01,824740,681987,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 550}, ""draftkings"": {""odds"": 720}, ""fanduel"": {""odds"": 750}}"
Lars Nootbaar,STL,L,Reynaldo López,R,ATL,ATL,A,mlb_schedule,0.1632561338612829,513,1,bet365,575.0,0.1481481481481481,0.0151,0.1352561338612829,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,98.1,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,,5.0,9.0,0,20.0,4.879,0.0317460317460317,0.365079365079365,0.1428571428571428,88.28853968253969,0.4464377777777777,0.6777821428571429,0.0092592592592592,0.2037037037037037,0.0185185185185185,,,,,0,0,0,,1,1,2026-07-01,824905,663457,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 575}, ""fanduel"": {""odds"": 500}}"
Owen Caissie,MIA,L,Kyle Freeland,L,COL,COL,A,mlb_schedule,0.1577694631940593,534,1,bet365,600.0,0.14285714285714285,0.0149,0.1297694631940593,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,113.9,90.6,17.5,-7.671495068808857,0,87.0,3.0,8 MPH TOWARD HP,8:40 PM ET,Coors Field,,9.0,11.0,1,8.0,5.779,0.0566037735849056,0.3018867924528302,0.2452830188679245,85.73766666666667,0.490076923076923,0.7712371794871795,0.0207100591715976,0.3047337278106509,0.0384615384615384,,,,,4,2,0,0.5,10,0,2026-07-01,824337,683357,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 600}, ""draftkings"": {""odds"": 574}, ""fanduel"": {""odds"": 430}}"
Dillon Dingler,DET,R,Will Warren,R,NYY,NYY,A,mlb_schedule,0.2148376975779685,365,1,novig,400.0,0.2,0.0148,0.1868376975779685,0.2127659574468085,0.0881458966565349,0.6990881458966566,4.2,0.993551702797554,100.0,99.8,11.1,11.1,0,70.0,15.0,11 MPH TOWARD OF,1:35 PM ET,Yankee Stadium,,2.0,10.5,1,,3.246,0.0,0.2839506172839506,0.1234567901234567,85.8515,0.4492333333333332,0.6646055555555556,0.0066889632107023,0.217391304347826,0.0167224080267558,,,,,4,0,0,0.0,17,5,2026-07-01,823530,693307,"{""novig"": {""odds"": 400}, ""bet365"": {""odds"": 350}, ""betmgm"": {""odds"": 290}, ""pinnacle"": {""odds"": 373}, ""fanduel"": {""odds"": 390}}"
Mike Yastrzemski,ATL,L,Michael McGreevy,R,ATL,STL,H,mlb_schedule,0.1495619321710014,569,1,novig,641.0,0.1349527665317139,0.0146,0.1215619321710014,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,98.1,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,,8.0,9.0,1,12.0,4.247,0.0,0.3770491803278688,0.1475409836065573,86.95204761904762,0.3070654761904762,0.4271964285714285,0.0134228187919463,0.285234899328859,0.0268456375838926,3.12,1.208955223880597,12.0,89.33333333333333,4,0,0,0.0,6,0,2026-07-01,824905,573262,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 575}, ""pinnacle"": {""odds"": 604}, ""fanduel"": {""odds"": 600}}"
Yohendrick Piñango,TOR,L,Freddy Peralta,R,TOR,NYM,H,mlb_schedule,0.1253832738058258,698,1,bet365,800.0,0.1111111111111111,0.0143,0.0973832738058258,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,108.2,97.0,12.3,12.253194786528471,0,100.0,16.0,12 MPH TOWARD OF,3:07 PM ET,Rogers Centre,,6.0,8.5,1,,4.003,0.0394736842105263,0.3026315789473684,0.131578947368421,85.0587037037037,0.4412678571428571,0.6872738095238097,0.0194174757281553,0.2524271844660194,0.0258899676375404,4.53,1.1824817518248176,12.0,91.33333333333331,0,0,0,,4,1,2026-07-01,822791,682818,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 680}}"
Luis Arraez,SF,L,Zac Gallen,R,AZ,AZ,A,mlb_schedule,0.0787728856532515,1169,1,novig,1438.0,0.06501950585175553,0.0138,0.0507728856532515,0.036827195467422,0.0623229461756373,0.9008498583569404,4.3,0.999951687294613,84.1,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,4.0,1.0,9.5,0,14.0,5.012,0.0,0.1403508771929824,0.175438596491228,81.84032132682134,0.2623522222222222,0.3586377777777778,0.0165562913907284,0.2781456953642384,0.0331125827814569,6.15,1.563706563706564,15.0,86.33333333333333,40,12,0,0.3,3,1,2026-07-01,825064,650333,"{""novig"": {""odds"": 1438}, ""bet365"": {""odds"": 1250}, ""draftkings"": {""odds"": 1340}, ""fanduel"": {""odds"": 1300}}"
Bo Bichette,NYM,R,Braydon Fisher,R,TOR,TOR,A,mlb_schedule,0.14316262929412,599,1,draftkings,670.0,0.1298701298701298,0.0133,0.11516262929412,0.1866666666666666,0.064,0.7493333333333334,4.1,0.9965620781350544,106.3,97.0,12.3,12.253194786528471,0,100.0,16.0,12 MPH TOWARD OF,3:07 PM ET,Rogers Centre,,3.0,8.5,1,,3.383,0.0,0.2111111111111111,0.1333333333333333,81.23948677248677,0.4574222222222222,0.6698788888888889,0.0,0.2063492063492063,0.0476190476190476,,,,,0,0,0,,6,5,2026-07-01,822791,666182,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 650}, ""draftkings"": {""odds"": 670}, ""fanduel"": {""odds"": 630}}"
Ernie Clement,TOR,R,Freddy Peralta,R,TOR,NYM,H,mlb_schedule,0.1020388427762502,880,1,fanduel,1000.0,0.0909090909090909,0.0111,0.0740388427762503,0.0996978851963746,0.0362537764350453,0.8640483383685801,3.6,0.9992411004907272,106.3,97.0,12.3,12.253194786528471,0,100.0,16.0,12 MPH TOWARD OF,3:07 PM ET,Rogers Centre,,7.0,8.5,0,,4.003,0.0,0.1325301204819277,0.180722891566265,81.21342857142857,0.2516766666666666,0.3324988888888889,0.0194174757281553,0.2524271844660194,0.0258899676375404,4.53,1.1824817518248176,12.0,91.33333333333331,0,0,0,,4,3,2026-07-01,822791,676391,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 950}, ""betmgm"": {""odds"": 725}, ""fanduel"": {""odds"": 1000}}"
Henry Davis,PIT,R,Zack Wheeler,R,PHI,PHI,A,mlb_schedule,0.1555344311702864,543,1,novig,590.0,0.144927536231884,0.0106,0.1275344311702864,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,114.1,97.0,10.2,9.644289471113032,0,84.0,9.0,10 MPH TOWARD OF,6:40 PM ET,Citizens Bank Park,,9.0,8.0,1,6.0,3.514,0.0508474576271186,0.3389830508474576,0.1694915254237288,83.91244444444445,0.4788214285714285,0.7761071428571428,0.0189873417721519,0.2183544303797468,0.0253164556962025,,,,,10,0,0,0.0,6,1,2026-07-01,823446,680779,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 575}, ""fanduel"": {""odds"": 520}}"
Drew Millas,WSH,R,Payton Tolle,L,BOS,BOS,A,mlb_schedule,0.090567403414179,1004,1,novig,1150.0,0.08,0.0106,0.062567403414179,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,9.0,9.5,0,,2.656,0.0,0.173076923076923,0.1153846153846153,76.05333333333333,0.2810833333333333,0.3796547619047619,0.0058309037900874,0.2069970845481049,0.0145772594752186,,,,,0,0,0,,2,0,2026-07-01,824740,686452,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 950}, ""fanduel"": {""odds"": 1100}}"
