player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Matt Olson,ATL,L,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.2123493722817091,371,0,,,,,0.1843493722817091,0.2531418312387791,0.1059245960502693,0.6409335727109515,4.1,0.9849956674190367,105.1,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,36.0,3.0,1,5.0,1.908,0.05,0.45,0.425,92.02722222222224,0.5487222222222222,0.9122444444444444,0.075,1.75,0.841726618705036,13.0,139.0,4,0,0,0.0,24,14,2026-08-21,823746,621566
Jake Bauers,MIL,L,Chris Sale,L,MIL,ATL,H,mlb_schedule,0.2116243040461569,373,0,,,,,0.1836243040461569,0.2537960954446854,0.1540130151843818,0.5921908893709328,3.9,0.9697460556917539,105.1,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,22.0,5.0,0,12.0,2.88,0.048780487804878,0.5121951219512195,0.4146341463414634,92.61222222222224,0.46484,0.6870866666666667,0.0139860139860139,2.16,0.5581395348837209,8.0,129.0,0,0,0,,21,5,2026-08-21,823746,641343
Austin Riley,ATL,R,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.1804778656459761,454,0,,,,,0.1524778656459761,0.3169291338582677,0.0944881889763779,0.5885826771653544,3.5,0.9553327712868308,113.4,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,15.0,8.0,1,9.0,1.908,0.1290322580645161,0.5806451612903226,0.2580645161290322,95.29222222222224,0.5450333333333333,0.8594333333333334,0.075,1.75,0.841726618705036,13.0,139.0,6,2,0,0.333,13,4,2026-08-21,823746,663586
Brice Turang,MIL,L,Chris Sale,L,MIL,ATL,H,mlb_schedule,0.1798700306299104,456,0,,,,,0.1518700306299104,0.2476722532588454,0.1284916201117318,0.6238361266294227,4.2,0.9835341652807006,105.1,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,16.0,2.0,0,21.0,2.88,0.0,0.3902439024390244,0.2195121951219512,88.18833333333333,0.4500611111111111,0.6477666666666667,0.0139860139860139,2.16,0.5581395348837209,8.0,129.0,8,0,0,0.0,16,1,2026-08-21,823746,668930
Ronald Acuña Jr.,ATL,R,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.170076709407245,488,0,,,,,0.142076709407245,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,113.4,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,,1.0,1,6.0,1.908,0.0425531914893617,0.5319148936170213,0.2553191489361702,90.669,0.4937522222222222,0.7566644444444445,0.075,1.75,0.841726618705036,13.0,139.0,0,0,0,,9,4,2026-08-21,823746,660670
Jackson Chourio,MIL,R,Chris Sale,L,MIL,ATL,H,mlb_schedule,0.1634292752852501,512,0,,,,,0.1354292752852501,0.2429245283018868,0.0872641509433962,0.6698113207547169,4.3,0.9914753340410182,113.4,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,17.0,1.0,0,12.0,2.88,0.1351351351351351,0.6216216216216216,0.3513513513513513,91.15944444444445,0.4725277777777777,0.7400055555555555,0.0139860139860139,2.16,0.5581395348837209,8.0,129.0,24,10,0,0.417,13,5,2026-08-21,823746,694192
Drake Baldwin,ATL,L,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.1555446971685751,543,0,,,,,0.1275446971685751,0.203862660944206,0.1137339055793991,0.6824034334763949,4.2,0.9919113069601754,105.1,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,21.0,2.0,0,28.0,1.908,0.0,0.5510204081632653,0.2448979591836734,92.0847777777778,0.3377333333333333,0.4628544444444445,0.075,1.75,0.841726618705036,13.0,139.0,6,0,0,0.0,14,7,2026-08-21,823746,686948
William Contreras,MIL,R,Chris Sale,L,MIL,ATL,H,mlb_schedule,0.15095947792975262,562,0,,,,,0.1229594779297526,0.1394891944990176,0.1021611001964636,0.7583497053045187,4.1,0.9970415240080789,113.4,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,12.0,3.0,1,6.0,2.88,0.0666666666666666,0.4888888888888889,0.3333333333333333,92.2007777777778,0.3628355555555556,0.5797666666666667,0.0139860139860139,2.16,0.5581395348837209,8.0,129.0,18,8,0,0.444,12,3,2026-08-21,823746,661388
Gary Sánchez,MIL,R,Chris Sale,L,MIL,ATL,H,mlb_schedule,0.1501537507221117,566,0,,,,,0.1221537507221117,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,113.4,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,,6.0,1,9.0,2.88,0.0303030303030303,0.4242424242424242,0.303030303030303,91.85666666666664,0.3522666666666667,0.5047333333333334,0.0139860139860139,2.16,0.5581395348837209,8.0,129.0,58,12,0,0.207,6,5,2026-08-21,823746,596142
Andrew Vaughn,MIL,R,Chris Sale,L,MIL,ATL,H,mlb_schedule,0.1336473690021662,648,0,,,,,0.1056473690021662,0.22,0.08,0.7000000000000001,4.0,0.9919,113.4,78.2,9.6,6.547184256599985,0,96.0,54.0,7 MPH TOWARD OF,4:10 PM ET,American Family Field,,4.0,0,17.0,2.88,0.0,0.3939393939393939,0.1818181818181818,85.89722222222223,0.4200777777777778,0.6112277777777778,0.0139860139860139,2.16,0.5581395348837209,8.0,129.0,14,4,0,0.286,3,3,2026-08-21,823746,683734
