player_name,team_abbr,stand,pitcher_name,p_throws,home_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,season_hr,bat_order,game_total,recent_hr,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,game_date,game_id,batter
Otto Lopez,MIA,R,Zac Gallen,R,MIA,H,mlb_schedule,0.10340803061664185,867,1,prophetx,950.0,0.09523809523809523,0.0082,0.1035604496266444,0.1605839416058394,0.0510948905109489,0.7883211678832116,4.2,0.9985282121644696,84.5,,,,0,5.0,2.0,7.5,1,0.0117647058823529,0.2705882352941176,0.1411764705882353,83.73059884559885,0.3470777777777778,0.4872866666666667,0.0134680134680134,0.2794612794612794,0.0303030303030303,2026-06-09,823858,672640
Brooks Lee,MIN,R,Troy Melton,R,DET,A,mlb_schedule,0.11705674040048579,754,1,prophetx,810.0,0.10989010989010989,0.0072,0.1174102685284464,0.1821862348178137,0.068825910931174,0.7489878542510121,4.2,0.996988950520329,104.4,81.5,15.8,15.26162805536728,0,9.0,2.0,8.5,1,0.0217391304347826,0.3043478260869565,0.1956521739130435,87.7663888888889,0.2713154761904762,0.4136071428571429,0.0181818181818181,0.2727272727272727,0.0242424242424242,2026-06-09,824267,686797
Victor Caratini,MIN,L,Troy Melton,R,DET,A,mlb_schedule,0.10868270839725078,820,1,prophetx,880.0,0.10204081632653061,0.0066,0.1099608731056608,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,97.2,81.5,15.8,15.26162805536728,0,,6.0,8.5,1,0.0,0.2727272727272727,0.1363636363636363,84.33526984126983,0.3317569444444444,0.4602708333333332,0.0181818181818181,0.2727272727272727,0.0242424242424242,2026-06-09,824267,605170
Trevor Larnach,MIN,L,Troy Melton,R,DET,A,mlb_schedule,0.10609569429844425,843,1,betrivers,900.0,0.1,0.0061,0.1070739598431478,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,97.2,81.5,15.8,15.26162805536728,0,,5.0,8.5,0,0.0144927536231884,0.2463768115942029,0.1594202898550724,84.48009768009769,0.3614333333333333,0.4969333333333333,0.0181818181818181,0.2727272727272727,0.0242424242424242,2026-06-09,824267,663616
Ryan Waldschmidt,AZ,R,Max Meyer,R,MIA,A,mlb_schedule,0.08850601522448193,1030,1,prophetx,1100.0,0.08333333333333333,0.0052,0.0896818356660167,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,84.5,,,,0,,7.0,7.5,0,0.0,0.2586206896551724,0.1206896551724138,82.3398888888889,0.431547619047619,0.5729404761904762,0.0329670329670329,0.2600732600732601,0.0146520146520146,2026-06-09,823858,814439
Jarren Duran,BOS,L,Nick Martinez,R,TB,A,mlb_schedule,0.14178798583178623,605,1,prophetx,630.0,0.136986301369863,0.0048,0.1437601693017189,0.2889733840304182,0.0798479087452471,0.6311787072243346,4.3,0.9862814333099906,99.8,,,,0,10.0,1.0,7.5,1,0.0410958904109589,0.3150684931506849,0.136986301369863,85.23033333333333,0.4387111111111111,0.7063900000000001,0.016025641025641,0.2403846153846154,0.0096153846153846,2026-06-09,822969,680776
A.J. Ewing,NYM,L,Dustin May,R,NYM,H,mlb_schedule,0.08004089732611042,1149,1,prophetx,1200.0,0.07692307692307693,0.0031,0.0807789221115558,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,95.0,79.4,12.0,11.817693036146496,0,,5.0,7.5,0,0.0,0.2162162162162162,0.081081081081081,79.07133333333333,0.4052692307692308,0.5328974358974359,0.0130718954248366,0.284313725490196,0.0163398692810457,2026-06-09,823620,805999
Josh Naylor,SEA,L,Trevor Rogers,L,BAL,A,mlb_schedule,0.12072442387599859,728,1,betrivers,750.0,0.11764705882352941,0.0031,0.1210003161220928,0.1333333333333333,0.0851851851851851,0.7814814814814816,4.0,0.9977199047495394,115.6,83.4,8.4,-1.169054048064549,0,7.0,4.0,8.5,1,0.0,0.1728395061728395,0.1358024691358024,82.85887301587303,0.2588322222222222,0.3468411111111111,0.019047619047619,0.2412698412698412,0.0253968253968253,2026-06-09,824830,647304
Maikel Garcia,KC,R,Nathan Eovaldi,R,KC,H,mlb_schedule,0.07962260574964619,1156,1,prophetx,1200.0,0.07692307692307693,0.0027,0.0798139636163715,0.1439688715953307,0.0856031128404669,0.7704280155642024,4.1,0.9976024512747534,83.7,,,,0,3.0,3.0,9.5,0,0.0,0.2352941176470588,0.1058823529411764,84.20415945165945,0.283361111111111,0.3567211111111111,0.0165562913907284,0.2649006622516556,0.0364238410596026,2026-06-09,824105,672580
Bryson Stott,PHI,L,Dylan Cease,R,TOR,A,mlb_schedule,0.10145270195688627,886,1,novig,900.0,0.1,0.0015,0.1020177691659118,0.1741071428571428,0.0714285714285714,0.7544642857142858,3.7,0.9944610903213678,108.2,,,,0,6.0,6.0,7.0,0,0.0147058823529411,0.25,0.1911764705882352,84.75444444444445,0.3435388888888889,0.5159222222222223,0.0115830115830115,0.2084942084942085,0.0115830115830115,2026-06-09,822805,681082
Marcelo Mayer,BOS,L,Nick Martinez,R,TB,A,mlb_schedule,0.08477146284986538,1080,1,prophetx,1100.0,0.08333333333333333,0.0014,0.086209490862983,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,99.8,,,,0,,9.0,7.5,0,0.0151515151515151,0.2424242424242424,0.2121212121212121,83.50137037037037,0.1886944444444444,0.2443055555555555,0.016025641025641,0.2403846153846154,0.0096153846153846,2026-06-09,822969,691785
Edouard Julien,COL,L,Colin Rea,R,COL,H,mlb_schedule,0.1008170555426114,892,1,betrivers,900.0,0.1,0.0008,0.1025272743497007,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,113.9,92.2,21.7,8.47886548821724,0,,9.0,12.5,0,0.0158730158730158,0.2222222222222222,0.0793650793650793,84.67874603174603,0.4097111111111111,0.5302055555555555,0.0290322580645161,0.2612903225806451,0.0258064516129032,2026-06-09,824347,666397
Jackson Holliday,BAL,L,Logan Gilbert,R,BAL,H,mlb_schedule,0.10735421897208437,831,1,prophetx,820.0,0.10869565217391304,-0.0013,0.1087804416399134,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,115.6,83.4,8.4,-1.169054048064549,0,,7.0,8.5,0,0.0,0.217391304347826,0.1739130434782608,85.03340740740741,0.3198555555555555,0.4481944444444444,0.0129032258064516,0.2709677419354839,0.032258064516129,2026-06-09,824830,702616
