player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Chase Meidroth,CWS,R,Jacob Lopez,L,CWS,ATH,H,mlb_schedule,0.107638383021834,829,1,novig,1076,0.08503401360544217,0.0226,0.079638383021834,0.2368421052631578,0.1,0.6631578947368422,3.7,0.9821566012764054,91.0,76.0,11.0,-10.62518408917975,0,97.0,48.0,11 MPH TOWARD HP,7:40 PM ET,Rate Field,7.0,6.0,0,26.0,6.376,0.0,0.1688311688311688,0.0779220779220779,80.52143386243387,0.3239777777777777,0.4189611111111111,0.0142857142857142,0.2,0.0392857142857142,,,,,0,0,0,,6,2,2026-07-10,824575,805367,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 775}, ""fanduel"": {""odds"": 1060}}"
Yandy Díaz,TB,R,Luis Castillo,R,TB,SEA,H,mlb_schedule,0.14956193217100142,569,1,bet365,650,0.13333333333333333,0.0162,0.1215619321710014,0.1394736842105263,0.1210526315789473,0.7394736842105263,4.3,0.9969227564411245,110.5,,,,0,,,CALM,7:10 PM ET,Tropicana Field,13.0,1.0,0,32.0,4.182,0.0,0.2738095238095238,0.0833333333333333,82.86560317460318,0.3856,0.5064666666666667,0.01,0.28,0.0233333333333333,,,,,28,6,2,0.214,9,4,2026-07-10,822955,650490,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 630}}"
Chandler Simpson,TB,L,Luis Castillo,R,TB,SEA,H,mlb_schedule,0.047843257890425706,1990,1,bet365,3000,0.03225806451612903,0.0156,0.0198432578904257,0.0962099125364431,0.0524781341107871,0.8513119533527697,3.9,0.9994086064023295,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,0.0,5.0,0,111.0,4.182,0.0,0.072463768115942,0.1159420289855072,76.49631746031746,0.2472845238095238,0.2965464285714286,0.01,0.28,0.0233333333333333,,,,,10,0,0,0.0,1,0,2026-07-10,822955,802415,"{""novig"": {""odds"": 1718}, ""bet365"": {""odds"": 3000}, ""draftkings"": {""odds"": 1680}, ""fanduel"": {""odds"": 1500}}"
Jake Mangum,PIT,L,Brandon Sproat,R,PIT,MIL,H,mlb_schedule,0.0743872664422183,1244,1,novig,1567,0.059988002399520096,0.0144,0.0463872664422183,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,90.6,80.6,8.5,7.824291254345743,0,94.0,41.0,8 MPH TOWARD OF,6:40 PM ET,PNC Park,,1.0,0,41.0,5.637,0.0,0.1395348837209302,0.0465116279069767,80.06799543049543,0.2740722222222222,0.3632444444444445,0.017391304347826,0.2565217391304348,0.0391304347826087,,,,,0,0,0,,2,0,2026-07-10,823357,663968,"{""novig"": {""odds"": 1567}, ""bet365"": {""odds"": 1500}}"
Spencer Torkelson,DET,R,Aaron Nola,R,DET,PHI,H,mlb_schedule,0.1949309925101666,413,1,bet365,450,0.18181818181818182,0.0131,0.1669309925101666,0.325,0.1277777777777777,0.5472222222222223,4.0,0.9579718363602157,104.4,85.2,8.2,-3.8496668148443054,0,95.0,26.0,4 MPH TOWARD HP,6:40 PM ET,Comerica Park,15.0,4.0,1,12.0,4.206,0.0144927536231884,0.2318840579710145,0.1014492753623188,82.58788095238096,0.4707555555555556,0.7444666666666666,0.0136054421768707,0.2482993197278911,0.0374149659863945,,,,,6,0,0,0.0,15,2,2026-07-10,824252,679529,"{""novig"": {""odds"": 413}, ""bet365"": {""odds"": 450}, ""fanduel"": {""odds"": 440}}"
Kyle Teel,CWS,L,Jacob Lopez,L,CWS,ATH,H,mlb_schedule,0.1463303404184036,583,1,novig,641,0.1349527665317139,0.0114,0.1183303404184036,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,103.4,76.0,11.0,-10.62518408917975,0,97.0,48.0,11 MPH TOWARD HP,7:40 PM ET,Rate Field,,8.0,1,14.0,6.376,0.0136986301369863,0.2054794520547945,0.0684931506849315,81.55038888888889,0.3430129937083097,0.5267654761904762,0.0142857142857142,0.2,0.0392857142857142,,,,,0,0,0,,2,0,2026-07-10,824575,691019,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 575}, ""betmgm"": {""odds"": 600}, ""fanduel"": {""odds"": 560}}"
Brandon Lowe,PIT,L,Brandon Sproat,R,PIT,MIL,H,mlb_schedule,0.2088111360028981,379,1,novig,400,0.2,0.0088,0.1808111360028981,0.2615384615384615,0.1,0.6384615384615385,4.2,0.9860604445545866,90.6,80.6,8.5,7.824291254345743,0,94.0,41.0,8 MPH TOWARD OF,6:40 PM ET,PNC Park,21.0,2.0,1,13.0,5.637,0.0,0.2934782608695652,0.2391304347826087,87.02487325637325,0.42562,0.6769688888888888,0.017391304347826,0.2565217391304348,0.0391304347826087,,,,,0,0,0,,17,4,2026-07-10,823357,664040,"{""novig"": {""odds"": 400}, ""bet365"": {""odds"": 390}, ""betmgm"": {""odds"": 340}, ""fanduel"": {""odds"": 370}}"
Hunter Feduccia,TB,L,Luis Castillo,R,TB,SEA,H,mlb_schedule,0.0981994455192376,918,1,betmgm,1000,0.09090909090909091,0.0073,0.0701994455192376,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,,9.0,0,51.0,4.182,0.0153846153846153,0.2461538461538461,0.1846153846153846,84.22240476190476,0.4178076923076922,0.6553012820512821,0.01,0.28,0.0233333333333333,,,,,6,2,0,0.333,2,0,2026-07-10,822955,676439,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 900}, ""betmgm"": {""odds"": 1000}, ""fanduel"": {""odds"": 900}}"
Isaac Collins,KC,R,Brandon Young,R,BAL,BAL,A,mlb_schedule,0.1173856123342362,752,1,bet365,800,0.1111111111111111,0.0063,0.0893856123342362,0.2262295081967213,0.1442622950819672,0.6295081967213115,3.4,0.9658140814102787,94.3,85.6,8.6,8.131459750154125,0,97.0,24.0,8 MPH TOWARD OF,7:05 PM ET,Camden Yards,4.0,9.0,0,66.0,4.276,0.0204081632653061,0.3061224489795918,0.1224489795918367,85.00008658008659,0.3350333333333333,0.4367499999999999,0.0184049079754601,0.2392638036809816,0.0153374233128834,,,,,0,0,0,,2,2,2026-07-10,824817,686555,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 800}, ""draftkings"": {""odds"": 600}}"
Nasim Nuñez,WSH,R,Ryan Weathers,L,WSH,NYY,H,mlb_schedule,0.0698241850359635,1332,1,novig,1438,0.06501950585175553,0.0048,0.0418241850359635,0.2374581939799331,0.1103678929765886,0.6521739130434782,3.6,0.9776692276850039,92.4,,,,0,,,CALM,6:45 PM ET,Nationals Park,1.0,7.0,0,291.0,4.114,0.0,0.0909090909090909,0.0909090909090909,80.21533333333333,0.3516547619047619,0.4398690476190476,0.014388489208633,0.2589928057553957,0.0431654676258992,,,,,4,0,0,0.0,0,1,2026-07-10,822709,683083,"{""novig"": {""odds"": 1438}, ""bet365"": {""odds"": 1300}, ""draftkings"": {""odds"": 1400}, ""fanduel"": {""odds"": 1400}}"
J.P. Crawford,SEA,L,Nick Martinez,R,TB,TB,A,mlb_schedule,0.11482474865013,771,1,bet365,800,0.1111111111111111,0.0037,0.08682474865013,0.2111801242236025,0.1521739130434782,0.6366459627329193,4.3,0.9871347284550926,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,10.0,1.0,0,37.0,3.652,0.0,0.1976744186046511,0.1162790697674418,79.64320923520924,0.3575388888888889,0.4675055555555555,0.0093167701863354,0.2453416149068323,0.015527950310559,2.61,0.9,10.0,100.0,12,6,0,0.5,9,1,2026-07-10,822955,641487,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 800}, ""draftkings"": {""odds"": 750}, ""fanduel"": {""odds"": 750}}"
CJ Abrams,WSH,L,Ryan Weathers,L,WSH,NYY,H,mlb_schedule,0.141174607214766,608,1,bet365,625,0.13793103448275862,0.0032,0.113174607214766,0.2114882506527415,0.1148825065274151,0.6736292428198433,4.0,0.9886539431273019,93.0,,,,0,,,CALM,6:45 PM ET,Nationals Park,20.0,4.0,0,19.0,4.114,0.025,0.2375,0.15,83.90791534391535,0.2817277777777777,0.4190611111111111,0.014388489208633,0.2589928057553957,0.0431654676258992,,,,,12,4,0,0.333,17,3,2026-07-10,822709,682928,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 625}, ""betmgm"": {""odds"": 425}, ""draftkings"": {""odds"": 512}, ""fanduel"": {""odds"": 560}}"
Jared Triolo,PIT,R,Brandon Sproat,R,PIT,MIL,H,mlb_schedule,0.0771641542193055,1196,1,bet365,1250,0.07407407407407407,0.0031,0.0491641542193055,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,76.9,80.6,8.5,7.824291254345743,0,94.0,41.0,8 MPH TOWARD OF,6:40 PM ET,PNC Park,,8.0,0,292.0,5.637,0.0,0.2535211267605634,0.1126760563380281,82.3898253968254,0.2701833333333333,0.3498444444444444,0.017391304347826,0.2565217391304348,0.0391304347826087,,,,,0,0,0,,1,0,2026-07-10,823357,669707,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1250}, ""betmgm"": {""odds"": 1150}}"
Luis García Jr.,WSH,L,Ryan Weathers,L,WSH,NYY,H,mlb_schedule,0.1324645449451935,655,1,novig,669,0.13003901170351106,0.0024,0.1044645449451935,0.1498371335504886,0.0456026058631921,0.8045602605863191,3.5,0.9966997635078112,93.0,,,,0,,,CALM,6:45 PM ET,Nationals Park,20.0,8.0,1,12.0,4.114,0.0394736842105263,0.2368421052631578,0.1578947368421052,85.17223232323232,0.5119711111111112,0.8742788888888888,0.014388489208633,0.2589928057553957,0.0431654676258992,,,,,4,0,0,0.0,18,2,2026-07-10,822709,671277,"{""novig"": {""odds"": 669}}"
Cole Young,SEA,L,Nick Martinez,R,TB,TB,A,mlb_schedule,0.1171293099888411,754,1,novig,770,0.11494252873563218,0.0022,0.0891293099888411,0.1823056300268096,0.0857908847184986,0.7319034852546917,3.6,0.9912532199546862,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,10.0,7.0,0,17.0,3.652,0.0,0.2705882352941176,0.1529411764705882,84.72650549450549,0.3326044444444445,0.4572555555555556,0.0093167701863354,0.2453416149068323,0.015527950310559,2.61,0.9,10.0,100.0,0,0,0,,8,4,2026-07-10,822955,702284,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 700}, ""draftkings"": {""odds"": 750}, ""fanduel"": {""odds"": 680}}"
Luke Raley,SEA,L,Nick Martinez,R,TB,TB,A,mlb_schedule,0.1600147371141044,525,1,bet365,525,0.16,0.0,0.1320147371141044,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,,6.0,0,29.0,3.652,0.0142857142857142,0.2857142857142857,0.1428571428571428,84.93016931216931,0.4319038461538461,0.5930833333333333,0.0093167701863354,0.2453416149068323,0.015527950310559,2.61,0.9,10.0,100.0,8,0,0,0.0,16,0,2026-07-10,822955,670042,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 525}, ""fanduel"": {""odds"": 430}}"
Bobby Witt Jr.,KC,R,Brandon Young,R,BAL,BAL,A,mlb_schedule,0.2295467916801711,336,1,novig,335,0.22988505747126436,-0.0003,0.2015467916801711,0.1666666666666666,0.1025641025641025,0.7307692307692308,4.2,0.9959586756594446,94.3,85.6,8.6,8.131459750154125,0,97.0,24.0,8 MPH TOWARD OF,7:05 PM ET,Camden Yards,13.0,2.0,1,22.0,4.276,0.0246913580246913,0.3209876543209876,0.1358024691358024,86.42776190476191,0.3794744444444444,0.5416744444444445,0.0184049079754601,0.2392638036809816,0.0153374233128834,,,,,0,0,0,,10,3,2026-07-10,824817,677951,"{""novig"": {""odds"": 335}}"
Taylor Walls,TB,L,Luis Castillo,R,TB,SEA,H,mlb_schedule,0.0711781612978269,1305,1,bet365,1300,0.07142857142857142,-0.0003,0.0431781612978269,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,,7.0,0,348.0,4.182,0.048780487804878,0.1951219512195122,0.2195121951219512,81.32349206349205,0.3568571428571429,0.5155952380952381,0.01,0.28,0.0233333333333333,,,,,16,2,0,0.125,0,0,2026-07-10,822955,670764,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1300}, ""draftkings"": {""odds"": 1100}, ""fanduel"": {""odds"": 1100}}"
Zach McKinstry,DET,L,Aaron Nola,R,DET,PHI,H,mlb_schedule,0.0843666215545382,1085,1,novig,1076,0.08503401360544217,-0.0007,0.0563666215545382,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,97.2,85.2,8.2,-3.8496668148443054,0,95.0,26.0,4 MPH TOWARD HP,6:40 PM ET,Comerica Park,,7.0,1,12.0,4.206,0.0,0.1125,0.1375,80.63235209235208,0.29235,0.3826333333333333,0.0136054421768707,0.2482993197278911,0.0374149659863945,,,,,16,4,0,0.25,4,0,2026-07-10,824252,656716,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 950}}"
Josh Naylor,SEA,L,Nick Martinez,R,TB,TB,A,mlb_schedule,0.13076991434231192,665,1,bet365,650,0.13333333333333333,-0.0026,0.1027699143423119,0.125,0.0824468085106382,0.7925531914893618,3.9,0.9978326135432942,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,8.0,5.0,0,28.0,3.652,0.0,0.2727272727272727,0.1818181818181818,82.67965608465607,0.3272411111111111,0.4556144444444444,0.0093167701863354,0.2453416149068323,0.015527950310559,2.61,0.9,10.0,100.0,12,2,0,0.167,7,1,2026-07-10,822955,647304,"{""bet365"": {""odds"": 650}, ""betmgm"": {""odds"": 450}, ""fanduel"": {""odds"": 600}}"
Colson Montgomery,CWS,L,Jacob Lopez,L,CWS,ATH,H,mlb_schedule,0.21785999469860728,359,1,draftkings,352,0.22123893805309736,-0.0034,0.1898599946986073,0.3125,0.1059782608695652,0.5815217391304348,4.0,0.9693315654232559,103.4,76.0,11.0,-10.62518408917975,0,97.0,48.0,11 MPH TOWARD HP,7:40 PM ET,Rate Field,23.0,4.0,0,22.0,6.376,0.0441176470588235,0.2941176470588235,0.2058823529411764,79.97364935064935,0.5030320512820512,0.7649358974358974,0.0142857142857142,0.2,0.0392857142857142,,,,,0,0,0,,15,8,2026-07-10,824575,695657,"{""novig"": {""odds"": 326}, ""bet365"": {""odds"": 280}, ""pinnacle"": {""odds"": 270}, ""draftkings"": {""odds"": 352}, ""fanduel"": {""odds"": 340}}"
Edwin Arroyo,CIN,L,Shota Imanaga,L,CIN,CHC,H,mlb_schedule,0.0985926904631544,914,1,betmgm,875,0.10256410256410256,-0.004,0.0705926904631544,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,123.1,85.3,5.6,5.294904023356174,0,96.0,29.0,5 MPH TOWARD OF,7:10 PM ET,Great American Ball Park,,8.0,0,,4.929,0.0285714285714285,0.2285714285714285,0.0857142857142857,82.49555555555554,0.4183690476190476,0.5236904761904763,0.0304054054054054,0.2364864864864864,0.0472972972972973,4.28,1.8349514563106797,21.0,103.0,0,0,0,,0,0,2026-07-10,824493,695490,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 875}, ""draftkings"": {""odds"": 790}, ""fanduel"": {""odds"": 830}}"
Spencer Steer,CIN,R,Shota Imanaga,L,CIN,CHC,H,mlb_schedule,0.1852204156004189,440,1,novig,426,0.19011406844106463,-0.0049,0.1572204156004189,0.2289855072463768,0.1101449275362318,0.6608695652173914,4.1,0.9881285506652078,113.5,85.3,5.6,5.294904023356174,0,96.0,29.0,5 MPH TOWARD OF,7:10 PM ET,Great American Ball Park,14.0,3.0,1,16.0,4.929,0.0338983050847457,0.2203389830508474,0.1525423728813559,82.35801587301587,0.3628051282051282,0.5953897435897436,0.0304054054054054,0.2364864864864864,0.0472972972972973,4.28,1.8349514563106797,21.0,103.0,16,8,2,0.5,9,6,2026-07-10,824493,668715,"{""novig"": {""odds"": 426}, ""bet365"": {""odds"": 400}, ""pinnacle"": {""odds"": 410}, ""fanduel"": {""odds"": 350}}"
Miles Mastrobuoni,SEA,L,Nick Martinez,R,TB,TB,A,mlb_schedule,0.0614107394011498,1528,1,draftkings,1400,0.06666666666666667,-0.0053,0.0334107394011498,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,99.8,,,,0,,,CALM,7:10 PM ET,Tropicana Field,,8.0,0,413.0,3.652,0.0,0.1111111111111111,0.1333333333333333,73.24900000000001,0.2307272727272727,0.3105909090909091,0.0093167701863354,0.2453416149068323,0.015527950310559,2.61,0.9,10.0,100.0,0,0,0,,0,0,2026-07-10,822955,670156,"{""draftkings"": {""odds"": 1400}, ""fanduel"": {""odds"": 1100}}"
