player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Freddie Freeman,LAD,L,Cristopher Sánchez,L,PHI,PHI,A,mlb_schedule,0.1837079740530994,444,1,fanduel,800.0,0.1111111111111111,0.0726,0.1557079740530994,0.168646080760095,0.1235154394299287,0.7078384798099763,4.0,0.9927139514229402,118.3,84.7,8.3,6.9609657139470205,0,83.0,0.0,7 MPH TOWARD OF,7:10 PM ET,Citizens Bank Park,15.0,4.0,0,16.0,1.846,0.0,0.3695652173913043,0.2826086956521739,88.71688888888889,0.4103188888888888,0.6001488888888888,0.0449438202247191,2.62,0.8481675392670157,12.0,127.33333333333331,22,2,0,0.091,12,4,2026-07-20,823436,518692,"{""novig"": {""odds"": 700}, ""betmgm"": {""odds"": 475}, ""pinnacle"": {""odds"": 608}, ""draftkings"": {""odds"": 700}, ""fanduel"": {""odds"": 800}}"
Iván Herrera,STL,R,José Soriano,R,LAA,LAA,A,mlb_schedule,0.1518055176745427,559,1,novig,900.0,0.1,0.0518,0.1238055176745427,0.1594533029612756,0.1708428246013667,0.6697038724373576,4.2,0.9904633767838238,100.9,85.9,8.6,4.169362734118499,0,89.0,2.0,4 MPH TOWARD OF,10:10 PM ET,Angel Stadium,11.0,2.0,0,13.0,3.978,0.0,0.2608695652173913,0.217391304347826,85.79222222222221,0.2268277777777778,0.2990388888888889,0.0492957746478873,3.49,0.972972972972973,12.0,111.0,4,0,0,0.0,7,5,2026-07-20,824006,671056,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 900}, ""draftkings"": {""odds"": 840}, ""fanduel"": {""odds"": 900}}"
Ryan O'Hearn,PIT,L,Ryan Weathers,L,NYY,NYY,A,mlb_schedule,0.1751665547559047,471,1,draftkings,710.0,0.1234567901234567,0.0517,0.1471665547559047,0.21875,0.09375,0.6875,3.9,0.989286901831408,104.0,83.5,9.4,7.3051720376955265,0,75.0,0.0,7 MPH TOWARD OF,7:05 PM ET,Yankee Stadium,16.0,5.0,0,13.0,4.114,0.1,0.5,0.4,91.2038888888889,0.4241400000000001,0.6418522222222222,0.0671140939597315,,,,,0,0,0,,12,4,2026-07-20,823522,656811,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 650}, ""draftkings"": {""odds"": 710}, ""fanduel"": {""odds"": 560}}"
Sam Huff,BAL,R,Payton Tolle,L,BOS,BOS,A,mlb_schedule,0.1487588078988927,572,1,draftkings,920.0,0.0980392156862745,0.0507,0.1207588078988927,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,85.2,83.5,11.2,9.600273767863657,0,78.0,0.0,10 MPH TOWARD OF,7:10 PM ET,Fenway Park,,9.0,0,421.0,2.656,0.0434782608695652,0.4782608695652174,0.3043478260869565,89.56555555555556,0.3567477203647416,0.5143095238095238,0.0365853658536585,,,,,0,0,0,,0,0,2026-07-20,824736,669087,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 750}, ""betmgm"": {""odds"": 625}, ""draftkings"": {""odds"": 920}, ""fanduel"": {""odds"": 870}}"
Manny Machado,SD,R,Bryce Elder,R,ATL,ATL,A,mlb_schedule,0.2269501066297954,341,1,novig,456.0,0.1798561151079136,0.0471,0.1989501066297954,0.2178217821782178,0.1188118811881188,0.6633663366336634,4.1,0.9884828260208977,92.8,95.2,10.3,9.334970206477497,0,95.0,3.0,9 MPH TOWARD OF,7:15 PM ET,Truist Park,19.0,3.0,0,11.0,3.454,0.025,0.4,0.4,90.085,0.3710722222222222,0.5655944444444445,0.0558659217877094,4.12,1.3149350649350648,15.0,102.66666666666669,10,2,0,0.2,15,4,2026-07-20,824898,592518,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 350}, ""betmgm"": {""odds"": 325}, ""pinnacle"": {""odds"": 380}, ""fanduel"": {""odds"": 440}}"
Jake Bauers,MIL,L,Freddy Peralta,R,MIL,NYM,H,mlb_schedule,0.2469983790263022,305,1,bet365,400.0,0.2,0.047,0.2189983790263022,0.2681564245810056,0.1452513966480447,0.5865921787709498,3.6,0.9584124554121112,105.1,85.5,16.1,9.9121497527431,0,85.0,29.0,10 MPH TOWARD OF,7:40 PM ET,American Family Field,18.0,7.0,1,9.0,4.003,0.0256410256410256,0.4615384615384615,0.4102564102564102,90.11555555555556,0.5122111111111111,0.8102166666666667,0.0548780487804878,4.66,1.293929712460064,15.0,104.33333333333331,0,0,0,,19,3,2026-07-20,823762,641343,"{""novig"": {""odds"": 388}, ""bet365"": {""odds"": 400}, ""betmgm"": {""odds"": 360}, ""pinnacle"": {""odds"": 319}, ""fanduel"": {""odds"": 400}}"
JJ Wetherholt,STL,L,José Soriano,R,LAA,LAA,A,mlb_schedule,0.1708187298544199,485,1,fanduel,700.0,0.125,0.0458,0.1428187298544199,0.1560283687943262,0.1300236406619385,0.7139479905437353,4.3,0.9954004693984402,103.2,85.9,8.6,4.169362734118499,0,89.0,2.0,4 MPH TOWARD OF,10:10 PM ET,Angel Stadium,14.0,1.0,1,3.0,3.978,0.0612244897959183,0.4693877551020408,0.3061224489795918,88.93011111111112,0.35775,0.5349411111111111,0.0492957746478873,3.49,0.972972972972973,12.0,111.0,0,0,0,,11,3,2026-07-20,824006,802139,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 600}, ""betmgm"": {""odds"": 400}, ""draftkings"": {""odds"": 660}, ""fanduel"": {""odds"": 700}}"
Ke'Bryan Hayes,CIN,R,George Kirby,R,SEA,SEA,A,mlb_schedule,0.1165827053661538,758,1,bet365,1300.0,0.07142857142857142,0.0452,0.0885827053661538,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,103.4,,,,0,,,CALM,9:40 PM ET,T-Mobile Park,,9.0,0,77.0,3.395,0.0,0.3783783783783784,0.1891891891891892,91.25722222222224,0.3687222222222222,0.496,0.0327868852459016,3.76,0.9,11.0,110.0,6,2,2,0.333,1,1,2026-07-20,823112,663647,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1300}, ""betmgm"": {""odds"": 1150}, ""draftkings"": {""odds"": 1080}, ""fanduel"": {""odds"": 870}}"
Brooks Lee,MIN,R,Tanner Bibee,R,CLE,CLE,A,mlb_schedule,0.1695532470392755,490,1,draftkings,690.0,0.1265822784810126,0.043,0.1415532470392755,0.161038961038961,0.0779220779220779,0.761038961038961,3.6,0.994219338324152,95.7,84.0,9.8,8.027690034032121,0,83.0,1.0,8 MPH TOWARD OF,6:40 PM ET,Progressive Field,14.0,7.0,0,24.0,4.632,0.0,0.4,0.2333333333333333,90.33111111111111,0.3107333333333333,0.4186555555555555,0.0714285714285714,3.9,1.592920353982301,20.0,113.0,22,2,0,0.091,11,4,2026-07-20,824410,686797,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 600}, ""betmgm"": {""odds"": 450}, ""draftkings"": {""odds"": 690}, ""fanduel"": {""odds"": 680}}"
Mauricio Dubón,ATL,R,JP Sears,L,ATL,SD,H,mlb_schedule,0.13682160457105,631,1,novig,953.0,0.0949667616334283,0.0419,0.10882160457105,0.1450777202072538,0.0699481865284974,0.7849740932642487,3.7,0.996609873417012,92.8,95.2,10.3,9.334970206477497,0,95.0,3.0,9 MPH TOWARD OF,7:15 PM ET,Truist Park,10.0,6.0,1,9.0,,0.0,0.3529411764705882,0.2156862745098039,83.95755555555554,0.3267411111111111,0.4405466666666667,0.0866666666666666,,,,,40,12,2,0.3,6,4,2026-07-20,824898,643289,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 800}, ""betmgm"": {""odds"": 625}, ""fanduel"": {""odds"": 900}}"
