player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Jarren Duran,BOS,L,Ryan Johnson,R,BOS,LAA,H,mlb_schedule,0.201997694829189,395,0,,,,,0.173997694829189,0.2778761061946903,0.0725663716814159,0.6495575221238938,3.6,0.9770585812168238,80.8,81.2,13.5,6.750000000000002,0,93.0,20.0,7 MPH TOWARD OF,6:45 PM ET,Fenway Park,20.0,7.0,0,9.0,,0.024390243902439,0.4390243902439024,0.2439024390243902,90.17333333333332,0.3570777777777777,0.5276111111111111,0.0709219858156028,,,,,4,2,2,0.5,18,2,2026-09-09,824713,680776
Wilyer Abreu,BOS,L,Ryan Johnson,R,BOS,LAA,H,mlb_schedule,0.2015768194083136,396,0,,,,,0.1735768194083136,0.2032258064516129,0.1112903225806451,0.6854838709677419,4.1,0.9912836235299562,80.8,81.2,13.5,6.750000000000002,0,93.0,20.0,7 MPH TOWARD OF,6:45 PM ET,Fenway Park,23.0,3.0,0,11.0,,0.024390243902439,0.4146341463414634,0.3414634146341463,89.22444444444444,0.2921333333333333,0.444211111111111,0.0709219858156028,,,,,4,0,0,0.0,18,6,2026-09-09,824713,677800
Kazuma Okamoto,TOR,R,Brady Basso,L,ATH,ATH,A,mlb_schedule,0.1964186623675642,409,0,,,,,0.1684186623675642,0.2937062937062937,0.0979020979020979,0.6083916083916083,3.9,0.9741700979542044,113.3,101.5,7.6,-6.225555536596338,0,55.0,1.0,6 MPH TOWARD HP,3:05 PM ET,Sutter Health Park,30.0,5.0,0,10.0,,0.073170731707317,0.4634146341463415,0.3170731707317073,91.38044444444444,0.4527877777777778,0.6664088888888888,0.0377358490566037,,,,,0,0,0,,21,9,2026-09-09,824956,672960
James Wood,WSH,L,Walker Buehler,R,SD,SD,A,mlb_schedule,0.1957348006235919,411,0,,,,,0.1677348006235919,0.2829181494661921,0.1743772241992882,0.5427046263345197,4.3,0.9654183052191737,87.8,,,,0,,,CALM,4:10 PM ET,Petco Park,30.0,1.0,0,45.0,3.437,0.0,0.4772727272727273,0.1818181818181818,94.34566666666667,0.4018922222222222,0.5671999999999999,0.0533333333333333,,,,,6,0,0,0.0,21,9,2026-09-09,823251,695578
Julio Rodríguez,SEA,R,Cody Bradford,L,SEA,TEX,H,mlb_schedule,0.1847065043702594,441,0,,,,,0.1567065043702594,0.2264150943396226,0.0806174957118353,0.6929674099485421,3.9,0.9899995519699626,103.4,75.7,6.8,-6.795857623729851,0,91.0,2.0,7 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,20.0,5.0,0,16.0,,0.0238095238095238,0.4523809523809524,0.2142857142857142,90.90388888888889,0.3226744444444444,0.45478,0.0284090909090909,,,,,2,0,0,0.0,12,9,2026-09-09,823090,677594
Cal Raleigh,SEA,R,Cody Bradford,L,SEA,TEX,H,mlb_schedule,0.1790717586772087,458,0,,,,,0.1510717586772087,0.3100436681222707,0.1397379912663755,0.5502183406113538,4.0,0.9590732772493358,103.4,75.7,6.8,-6.795857623729851,0,91.0,2.0,7 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,21.0,4.0,1,5.0,,0.1034482758620689,0.6206896551724138,0.4827586206896552,94.45944444444444,0.6687,1.1375555555555554,0.0284090909090909,,,,,2,0,0,0.0,14,7,2026-09-09,823090,663728
Fernando Tatis Jr.,SD,R,Jackson Kent,L,SD,WSH,H,mlb_schedule,0.1728459278634802,479,0,,,,,0.1448459278634802,0.1844197138314785,0.0969793322734499,0.7186009538950716,4.3,0.9957136535563924,101.7,,,,0,,,CALM,4:10 PM ET,Petco Park,20.0,1.0,1,3.0,,0.0377358490566037,0.660377358490566,0.1698113207547169,91.95066666666668,0.4619533333333334,0.67578,0.0178571428571428,,,,,0,0,0,,12,8,2026-09-09,823251,665487
Dominic Canzone,SEA,L,Cody Bradford,L,SEA,TEX,H,mlb_schedule,0.1700572370268781,488,0,,,,,0.1420572370268781,0.2166301969365426,0.0984682713347921,0.6849015317286652,4.1,0.9912172646309431,99.6,75.7,6.8,-6.795857623729851,0,91.0,2.0,7 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,21.0,3.0,0,8.0,,0.0222222222222222,0.3777777777777777,0.2666666666666666,88.98533333333334,0.3986277777777777,0.5981944444444446,0.0284090909090909,,,,,0,0,0,,18,4,2026-09-09,823090,686527
Jake Burger,TEX,R,Kade Anderson,L,SEA,SEA,A,mlb_schedule,0.16495558144266909,506,0,,,,,0.1369555814426691,0.2690909090909091,0.0909090909090909,0.64,3.7,0.9771798101669357,103.4,75.7,6.8,-6.795857623729851,0,91.0,2.0,7 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,25.0,6.0,1,3.0,,0.0,0.4594594594594595,0.3243243243243243,92.18222222222222,0.5331444444444444,0.9032055555555556,,,,,,0,0,0,,15,11,2026-09-09,823090,669394
Randy Arozarena,SEA,R,Cody Bradford,L,SEA,TEX,H,mlb_schedule,0.1640750341126715,509,0,,,,,0.1360750341126715,0.2171717171717171,0.138047138047138,0.6447811447811448,4.2,0.9870555606998195,103.4,75.7,6.8,-6.795857623729851,0,91.0,2.0,7 MPH TOWARD HP,4:10 PM ET,T-Mobile Park,22.0,2.0,0,8.0,,0.075,0.275,0.35,89.10444444444444,0.32682,0.5022888888888889,0.0284090909090909,,,,,0,0,0,,17,7,2026-09-09,823090,668227
