batter,player_name,team_abbr,opp_team,is_home,bat_order,in_lineup,pitcher_id,pitcher_name,p_throws,game_id,game_time,stadium,stand_R,p_throws_R,opp_k_pct_15,game_date,game_pk,is_dome,wind_out,tb_park_factor,stand,pa,ab,h,doubles,triples,hr,bb,hbp,sf,k,tb,batted_balls,barrels,hard_hits,fly_balls,ground_balls,line_drives,avg_xba,avg_xslg,target_hit_1plus,target_hit_2plus,target_tb_1plus,target_tb_2plus,target_k_1plus,target_k_2plus,batting_avg_15,obp_15,contact_rate_15,k_rate_15,babip_15,iso_15,hr_rate_15,doubles_rate_15,avg_total_bases_15,avg_k_per_game_15,hard_hit_pct_15,line_drive_pct_15,gb_pct_15,fly_ball_pct_15,barrel_pct_15,xba_15,xslg_15,batting_avg_last_5,xslg_last_5,batting_avg_vs_R_15,slg_vs_R_15,k_rate_vs_R_15,batting_avg_vs_L_15,slg_vs_L_15,k_rate_vs_L_15,p_contact_rate_allowed_10,p_babip_allowed_10,p_slg_allowed_10,p_iso_allowed_10,p_gb_pct_10,p_fb_pct_10,p_barrel_pct_allowed_10,p_hits_per9_10,p_hr_per9_10,p_k_per9_10,p_k_rate_10,p_tb_1plus,p_tb_2plus,adj_prob,pred_total_bases,book_markets,primary_line,primary_side,primary_best_book,primary_best_odds,primary_book_implied,primary_has_line,primary_edge,secondary_line,secondary_side,secondary_best_book,secondary_best_odds,secondary_book_implied,secondary_has_line,secondary_edge
656555,Rhys Hoskins,CLE,PIT,1,,,683003.0,Jared Jones,R,824414,7:10 PM ET,,1,1,0.2591240875912409,2026-07-17,824414,0,0,95.8,R,4,4,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0.05,0.0625,0,0,0,0,1,1,0.1891891891891892,0.3333333333333333,0.5135135135135135,0.4,0.29411764705882354,0.1891891891891892,0.044444444444444446,0.022222222222222223,0.9333333333333333,1.2,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.10526315789473684,0.30655,0.6040166666666666,0.18181818181818182,1.161888888888889,0.18,0.38,0.3508771929824561,0.14285714285714285,0.22857142857142856,0.37209302325581395,0.643979057591623,0.24074074074074073,0.4911242603550296,0.21893491124260356,0.3983739837398374,0.2682926829268293,0.04878048780487805,9.779527559055119,1.4881889763779528,10.20472440944882,0.25263157894736843,0.5514612207372867,0.290294132760788,0.5514612207372867,0.9333333333333333,,0.5,,,,,False,,1.5,,,,,False,
680757,Steven Kwan,CLE,PIT,1,,,683003.0,Jared Jones,R,824414,7:10 PM ET,,0,1,0.2591240875912409,2026-07-17,824414,0,0,95.8,L,4,4,2,0,0,0,0,0,0,1,2,3,0,0,0,1,2,0.5456666666666666,0.624,1,1,1,1,1,0,0.27906976744186046,0.38,0.9302325581395349,0.058823529411764705,0.3,0.11627906976744186,0.0,0.0196078431372549,1.1333333333333333,0.2,0.0975609756097561,0.3170731707317073,0.43902439024390244,0.1951219512195122,0.0,0.29664999999999997,0.3565277777777778,0.23076923076923078,0.3367333333333332,0.22727272727272727,0.36363636363636365,0.057692307692307696,0.2391304347826087,0.2608695652173913,0.14285714285714285,0.643979057591623,0.24074074074074073,0.4911242603550296,0.21893491124260356,0.3983739837398374,0.2682926829268293,0.04878048780487805,9.779527559055119,1.4881889763779528,10.20472440944882,0.25263157894736843,0.6259373668881536,0.31009835567745675,0.6259373668881536,1.1333333333333333,"{""novig"": {""1.5"": {""over"": 174}}, ""betmgm"": {""0.5"": {""over"": -155, ""under"": 115}}, ""bet365"": {""1.5"": {""over"": 210, ""under"": -300}}, ""pinnacle"": {""0.5"": {""over"": -161, ""under"": 121}}}",0.5,over,betmgm,-155.0,0.6078431372549019,True,0.0181,1.5,under,bet365,-300.0,0.75,True,-0.0601
683953,Travis Bazzana,CLE,PIT,1,,,683003.0,Jared Jones,R,824414,7:10 PM ET,,0,1,0.2591240875912409,2026-07-17,824414,0,0,95.8,L,5,3,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0.1315,0.14900000000000002,0,0,0,0,1,0,0.16129032258064516,0.21739130434782608,0.6774193548387096,0.2898550724637681,0.22727272727272727,0.04838709677419355,0.0,0.043478260869565216,0.8666666666666667,1.3333333333333333,0.3181818181818182,0.20454545454545456,0.4318181818181818,0.22727272727272727,0.0,0.2117822222222222,0.2672911111111111,0.15,0.23950666666666667,0.19672131147540983,0.3442622950819672,0.2727272727272727,0.23214285714285715,0.3392857142857143,0.23076923076923078,0.643979057591623,0.24074074074074073,0.4911242603550296,0.21893491124260356,0.3983739837398374,0.2682926829268293,0.04878048780487805,9.779527559055119,1.4881889763779528,10.20472440944882,0.25263157894736843,0.633213915486458,0.3793839088546831,0.633213915486458,0.8666666666666667,"{""novig"": {""1.5"": {""over"": 130, ""under"": -170}}, ""bet365"": {""1.5"": {""over"": 155, ""under"": -210}}, ""betmgm"": {""1.5"": {""over"": 138, ""under"": -190}}, ""draftkings"": {""1.5"": {""over"": 128, ""under"": -171}}}",0.5,,,,,False,,1.5,under,novig,-170.0,0.6296296296296297,True,-0.009
695257,Billy Cook,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.161,0.186,0,0,0,0,1,0,0.16666666666666666,0.16666666666666666,0.6333333333333333,0.36666666666666664,0.2631578947368421,0.03333333333333333,0.0,0.03333333333333333,0.4,0.7333333333333333,0.15789473684210525,0.10526315789473684,0.3684210526315789,0.3157894736842105,0.0,0.20193939393939395,0.26107575757575757,0.2,0.20633333333333334,0.2,0.3333333333333333,0.16666666666666666,0.25,0.3055555555555556,0.3888888888888889,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.5291684171993508,0.29506041062347577,0.5291684171993508,0.4,,0.5,,,,,False,,1.5,,,,,False,
664040,Brandon Lowe,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,0,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,L,4,4,1,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0.157,0.21849999999999997,1,0,1,0,1,1,0.25,0.28169014084507044,0.640625,0.3194444444444444,0.3170731707317073,0.171875,0.041666666666666664,0.027777777777777776,1.8,1.5333333333333334,0.45454545454545453,0.22727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.3302888888888889,0.5703611111111112,0.3181818181818182,0.5359166666666667,0.26865671641791045,0.43283582089552236,0.2638888888888889,0.22807017543859648,0.38596491228070173,0.2857142857142857,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6482451422915667,0.40989151976535104,0.6482451422915667,1.8,"{""novig"": {""1.5"": {""over"": 135, ""under"": -167}}, ""bet365"": {""1.5"": {""over"": 140, ""under"": -190}}, ""betmgm"": {""1.5"": {""over"": 130, ""under"": -175}}, ""pinnacle"": {""0.5"": {""over"": -191, ""under"": 142}}, ""draftkings"": {""1.5"": {""over"": 131, ""under"": -174}}}",0.5,over,pinnacle,-191.0,0.6563573883161512,True,-0.0081,1.5,under,novig,-167.0,0.6254681647940075,True,-0.0354
668804,Bryan Reynolds,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,3,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0.914,1.07,1,0,1,0,1,0,0.2857142857142857,0.42857142857142855,0.75,0.2,0.3157894736842105,0.2857142857142857,0.05714285714285714,0.05714285714285714,1.0666666666666667,0.4666666666666667,0.42857142857142855,0.14285714285714285,0.47619047619047616,0.2857142857142857,0.09523809523809523,0.3309696969696969,0.5465227272727272,0.3333333333333333,0.38749999999999996,0.288135593220339,0.559322033898305,0.2535211267605634,0.2727272727272727,0.45454545454545453,0.19047619047619047,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.49457725142876746,0.26817319218811325,0.49457725142876746,1.0666666666666667,"{""novig"": {""1.5"": {""over"": 133, ""under"": -174}}, ""betmgm"": {""0.5"": {""over"": -185, ""under"": 135}}, ""bet365"": {""1.5"": {""over"": 140, ""under"": -190}}, ""pinnacle"": {""1.5"": {""over"": 144, ""under"": -194}}, ""draftkings"": {""1.5"": {""over"": 128, ""under"": -171}}}",0.5,under,betmgm,135.0,0.425531914893617,True,0.0799,1.5,under,draftkings,-171.0,0.6309963099630996,True,0.1008
699013,Esmerlyn Valdez,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,5,4,1,1,0,0,1,0,0,2,2,2,0,1,1,1,0,0.2985,0.34750000000000003,1,0,1,1,1,1,0.40350877192982454,0.46153846153846156,0.6666666666666666,0.2923076923076923,0.4838709677419355,0.5087719298245614,0.12307692307692308,0.046153846153846156,3.466666666666667,1.2666666666666666,0.48717948717948717,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.07692307692307693,0.38378333333333337,0.9277166666666667,0.3157894736842105,0.9828666666666667,0.2857142857142857,0.5535714285714286,0.36507936507936506,0.3333333333333333,0.875,0.3076923076923077,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6465817581650438,0.3698116361927841,0.6465817581650438,3.466666666666667,"{""novig"": {""1.5"": {""over"": 141, ""under"": -194}}, ""betmgm"": {""0.5"": {""over"": -155, ""under"": 115}}, ""bet365"": {""1.5"": {""over"": 155, ""under"": -210}}, ""pinnacle"": {""0.5"": {""over"": -179, ""under"": 133}}}",0.5,over,betmgm,-155.0,0.6078431372549019,True,0.0387,1.5,under,novig,-194.0,0.6598639455782312,True,-0.0297
680779,Henry Davis,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,4,4,2,0,0,1,0,0,0,1,5,3,0,2,1,1,1,0.4496666666666667,0.701,1,1,1,1,1,0,0.20512820512820512,0.3404255319148936,0.7692307692307693,0.19148936170212766,0.21428571428571427,0.20512820512820512,0.0425531914893617,0.0425531914893617,1.0666666666666667,0.6,0.43333333333333335,0.13333333333333333,0.36666666666666664,0.3,0.0,0.22763095238095238,0.3913452380952381,0.25,0.33283333333333326,0.2222222222222222,0.5333333333333333,0.2549019607843137,0.13636363636363635,0.13636363636363635,0.13043478260869565,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.5732604927877264,0.3174258617515313,0.5732604927877264,1.0666666666666667,"{""novig"": {""1.5"": {""over"": 212}}, ""betmgm"": {""0.5"": {""over"": -115, ""under"": -115}}, ""bet365"": {""1.5"": {""over"": 220, ""under"": -320}}, ""pinnacle"": {""0.5"": {""over"": -119, ""under"": -112}}}",0.5,over,betmgm,-115.0,0.5348837209302325,True,0.0384,1.5,under,bet365,-320.0,0.7619047619047619,True,-0.0793
694378,Jacob Gonzalez,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,0,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.234,0.277,0,0,0,0,0,0,0.29545454545454547,0.3404255319148936,0.8409090909090909,0.14583333333333334,0.3333333333333333,0.1590909090909091,0.020833333333333332,0.08333333333333333,1.3333333333333333,0.4666666666666667,0.4473684210526316,0.3157894736842105,0.39473684210526316,0.23684210526315788,0.0,0.3102243589743589,0.42565384615384616,0.18181818181818182,0.4678125,0.28888888888888886,0.4444444444444444,0.14285714285714285,0.125,0.125,0.36363636363636365,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6656322712558528,0.3855217254467747,0.6656322712558528,1.3333333333333333,"{""bet365"": {""1.5"": {""over"": 210, ""under"": -300}}, ""pinnacle"": {""0.5"": {""over"": -146, ""under"": 110}}}",0.5,over,pinnacle,-146.0,0.5934959349593496,True,0.0721,1.5,under,bet365,-300.0,0.75,True,-0.1355
663968,Jake Mangum,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,3,2,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0.0225,0.063,0,0,0,0,0,0,0.37142857142857144,0.4358974358974359,0.8857142857142857,0.10256410256410256,0.4,0.2,0.02564102564102564,0.05128205128205128,1.3333333333333333,0.26666666666666666,0.3225806451612903,0.1935483870967742,0.6451612903225806,0.12903225806451613,0.0,0.3245307692307692,0.42352564102564105,0.5454545454545454,0.563625,0.3387096774193548,0.45161290322580644,0.17647058823529413,0.28,0.32,0.23076923076923078,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6195156182401274,0.3266263398140465,0.6195156182401274,1.3333333333333333,"{""novig"": {""1.5"": {""over"": 130, ""under"": -163}}, ""bet365"": {""1.5"": {""over"": 140, ""under"": -190}}, ""betmgm"": {""1.5"": {""over"": 120, ""under"": -160}}, ""pinnacle"": {""1.5"": {""over"": 126, ""under"": -168}}, ""draftkings"": {""1.5"": {""over"": 124, ""under"": -166}}}",0.5,,,,,False,,1.5,under,betmgm,-160.0,0.6153846153846154,True,0.058
669707,Jared Triolo,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,5,5,3,1,0,0,0,0,0,0,4,5,0,2,0,2,3,0.4566,0.533,1,1,1,1,0,0,0.2,0.25925925925925924,0.8,0.18181818181818182,0.23076923076923078,0.14,0.01818181818181818,0.07272727272727272,1.1333333333333333,0.6666666666666666,0.375,0.3,0.575,0.125,0.0,0.2923095238095238,0.4477142857142857,0.058823529411764705,0.2591166666666666,0.22,0.34,0.15789473684210525,0.3181818181818182,0.4318181818181818,0.23404255319148937,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6134903764206282,0.3625830301429667,0.6134903764206282,1.1333333333333333,"{""novig"": {""1.5"": {""over"": 203}}, ""betmgm"": {""0.5"": {""over"": -140, ""under"": 105}}}",0.5,over,betmgm,-140.0,0.5833333333333334,True,0.0302,1.5,over,novig,203.0,0.33003300330033003,True,0.0326
542303,Marcell Ozuna,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,5,5,2,0,0,1,0,0,0,2,5,3,0,1,1,1,1,0.6743333333333333,1.3156666666666668,1,1,1,1,1,1,0.2549019607843137,0.3333333333333333,0.6078431372549019,0.3508771929824561,0.3793103448275862,0.11764705882352941,0.03508771929824561,0.0,1.2666666666666666,1.3333333333333333,0.3225806451612903,0.3870967741935484,0.3225806451612903,0.2903225806451613,0.06451612903225806,0.3628555555555556,0.6061777777777777,0.11764705882352941,0.3463999999999998,0.2037037037037037,0.3333333333333333,0.36363636363636365,0.23529411764705882,0.37254901960784315,0.3508771929824561,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6337240539526626,0.381758294282963,0.6337240539526626,1.2666666666666666,,0.5,,,,,False,,1.5,,,,,False,
693304,Nick Gonzales,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,5,5,2,1,0,0,0,0,0,1,3,4,0,0,0,1,2,0.3815,0.44825,1,1,1,1,1,0,0.36,0.49206349206349204,0.8,0.15873015873015872,0.4358974358974359,0.1,0.015873015873015872,0.031746031746031744,1.5333333333333334,0.6666666666666666,0.375,0.25,0.625,0.125,0.0,0.3188797619047619,0.41001785714285716,0.1875,0.38591,0.41509433962264153,0.5094339622641509,0.15151515151515152,0.24074074074074073,0.3148148148148148,0.1864406779661017,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.7003768877891917,0.38673581658026684,0.7003768877891917,1.5333333333333334,"{""novig"": {""1.5"": {""over"": 153, ""under"": -199}}, ""bet365"": {""1.5"": {""over"": 155, ""under"": -210}}, ""betmgm"": {""1.5"": {""over"": 150, ""under"": -200}}, ""pinnacle"": {""1.5"": {""over"": 161, ""under"": -219}}, ""draftkings"": {""1.5"": {""over"": 145, ""under"": -194}}}",0.5,,,,,False,,1.5,under,draftkings,-194.0,0.6598639455782312,True,-0.0466
804668,Rafael Flores Jr.,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,1,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,R,3,3,1,0,0,0,0,0,0,0,1,3,1,1,2,1,0,0.4386666666666667,0.7503333333333334,1,0,1,0,0,0,0.23076923076923078,0.3548387096774194,0.6538461538461539,0.2903225806451613,0.3125,0.23076923076923078,0.03225806451612903,0.0967741935483871,1.0,0.75,0.5294117647058824,0.11764705882352941,0.5882352941176471,0.29411764705882354,0.058823529411764705,0.4761190476190476,0.928,0.3,1.0575,0.16666666666666666,0.16666666666666666,0.25,0.25,0.625,0.3157894736842105,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.5172292310223344,0.2638631195077847,0.5172292310223344,1.0,,0.5,,,,,False,,1.5,,,,,False,
656811,Ryan O'Hearn,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,0,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,L,4,2,2,1,0,0,1,1,0,0,3,2,0,1,1,0,1,0.5585,1.0314999999999999,1,1,1,1,0,0,0.27586206896551724,0.35384615384615387,0.7586206896551724,0.21212121212121213,0.28205128205128205,0.27586206896551724,0.07575757575757576,0.015151515151515152,2.1333333333333333,0.9333333333333333,0.4772727272727273,0.20454545454545456,0.36363636363636365,0.38636363636363635,0.11363636363636363,0.3634871794871795,0.635226923076923,0.2631578947368421,0.717895833333333,0.3548387096774194,0.6612903225806451,0.16417910447761194,0.20408163265306123,0.42857142857142855,0.20754716981132076,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.6498975466053297,0.3964721874915423,0.6498975466053297,2.1333333333333333,"{""novig"": {""1.5"": {""over"": 147, ""under"": -194}}, ""betmgm"": {""0.5"": {""over"": -190, ""under"": 140}}, ""bet365"": {""1.5"": {""over"": 155, ""under"": -210}}, ""pinnacle"": {""0.5"": {""over"": -207, ""under"": 153}}, ""draftkings"": {""1.5"": {""over"": 146, ""under"": -196}}}",0.5,over,betmgm,-190.0,0.6551724137931034,True,-0.0053,1.5,under,novig,-194.0,0.6598639455782312,True,-0.0563
682997,Tyler Callihan,PIT,CLE,0,,,668909.0,Gavin Williams,R,824414,7:10 PM ET,,0,1,0.24177631578947367,2026-07-17,824414,0,0,95.8,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.006,0.006,0,0,0,0,0,0,0.2,0.24489795918367346,0.6222222222222222,0.3469387755102041,0.2857142857142857,0.13333333333333333,0.02040816326530612,0.02040816326530612,1.0,1.1333333333333333,0.27586206896551724,0.3103448275862069,0.27586206896551724,0.3103448275862069,0.0,0.36396666666666666,0.5004621212121212,0.2777777777777778,0.4713,0.2,0.3333333333333333,0.3469387755102041,,,,0.6624472573839663,0.23333333333333334,0.43577981651376146,0.1743119266055046,0.4713375796178344,0.21656050955414013,0.012738853503184714,9.0,1.263157894736842,9.947368421052632,0.2669491525423729,0.5967423105288795,0.33077797560565775,0.5967423105288795,1.0,"{""novig"": {""1.5"": {""over"": 163}}, ""betmgm"": {""0.5"": {""over"": -130, ""under"": -105}}, ""bet365"": {""1.5"": {""over"": 205, ""under"": -290}}, ""pinnacle"": {""0.5"": {""over"": -132, ""under"": -101}}}",0.5,over,betmgm,-130.0,0.5652173913043478,True,0.0315,1.5,under,bet365,-290.0,0.7435897435897436,True,-0.0744
663586,Austin Riley,ATL,TEX,1,,,615698.0,Cal Quantrill,R,824901,7:15 PM ET,,1,1,0.22144112478031636,2026-07-17,824901,0,0,98.4,R,5,3,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0.06566666666666666,0.13733333333333334,0,0,0,0,0,0,0.18181818181818182,0.23728813559322035,0.6363636363636364,0.3389830508474576,0.2647058823529412,0.07272727272727272,0.01694915254237288,0.01694915254237288,0.9333333333333333,1.3333333333333333,0.2571428571428571,0.2571428571428571,0.37142857142857144,0.2857142857142857,0.02857142857142857,0.24035555555555554,0.3655722222222222,0.2222222222222222,0.3596333333333333,0.24074074074074073,0.25925925925925924,0.3620689655172414,0.16363636363636364,0.21818181818181817,0.3870967741935484,0.7555555555555555,0.19230769230769232,0.3902439024390244,0.15853658536585366,0.3382352941176471,0.3382352941176471,0.07352941176470588,8.142857142857142,1.7142857142857142,6.0,0.15555555555555556,0.6202788403758588,0.33886492999311074,0.6202788403758588,0.9333333333333333,"{""novig"": {""1.5"": {""over"": 130}}, ""bet365"": {""1.5"": {""over"": 160, ""under"": -220}}, ""betmgm"": {""1.5"": {""over"": 130, ""under"": -175}}, ""pinnacle"": {""0.5"": {""over"": -186, ""under"": 138}}}",0.5,over,pinnacle,-186.0,0.6503496503496503,True,-0.0301,1.5,under,betmgm,-175.0,0.6363636363636364,True,0.0248
676551,Brewer Hicklen,ATL,TEX,1,,,615698.0,Cal Quantrill,R,824901,7:15 PM ET,,1,1,0.22144112478031636,2026-07-17,824901,0,0,98.4,R,4,4,2,1,0,0,0,0,0,1,3,3,0,2,0,2,1,0.506,0.6363333333333334,1,1,1,1,1,0,0.2,0.3103448275862069,0.48,0.4482758620689655,0.4166666666666667,0.08,0.0,0.0,0.4666666666666667,0.8666666666666667,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.0,,,0.16666666666666666,0.49574999999999997,0.29411764705882354,0.47058823529411764,0.25,0.08333333333333333,0.25,0.75,0.7555555555555555,0.19230769230769232,0.3902439024390244,0.15853658536585366,0.3382352941176471,0.3382352941176471,0.07352941176470588,8.142857142857142,1.7142857142857142,6.0,0.15555555555555556,0.4636252717661476,0.2185077716053391,0.4636252717661476,0.4666666666666667,"{""novig"": {""1.5"": {""over"": 174}}, ""betmgm"": {""0.5"": {""over"": -155, ""under"": 115}}, ""bet365"": {""1.5"": {""over"": 205, ""under"": -290}}, ""pinnacle"": {""0.5"": {""over"": -150, ""under"": 113}}}",0.5,under,betmgm,115.0,0.46511627906976744,True,0.0713,1.5,under,bet365,-290.0,0.7435897435897436,True,0.0379
642086,Dominic Smith,ATL,TEX,1,,,615698.0,Cal Quantrill,R,824901,7:15 PM ET,,0,1,0.22144112478031636,2026-07-17,824901,0,0,98.4,L,2,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.006,0.01,0,0,0,0,0,0,0.1951219512195122,0.2826086956521739,0.8292682926829268,0.15217391304347827,0.23529411764705882,0.024390243902439025,0.0,0.021739130434782608,0.6,0.4666666666666667,0.35294117647058826,0.20588235294117646,0.5588235294117647,0.14705882352941177,0.0,0.2583525641025641,0.34040384615384617,0.16666666666666666,0.3903541666666668,0.175,0.2,0.15217391304347827,0.25,0.4,0.2,0.7555555555555555,0.19230769230769232,0.3902439024390244,0.15853658536585366,0.3382352941176471,0.3382352941176471,0.07352941176470588,8.142857142857142,1.7142857142857142,6.0,0.15555555555555556,0.4966590918675493,0.2678065714948113,0.4966590918675493,0.6,"{""novig"": {""1.5"": {""over"": 144}}, ""bet365"": {""1.5"": {""over"": 180, ""under"": -240}}, ""betmgm"": {""1.5"": {""over"": 145, ""under"": -200}}, ""pinnacle"": {""0.5"": {""over"": -177, ""under"": 132}}}",0.5,under,pinnacle,132.0,0.43103448275862066,True,0.0723,1.5,under,betmgm,-200.0,0.6666666666666666,True,0.0655
686948,Drake Baldwin,ATL,TEX,1,,,615698.0,Cal Quantrill,R,824901,7:15 PM ET,,0,1,0.22144112478031636,2026-07-17,824901,0,0,98.4,L,5,3,1,0,0,0,2,0,0,0,1,3,0,2,2,0,1,0.5846666666666667,1.2363333333333333,1,0,1,0,0,0,0.19642857142857142,0.3076923076923077,0.8571428571428571,0.12307692307692308,0.2127659574468085,0.05357142857142857,0.015384615384615385,0.0,0.9333333333333333,0.5333333333333333,0.5,0.22916666666666666,0.4583333333333333,0.25,0.041666666666666664,0.3318111111111111,0.47273333333333334,0.23529411764705882,0.49938333333333346,0.17307692307692307,0.23076923076923078,0.25,0.20967741935483872,0.45161290322580644,0.27941176470588236,0.7555555555555555,0.19230769230769232,0.3902439024390244,0.15853658536585366,0.3382352941176471,0.3382352941176471,0.07352941176470588,8.142857142857142,1.7142857142857142,6.0,0.15555555555555556,0.6054377992583609,0.3501291457471834,0.6054377992583609,0.9333333333333333,"{""novig"": {""1.5"": {""over"": -100, ""under"": -125}}, ""bet365"": {""1.5"": {""over"": -105, ""under"": -130}}, ""betmgm"": {""1.5"": {""over"": 105, ""under"": -140}}, ""pinnacle"": {""1.5"": {""over"": -104, ""under"": -128}}, ""draftkings"": {""1.5"": {""over"": -105, ""under"": -126}}}",0.5,,,,,False,,1.5,under,novig,-125.0,0.5555555555555556,True,0.0943
642201,Eli White,ATL,TEX,1,,,615698.0,Cal Quantrill,R,824901,7:15 PM ET,,1,1,0.22144112478031636,2026-07-17,824901,0,0,98.4,R,3,2,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0.726,0.787,1,0,1,0,1,0,0.25,0.2857142857142857,0.7,0.2857142857142857,0.3076923076923077,0.225,0.047619047619047616,0.07142857142857142,1.2666666666666666,0.8,0.2857142857142857,0.17857142857142858,0.5357142857142857,0.2857142857142857,0.0,0.2473263888888889,0.3566944444444444,0.2727272727272727,0.26711111111111113,0.2571428571428571,0.37142857142857144,0.2,0.25,0.5,0.20512820512820512,0.7555555555555555,0.19230769230769232,0.3902439024390244,0.15853658536585366,0.3382352941176471,0.3382352941176471,0.07352941176470588,8.142857142857142,1.7142857142857142,6.0,0.15555555555555556,0.574775954969065,0.3238616792214702,0.574775954969065,1.2666666666666666,,0.5,,,,,False,,1.5,,,,,False,
