player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Jake Bauers,MIL,L,Kyle Freeland,L,MIL,COL,H,mlb_schedule,0.2642085483655647,278,1,bet365,475,0.1739130434782608,0.0903,0.2362085483655647,0.2693333333333333,0.144,0.5866666666666667,3.9,0.9681160823525378,105.1,84.5,9.6,8.476296891445699,0,93.0,13.0,8 MPH TOWARD OF,2:10 PM ET,American Family Field,18.0,5.0,1,15.0,5.779,0.0256410256410256,0.4615384615384615,0.4102564102564102,90.11555555555556,0.5122111111111111,0.8102166666666667,0.0529100529100529,,,,,4,2,0,0.5,19,3,2026-07-26,823755,641343,"{""novig"": {""odds"": 388}, ""bet365"": {""odds"": 475}, ""fanduel"": {""odds"": 360}}"
Ben Rice,NYY,L,Cristopher Sánchez,L,PHI,PHI,A,mlb_schedule,0.2144126744326546,366,1,fanduel,630,0.136986301369863,0.0774,0.1864126744326546,0.243498817966903,0.1229314420803782,0.6335697399527187,4.2,0.9852509655732682,118.3,84.1,8.9,8.764789001808651,0,84.0,4.0,9 MPH TOWARD OF,7:20 PM ET,Citizens Bank Park,30.0,2.0,1,16.0,1.846,0.15,0.575,0.4,95.47833333333332,0.5634333333333333,0.9205944444444444,0.0449438202247191,2.65,0.8140703517587939,12.0,132.66666666666666,0,0,0,,23,8,2026-07-26,823433,700250,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 475}, ""draftkings"": {""odds"": 461}, ""fanduel"": {""odds"": 450}}"
Kyle Karros,COL,R,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.1635360116182351,511,1,fanduel,1000,0.0909090909090909,0.0726,0.1355360116182351,0.2045454545454545,0.1392045454545454,0.65625,3.9,0.9844637372773712,113.4,84.5,9.6,8.476296891445699,0,93.0,13.0,8 MPH TOWARD OF,2:10 PM ET,American Family Field,9.0,5.0,1,15.0,1.908,0.0232558139534883,0.4186046511627907,0.3023255813953488,91.77322222222224,0.4083666666666666,0.6615677777777778,0.023076923076923,1.57,0.7043478260869566,9.0,115.0,4,2,0,0.5,8,1,2026-07-26,823755,691720,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 1000}}"
Brice Turang,MIL,L,Kyle Freeland,L,MIL,COL,H,mlb_schedule,0.1791598147355338,458,1,fanduel,750,0.1176470588235294,0.0615,0.1511598147355339,0.2449438202247191,0.1303370786516854,0.6247191011235954,4.2,0.9836958886505724,105.1,84.5,9.6,8.476296891445699,0,93.0,13.0,8 MPH TOWARD OF,2:10 PM ET,American Family Field,15.0,2.0,1,14.0,5.779,0.0566037735849056,0.4528301886792453,0.2830188679245283,90.962,0.3864233333333333,0.5759355555555555,0.0529100529100529,,,,,20,4,2,0.2,15,1,2026-07-26,823755,668930,"{""novig"": {""odds"": 733}, ""bet365"": {""odds"": 550}, ""pinnacle"": {""odds"": 606}, ""fanduel"": {""odds"": 750}}"
Jac Caglianone,KC,L,Framber Valdez,L,DET,DET,A,mlb_schedule,0.1752318460411163,471,1,bet365,750,0.1176470588235294,0.0576,0.1472318460411164,0.282258064516129,0.0779569892473118,0.6397849462365591,4.0,0.9831636698295884,97.2,,,,0,,,CALM,1:40 PM ET,Comerica Park,,4.0,1,,4.091,0.02,0.46,0.18,90.21666666666668,0.3247055555555555,0.4372999999999999,0.0333333333333333,4.57,0.913846153846154,11.0,108.33333333333331,0,0,0,,11,5,2026-07-26,824246,695506,"{""novig"": {""odds"": 506}, ""bet365"": {""odds"": 750}, ""betmgm"": {""odds"": 375}}"
Jake Burger,TEX,R,Logan Gilbert,R,TEX,SEA,H,mlb_schedule,0.2171011292199348,361,1,bet365,525,0.16,0.0571,0.1891011292199348,0.2611940298507462,0.0820895522388059,0.6567164179104478,3.9,0.984545789268288,86.4,99.7,0.0,0.0,1,68.0,0.0,DOME,2:35 PM ET,Globe Life Field,18.0,5.0,1,16.0,4.159,0.0238095238095238,0.4047619047619047,0.2857142857142857,87.71177777777778,0.3390899999999999,0.5118233333333333,0.037037037037037,3.38,1.125,15.0,120.0,22,8,0,0.364,14,5,2026-07-26,822870,669394,"{""novig"": {""odds"": 471}, ""bet365"": {""odds"": 525}, ""betmgm"": {""odds"": 350}, ""draftkings"": {""odds"": 457}, ""fanduel"": {""odds"": 470}}"
Bryce Eldridge,SF,L,José Soriano,R,SF,LAA,H,mlb_schedule,0.1843387006426566,442,1,novig,669,0.130039011703511,0.0543,0.1563387006426566,0.22,0.08,0.7000000000000001,4.1,0.9928187979804218,77.2,67.6,21.0,12.638115486193016,0,91.0,1.0,13 MPH TOWARD OF,4:05 PM ET,Oracle Park,,3.0,1,7.0,3.978,0.0769230769230769,0.5384615384615384,0.3076923076923077,94.24444444444444,0.4949777777777778,0.7597555555555555,0.0492957746478873,3.43,0.9152542372881356,12.0,118.0,0,0,0,,8,2,2026-07-26,823194,805811,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 550}, ""betmgm"": {""odds"": 650}, ""fanduel"": {""odds"": 630}}"
Alec Bohm,PHI,R,Will Warren,R,PHI,NYY,H,mlb_schedule,0.1611049529100094,521,1,fanduel,800,0.1111111111111111,0.05,0.1331049529100094,0.1474201474201474,0.0786240786240786,0.773955773955774,3.9,0.9969706159766,114.1,84.1,8.9,8.764789001808651,0,84.0,4.0,9 MPH TOWARD OF,7:20 PM ET,Citizens Bank Park,13.0,5.0,1,7.0,3.246,0.0425531914893617,0.4893617021276595,0.1914893617021276,91.53577777777778,0.3428288888888888,0.51809,0.0409356725146198,,,,,6,2,0,0.333,7,6,2026-07-26,823433,664761,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 680}}"
Ezequiel Duran,TEX,R,Logan Gilbert,R,TEX,SEA,H,mlb_schedule,0.1467396844494259,581,1,draftkings,920,0.0980392156862745,0.0487,0.1187396844494259,0.238095238095238,0.0756302521008403,0.6862745098039216,4.1,0.9913731110641366,86.4,99.7,0.0,0.0,1,68.0,0.0,DOME,2:35 PM ET,Globe Life Field,10.0,3.0,1,15.0,4.159,0.0465116279069767,0.3488372093023256,0.2558139534883721,84.30255555555556,0.3603977777777778,0.5465688888888889,0.037037037037037,3.38,1.125,15.0,120.0,22,2,0,0.091,9,2,2026-07-26,822870,677649,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 850}, ""draftkings"": {""odds"": 920}, ""fanduel"": {""odds"": 900}}"
Denzer Guzman,LAA,R,Carson Whisenhunt,L,SF,SF,A,mlb_schedule,0.1372599273853663,629,1,novig,1011,0.09000900090009,0.0473,0.1092599273853663,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,91.7,67.6,21.0,12.638115486193016,0,91.0,1.0,13 MPH TOWARD OF,4:05 PM ET,Oracle Park,,7.0,1,14.0,,0.0,0.2631578947368421,0.1842105263157894,84.49966666666667,0.2809977777777777,0.3585511111111111,0.0659340659340659,,,,,0,0,0,,2,3,2026-07-26,823194,694203,"{""novig"": {""odds"": 1011}, ""betmgm"": {""odds"": 725}, ""draftkings"": {""odds"": 900}, ""fanduel"": {""odds"": 900}}"
