batter,player_name,team_abbr,opp_team,is_home,bat_order,in_lineup,pitcher_id,pitcher_name,p_throws,game_id,game_time,stadium,stand_R,p_throws_R,opp_k_pct_15,game_date,game_pk,is_dome,wind_out,hit_factor,tb_factor,hr_factor,stand,pa,ab,h,doubles,triples,hr,bb,hbp,sf,k,tb,batted_balls,barrels,hard_hits,fly_balls,ground_balls,line_drives,avg_xba,avg_xslg,target_hit_1plus,target_hit_2plus,target_tb_1plus,target_tb_2plus,target_k_1plus,target_k_2plus,batting_avg_15,obp_15,contact_rate_15,k_rate_15,babip_15,iso_15,hr_rate_15,doubles_rate_15,extra_base_hit_rate_15,avg_total_bases_15,avg_k_per_game_15,hard_hit_pct_15,line_drive_pct_15,gb_pct_15,fly_ball_pct_15,barrel_pct_15,xba_15,xslg_15,batting_avg_last_5,k_rate_last_5,xba_last_5,xslg_last_5,batting_avg_vs_R_15,slg_vs_R_15,k_rate_vs_R_15,batting_avg_vs_L_15,slg_vs_L_15,k_rate_vs_L_15,p_contact_rate_allowed_10,p_babip_allowed_10,p_slg_allowed_10,p_iso_allowed_10,p_gb_pct_10,p_fb_pct_10,p_barrel_pct_allowed_10,p_hits_per9_10,p_hr_per9_10,p_k_per9_10,p_k_rate_10,p_tb_1plus,p_tb_2plus,adj_prob,pred_total_bases,book_markets,primary_line,primary_side,primary_best_book,primary_best_odds,primary_book_implied,primary_has_line,primary_edge,secondary_line,secondary_side,secondary_best_book,secondary_best_odds,secondary_book_implied,secondary_has_line,secondary_edge,secondary_is_hits_fallback
667472,Dane Myers,CIN,CLE,1,7.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,1,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,R,5,5,1,0,0,0,0,0,0,3,1,2,0,1,1,1,0,0.311,0.476,1,0,1,0,1,1,0.25,0.34146341463414637,0.7222222222222222,0.24390243902439024,0.34615384615384615,0.08333333333333333,0.0,0.07317073170731707,0.08333333333333333,0.8,0.6666666666666666,0.34615384615384615,0.23076923076923078,0.46153846153846156,0.15384615384615385,0.0,0.24355769230769228,0.3509551282051282,0.35714285714285715,0.1875,0.26605,0.34575,0.2,0.25,0.2653061224489796,0.375,0.5,0.23529411764705882,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.5910488158370971,0.32369594848126115,0.5910488158370971,0.8,"{""novig"": {""1.5"": {""over"": 144}}, ""betmgm"": {""0.5"": {""over"": -175, ""under"": 130}}, ""bet365"": {""1.5"": {""over"": 160, ""under"": -220}}, ""pinnacle"": {""0.5"": {""over"": -199, ""under"": 147}}, ""fanduel"": {""1.5"": {""over"": 155}}}",1.5,over,bet365,160,0.38461538461538464,True,-0.0609,0.5,over,betmgm,-175.0,0.6363636363636364,True,-0.0453,False
695490,Edwin Arroyo,CIN,CLE,1,8.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,0,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,L,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0.5665,0.6559999999999999,0,0,0,0,0,0,0.25,0.2857142857142857,0.825,0.16666666666666666,0.30303030303030304,0.05,0.0,0.0,0.025,0.8,0.4666666666666667,0.36363636363636365,0.36363636363636365,0.3939393939393939,0.24242424242424243,0.0,0.39228888888888885,0.5132388888888889,0.3333333333333333,0.17647058823529413,0.33775,0.4320500000000001,0.28888888888888886,0.35555555555555557,0.1836734693877551,0.16666666666666666,0.16666666666666666,0.23333333333333334,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.5096875114961598,0.3225300703096585,0.5096875114961598,0.8,"{""novig"": {""1.5"": {""over"": 156}}, ""betmgm"": {""0.5"": {""over"": -155, ""under"": 115}}, ""bet365"": {""1.5"": {""over"": 182, ""under"": -245}}, ""pinnacle"": {""0.5"": {""over"": -184, ""under"": 137}}}",1.5,over,bet365,182,0.3546099290780142,True,-0.0321,0.5,over,betmgm,-155.0,0.6078431372549019,True,-0.0982,False
682829,Elly De La Cruz,CIN,CLE,1,1.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,0,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,L,5,5,2,0,0,1,0,0,0,2,5,3,1,3,1,0,2,0.8103333333333333,1.9076666666666666,1,1,1,1,1,1,0.3111111111111111,0.40384615384615385,0.8444444444444444,0.1346153846153846,0.3142857142857143,0.28888888888888886,0.057692307692307696,0.0,0.1111111111111111,1.8,0.4666666666666667,0.47368421052631576,0.2631578947368421,0.5,0.21052631578947367,0.0,0.372325,0.5858944444444445,0.21428571428571427,0.16666666666666666,0.39104166666666673,0.534791666666667,0.3157894736842105,0.543859649122807,0.17647058823529413,0.36507936507936506,0.746031746031746,0.2571428571428571,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.61240390641575,0.3897937125914967,0.61240390641575,1.8,"{""novig"": {""1.5"": {""over"": -104, ""under"": -106}}, ""bet365"": {""1.5"": {""over"": -115, ""under"": -115}}, ""betmgm"": {""1.5"": {""over"": -120, ""under"": -110}}, ""pinnacle"": {""1.5"": {""over"": -115, ""under"": -115}}, ""draftkings"": {""1.5"": {""over"": -105, ""under"": -126}}, ""fanduel"": {""0.5"": {""over"": -260}}}",1.5,over,novig,-104,0.5098039215686274,True,-0.12,0.5,over,fanduel,-260.0,0.7222222222222222,True,-0.1098,True
553993,Eugenio Suárez,CIN,CLE,1,4.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,1,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,R,5,4,0,0,0,0,1,0,0,2,0,2,0,0,1,1,0,0.0595,0.0785,0,0,0,0,1,1,0.23214285714285715,0.29508196721311475,0.5,0.45901639344262296,0.3181818181818182,0.3392857142857143,0.09836065573770492,0.01639344262295082,0.125,2.1333333333333333,1.8666666666666667,0.5357142857142857,0.21428571428571427,0.2857142857142857,0.4642857142857143,0.03571428571428571,0.38803846153846155,0.9303205128205128,0.21052631578947367,0.35,0.3404166666666665,0.7521250000000003,0.2222222222222222,0.5185185185185185,0.39344262295081966,0.22641509433962265,0.37735849056603776,0.3728813559322034,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.615309968912165,0.3922843231638087,0.615309968912165,2.1333333333333333,"{""novig"": {""1.5"": {""over"": 122, ""under"": -153}, ""0.5"": {""over"": -208, ""under"": 156}}, ""bet365"": {""1.5"": {""over"": 120, ""under"": -160}, ""0.5"": {""over"": -225, ""under"": 165}}, ""betmgm"": {""1.5"": {""over"": 110, ""under"": -150}, ""0.5"": {""over"": -200, ""under"": 150}}, ""pinnacle"": {""1.5"": {""over"": 122, ""under"": -162}}, ""draftkings"": {""1.5"": {""over"": 117, ""under"": -156}, ""0.5"": {""over"": -209, ""under"": 156}}, ""fanduel"": {""1.5"": {""over"": 115}, ""0.5"": {""over"": -170}}}",1.5,over,novig,122,0.45045045045045046,True,-0.0582,0.5,over,fanduel,-170.0,0.6296296296296297,True,-0.0143,True
668709,JJ Bleday,CIN,CLE,1,3.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,0,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,L,5,4,0,0,0,0,1,0,0,1,0,3,0,1,1,2,0,0.08900000000000001,0.157,0,0,0,0,1,0,0.24074074074074073,0.3387096774193548,0.7222222222222222,0.24193548387096775,0.2571428571428571,0.2222222222222222,0.06451612903225806,0.0,0.07407407407407407,1.6666666666666667,1.0,0.3333333333333333,0.3076923076923077,0.20512820512820512,0.4358974358974359,0.02564102564102564,0.36542222222222226,0.6666333333333333,0.16666666666666666,0.3,0.3732333333333333,0.7624,0.18867924528301888,0.3018867924528302,0.26666666666666666,0.3103448275862069,0.6206896551724138,0.16666666666666666,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.6179777448226332,0.3665541888979243,0.6179777448226332,1.6666666666666667,"{""novig"": {""1.5"": {""over"": 108, ""under"": -130}, ""0.5"": {""over"": -228, ""under"": 182}}, ""bet365"": {""1.5"": {""over"": 110, ""under"": -150}, ""0.5"": {""over"": -225, ""under"": 165}}, ""betmgm"": {""1.5"": {""over"": 105, ""under"": -140}, ""0.5"": {""over"": -200, ""under"": 150}}, ""pinnacle"": {""1.5"": {""over"": 113, ""under"": -151}}, ""draftkings"": {""1.5"": {""over"": 101, ""under"": -134}, ""0.5"": {""over"": -242, ""under"": 179}}, ""fanduel"": {""0.5"": {""over"": -200}}}",1.5,over,pinnacle,113,0.4694835680751174,True,-0.1029,0.5,over,fanduel,-200.0,0.6666666666666666,True,-0.0487,True
663993,Nathaniel Lowe,CIN,CLE,1,5.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,0,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,L,5,5,3,0,0,0,0,0,0,0,3,5,0,1,3,1,1,0.4646,0.5650000000000001,1,1,1,1,0,0,0.22448979591836735,0.2549019607843137,0.6326530612244898,0.34615384615384615,0.2857142857142857,0.22448979591836735,0.057692307692307696,0.038461538461538464,0.10204081632653061,1.4666666666666666,1.2,0.41935483870967744,0.1935483870967742,0.3870967741935484,0.3548387096774194,0.06451612903225806,0.38385897435897437,0.5844102564102565,0.25,0.2,0.31208333333333316,0.5932666666666665,0.22448979591836735,0.4489795918367347,0.34615384615384615,0.21428571428571427,0.5,0.15217391304347827,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.5942291362101518,0.3619873213387015,0.5942291362101518,1.4666666666666666,"{""novig"": {""1.5"": {""over"": 127, ""under"": -160}}, ""betmgm"": {""0.5"": {""over"": -175, ""under"": 130}}, ""pinnacle"": {""1.5"": {""over"": 142, ""under"": -192}}, ""draftkings"": {""1.5"": {""over"": 138, ""under"": -184}}}",1.5,over,pinnacle,142,0.4132231404958678,True,-0.0512,0.5,over,betmgm,-175.0,0.6363636363636364,True,-0.0421,False
701398,Sal Stewart,CIN,CLE,1,2.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,1,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,R,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.857,0.981,1,0,1,0,0,0,0.23333333333333334,0.25757575757575757,0.8,0.18181818181818182,0.2127659574468085,0.25,0.06060606060606061,0.045454545454545456,0.11666666666666667,1.9333333333333333,0.8,0.3333333333333333,0.1568627450980392,0.5098039215686274,0.3137254901960784,0.0196078431372549,0.24623888888888892,0.4566555555555556,0.2,0.23809523809523808,0.23763333333333336,0.41210000000000013,0.2459016393442623,0.6065573770491803,0.208955223880597,0.18518518518518517,0.3148148148148148,0.2857142857142857,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.6803599866646329,0.437789916279292,0.6803599866646329,1.9333333333333333,"{""novig"": {""1.5"": {""over"": 115, ""under"": -122}}, ""bet365"": {""1.5"": {""over"": -110, ""under"": -120}}, ""betmgm"": {""1.5"": {""over"": 100, ""under"": -135}, ""0.5"": {""over"": -275, ""under"": 195}}, ""pinnacle"": {""1.5"": {""over"": -111, ""under"": -119}}, ""draftkings"": {""1.5"": {""over"": -107, ""under"": -124}}, ""fanduel"": {""0.5"": {""over"": -230}}}",1.5,over,novig,115,0.46511627906976744,True,-0.0273,0.5,over,fanduel,-230.0,0.696969696969697,True,-0.0166,True
670770,TJ Friedl,CIN,CLE,1,9.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,0,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,L,3,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0.011,0.019,0,0,0,0,1,1,0.15,0.2765957446808511,0.75,0.20833333333333334,0.1724137931034483,0.125,0.020833333333333332,0.0,0.05,0.7333333333333333,0.6666666666666666,0.25806451612903225,0.16129032258064516,0.3225806451612903,0.3548387096774194,0.0,0.16554166666666667,0.25083333333333335,0.16666666666666666,0.0625,0.15562499999999999,0.19945833333333307,0.1891891891891892,0.32432432432432434,0.17777777777777778,0.15384615384615385,0.25,0.24193548387096775,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.4554970604887623,0.18267649134645167,0.4554970604887623,0.7333333333333333,"{""novig"": {""1.5"": {""over"": 182}}, ""betmgm"": {""0.5"": {""over"": -125, ""under"": -105}}, ""bet365"": {""1.5"": {""over"": 215, ""under"": -310}}, ""pinnacle"": {""0.5"": {""over"": -133, ""under"": 100}}}",1.5,over,bet365,215,0.31746031746031744,True,-0.1348,0.5,over,betmgm,-125.0,0.5555555555555556,True,-0.1001,False
663886,Tyler Stephenson,CIN,CLE,1,6.0,1.0,677944.0,Slade Cecconi,R,824490,1:40 PM ET,Great American Ball Park,1,1,0.23905109489051096,2026-07-28,824490,0.0,0,97.3,101.4,113.2,R,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.381,0.43600000000000005,0,0,0,0,1,0,0.32075471698113206,0.34545454545454546,0.7547169811320755,0.23636363636363636,0.39473684210526316,0.20754716981132076,0.03636363636363636,0.09090909090909091,0.1320754716981132,1.8666666666666667,0.8666666666666667,0.4,0.275,0.5,0.225,0.0,0.4428388888888889,0.7098277777777777,0.3333333333333333,0.21052631578947367,0.49415000000000003,1.0596,0.3584905660377358,0.6037735849056604,0.2545454545454545,0.28888888888888886,0.4444444444444444,0.23636363636363636,0.76,0.24875621890547264,0.39805825242718446,0.13106796116504854,0.47953216374269003,0.24561403508771928,0.017543859649122806,8.944785276073619,0.8282208588957055,6.957055214723926,0.18666666666666668,0.5992251203357076,0.3831902910291265,0.5992251203357076,1.8666666666666667,"{""novig"": {""1.5"": {""over"": 140, ""under"": -170}, ""0.5"": {""over"": -186, ""under"": 153}}, ""betmgm"": {""1.5"": {""over"": 120, ""under"": -160}, ""0.5"": {""over"": -210, ""under"": 155}}, ""pinnacle"": {""1.5"": {""over"": 124, ""under"": -166}}, ""draftkings"": {""1.5"": {""over"": 136, ""under"": -182}, ""0.5"": {""over"": -199, ""under"": 148}}, ""bet365"": {""0.5"": {""over"": -230, ""under"": 170}}, ""fanduel"": {""0.5"": {""over"": -195}}}",1.5,over,novig,140,0.4166666666666667,True,-0.0335,0.5,over,novig,-186.0,0.6503496503496503,True,-0.0511,True
682657,Angel Martínez,CLE,CIN,0,7.0,1.0,695505.0,Chase Burns,R,824490,1:40 PM ET,Great American Ball Park,0,1,0.23978685612788633,2026-07-28,824490,0.0,0,97.3,101.4,113.2,L,3,3,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0.11950000000000001,0.1395,0,0,0,0,1,0,0.18181818181818182,0.21739130434782608,0.7727272727272727,0.21739130434782608,0.1875,0.18181818181818182,0.043478260869565216,0.043478260869565216,0.09090909090909091,1.0666666666666667,0.6666666666666666,0.4117647058823529,0.17647058823529413,0.5,0.29411764705882354,0.029411764705882353,0.31851111111111113,0.5035777777777778,0.07692307692307693,0.15384615384615385,0.2432,0.30199999999999994,0.1864406779661017,0.288135593220339,0.29508196721311475,0.22033898305084745,0.3898305084745763,0.21666666666666667,0.5982532751091703,0.19,0.3786407766990291,0.1650485436893204,0.291970802919708,0.3357664233576642,0.0364963503649635,7.147058823529411,1.1117647058823528,11.117647058823527,0.3056768558951965,0.49653380206108705,0.3078662250895452,0.49653380206108705,1.0666666666666667,"{""novig"": {""1.5"": {""over"": 144}}, ""betmgm"": {""0.5"": {""over"": -160, ""under"": 120}}, ""bet365"": {""1.5"": {""over"": 185, ""under"": -250}}, ""pinnacle"": {""0.5"": {""over"": -166, ""under"": 124}}}",1.5,over,bet365,185,0.3508771929824561,True,-0.043,0.5,over,betmgm,-160.0,0.6153846153846154,True,-0.1189,False
