player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Kyle Stowers,MIA,L,Emmet Sheehan,R,MIA,LAD,H,mlb_schedule,0.2726589446589446,267,0,,,,,0.2446589446589446,0.3226495726495726,0.1196581196581196,0.5576923076923077,4.3,0.9700349285733274,91.5,87.0,0.0,0.0,1,95.0,41.0,DOME,1:40 PM ET,loanDepot Park,19.0,1.0,1,8.0,4.313,0.0285714285714285,0.6571428571428571,0.4285714285714285,96.45166666666668,0.5383722222222221,0.8661555555555556,0.0620155038759689,,,,,0,0,0,,17,2,2026-09-13,823815,669065
James Wood,WSH,L,Grayson Rodriguez,R,WSH,LAA,H,mlb_schedule,0.2642085483655647,278,0,,,,,0.2362085483655647,0.2852173913043478,0.1756521739130434,0.5391304347826087,4.3,0.9642409867839792,93.0,85.6,5.6,5.592325394625613,0,96.0,40.0,6 MPH TOWARD OF,1:35 PM ET,Nationals Park,30.0,1.0,0,49.0,5.029,0.0,0.4772727272727273,0.1818181818181818,94.34566666666667,0.4018922222222222,0.5671999999999999,0.0413793103448275,,,,,0,0,0,,21,9,2026-09-13,822682,695578
Jake Burger,TEX,R,Eduardo Rodriguez,L,AZ,AZ,A,mlb_schedule,0.2247457451553036,345,0,,,,,0.1967457451553036,0.2703180212014134,0.0936395759717314,0.6360424028268552,4.0,0.9824529886611472,97.4,103.3,0.0,0.0,1,58.0,8.0,DOME,4:10 PM ET,Chase Field,26.0,4.0,1,7.0,3.837,0.0,0.4594594594594595,0.3243243243243243,92.18222222222222,0.5331444444444444,0.9032055555555556,0.0217391304347826,2.55,0.7803468208092486,15.0,173.0,16,6,0,0.375,15,12,2026-09-13,825033,669394
Ben Rice,NYY,L,Christian Scott,R,NYY,NYM,H,mlb_schedule,0.2177340229270837,359,0,,,,,0.1897340229270837,0.2450657894736842,0.1282894736842105,0.6266447368421053,4.3,0.9855414149145474,104.0,76.9,9.5,6.478984420593736,0,98.0,92.0,6 MPH TOWARD OF,1:35 PM ET,Yankee Stadium,38.0,1.0,1,9.0,3.1,0.0222222222222222,0.4666666666666667,0.3555555555555555,90.75844444444444,0.4719733333333333,0.7088555555555556,0.0387596899224806,,,,,0,0,0,,28,10,2026-09-13,823495,700250
Pete Alonso,BAL,R,Dylan Cease,R,TOR,TOR,A,mlb_schedule,0.2171011292199348,361,0,,,,,0.1891011292199348,0.2395672333848531,0.1329211746522411,0.6275115919629057,4.2,0.9841993992298208,106.3,82.1,14.6,7.736821257804792,0,95.0,10.0,8 MPH TOWARD OF,1:37 PM ET,Rogers Centre,35.0,2.0,1,10.0,2.584,0.0454545454545454,0.6136363636363636,0.2045454545454545,92.77833333333334,0.4565777777777777,0.6737055555555556,0.036231884057971,2.4,0.6136363636363635,11.0,161.33333333333334,22,4,2,0.182,26,9,2026-09-13,822764,624413
Max Muncy,LAD,L,Eury Pérez,R,MIA,MIA,A,mlb_schedule,0.214896767745443,365,0,,,,,0.186896767745443,0.25,0.130859375,0.619140625,4.1,0.9808955268029356,91.5,87.0,0.0,0.0,1,95.0,41.0,DOME,1:40 PM ET,loanDepot Park,28.0,3.0,0,23.0,4.664,0.0303030303030303,0.4242424242424242,0.3939393939393939,88.17055555555554,0.3626388888888889,0.5506666666666666,0.0070921985815602,,,,,4,0,0,0.0,22,6,2026-09-13,823815,571970
Jake Bauers,MIL,L,Chase Burns,R,MIL,CIN,H,mlb_schedule,0.214896767745443,365,0,,,,,0.186896767745443,0.2575187969924812,0.1729323308270676,0.5695488721804511,3.9,0.962648932789462,105.1,69.0,12.7,-9.584811668829204,0,82.0,56.0,10 MPH TOWARD HP,2:10 PM ET,American Family Field,25.0,5.0,1,7.0,3.356,0.0714285714285714,0.5714285714285714,0.25,91.615,0.5102944444444444,0.7246388888888888,0.0279720279720279,2.73,0.9101123595505618,15.0,148.33333333333334,6,0,0,0.0,22,7,2026-09-13,823734,641343
Daylen Lile,WSH,L,Grayson Rodriguez,R,WSH,LAA,H,mlb_schedule,0.214896767745443,365,0,,,,,0.186896767745443,0.1967213114754098,0.0737704918032786,0.7295081967213115,3.7,0.9920755303935316,93.0,85.6,5.6,5.592325394625613,0,96.0,40.0,6 MPH TOWARD OF,1:35 PM ET,Nationals Park,20.0,6.0,1,13.0,5.029,0.0625,0.4791666666666667,0.375,90.01655555555557,0.5029977777777778,0.7979511111111112,0.0413793103448275,,,,,0,0,0,,20,1,2026-09-13,822682,695734
Kyle Schwarber,PHI,L,Grant Holmes,R,ATL,ATL,A,mlb_schedule,0.2068788757741816,383,0,,,,,0.1788788757741816,0.3276131045241809,0.1513260530421216,0.5210608424336973,4.3,0.9578103922507591,98.1,83.5,6.2,1.1830157713345786,0,96.0,2.0,CROSSWIND 6 MPH,1:35 PM ET,Truist Park,44.0,1.0,1,7.0,5.1,0.0444444444444444,0.3777777777777777,0.2444444444444444,87.90666666666667,0.3986166666666667,0.6346222222222223,0.0303030303030303,,,,,20,4,2,0.2,30,15,2026-09-13,824869,656941
Kody Clemens,MIN,L,Tanner Bibee,R,MIN,CLE,H,mlb_schedule,0.205743013181249,386,0,,,,,0.177743013181249,0.2245283018867924,0.0811320754716981,0.6943396226415094,4.1,0.9922468087981277,93.0,71.6,9.6,-9.547410195535424,0,83.0,9.0,10 MPH TOWARD HP,2:10 PM ET,Target Field,26.0,3.0,1,12.0,4.632,0.0476190476190476,0.5714285714285714,0.3333333333333333,93.61,0.5502888888888889,0.9616277777777776,0.0483870967741935,4.22,1.423828125,27.0,170.66666666666666,14,2,0,0.143,21,6,2026-09-13,823658,665019
