player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Munetaka Murakami,CWS,L,Bailey Ober,R,MIN,MIN,A,mlb_schedule,0.2721797704048767,267,0,,,,,0.2441797704048767,0.3387096774193548,0.1774193548387097,0.4838709677419355,4.2,0.937829435166176,93.0,83.5,10.7,10.693481849104325,0,95.0,85.0,11 MPH TOWARD OF,2:10 PM ET,Target Field,29.0,2.0,0,11.0,4.96,0.0277777777777777,0.5833333333333334,0.3055555555555556,95.16044444444444,0.5813377777777777,0.9936533333333332,0.0659340659340659,,,,,0,0,0,,24,6,2026-08-29,823665,808959
Max Muncy,LAD,L,Keider Montero,R,DET,DET,A,mlb_schedule,0.2642085483655647,278,0,,,,,0.2362085483655647,0.2521367521367521,0.1282051282051282,0.6196581196581197,4.0,0.9790735000400584,97.2,84.2,10.3,8.828823197231758,0,87.0,5.0,9 MPH TOWARD OF,1:10 PM ET,Comerica Park,26.0,4.0,1,8.0,4.161,0.0,0.53125,0.34375,93.01944444444445,0.5118722222222222,0.8673388888888888,0.032520325203252,,,,,0,0,0,,20,6,2026-08-29,824230,571970
Miguel Vargas,CWS,R,Bailey Ober,R,MIN,MIN,A,mlb_schedule,0.2471971696253306,305,0,,,,,0.2191971696253306,0.1732418524871355,0.1543739279588336,0.6723842195540308,4.1,0.9896962400744856,92.4,83.5,10.7,10.693481849104325,0,95.0,85.0,11 MPH TOWARD OF,2:10 PM ET,Target Field,29.0,3.0,1,8.0,4.96,0.0681818181818181,0.4545454545454545,0.3636363636363636,90.37822222222222,0.4158688888888889,0.6737799999999999,0.0659340659340659,,,,,4,0,0,0.0,17,12,2026-08-29,823665,678246
Pete Crow-Armstrong,CHC,L,Andrew Abbott,L,CHC,CIN,H,mlb_schedule,0.2276510615240972,339,0,,,,,0.1996510615240972,0.2641196013289036,0.1362126245847176,0.5996677740863787,4.3,0.9804832108309618,102.5,83.1,9.9,9.88643239407028,0,87.0,8.0,10 MPH TOWARD OF,2:20 PM ET,Wrigley Field,33.0,1.0,1,6.0,4.747,0.0909090909090909,0.4318181818181818,0.4318181818181818,89.82111111111112,0.3512777777777778,0.5648055555555556,0.036144578313253,4.15,1.114678899082569,18.0,145.33333333333334,26,0,0,0.0,24,9,2026-08-29,824637,691718
Matt Olson,ATL,L,Zach Agnos,R,ATL,COL,H,mlb_schedule,0.2184961757132538,358,0,,,,,0.1904961757132538,0.252129471890971,0.1039182282793867,0.6439522998296423,4.1,0.985506156823426,98.1,83.5,6.9,0.1204216044172568,0,96.0,43.0,CROSSWIND 7 MPH,4:10 PM ET,Truist Park,37.0,3.0,0,13.0,5.65,0.027027027027027,0.4594594594594595,0.4324324324324324,94.2061111111111,0.5168777777777778,0.8367833333333333,0.0,,,,,2,0,0,0.0,25,14,2026-08-29,824874,621566
Jac Caglianone,KC,L,Foster Griffin,L,CLE,CLE,A,mlb_schedule,0.2167187494827636,361,0,,,,,0.1887187494827636,0.2608695652173913,0.0703933747412008,0.6687370600414078,4.1,0.9892177674897462,106.3,83.6,8.1,8.088899231512048,0,78.0,1.0,8 MPH TOWARD OF,4:10 PM ET,Progressive Field,23.0,3.0,0,15.0,4.836,0.0,0.5319148936170213,0.2340425531914893,94.64133333333334,0.5073411111111111,0.7846877777777778,0.0451977401129943,3.19,1.3861607142857142,23.0,149.33333333333334,4,0,0,0.0,16,7,2026-08-29,824392,695506
Yordan Alvarez,HOU,L,Nolan McLean,R,NYM,NYM,A,mlb_schedule,0.2167187494827636,361,0,,,,,0.1887187494827636,0.1746575342465753,0.1746575342465753,0.6506849315068493,4.2,0.9879354050614314,95.0,80.0,8.5,-8.314254606237348,0,73.0,0.0,8 MPH TOWARD HP,4:10 PM ET,Citi Field,36.0,2.0,0,15.0,3.722,0.0,0.5365853658536586,0.3902439024390244,94.56355555555554,0.3510144444444444,0.519228888888889,0.0443037974683544,3.21,0.9080717488789236,15.0,148.66666666666666,0,0,0,,27,9,2026-08-29,823582,670541
Shohei Ohtani,LAD,L,Keider Montero,R,DET,DET,A,mlb_schedule,0.2163329166106385,362,0,,,,,0.1883329166106385,0.2356020942408377,0.1431064572425829,0.6212914485165795,4.3,0.9846286510729572,97.2,84.2,10.3,8.828823197231758,0,87.0,5.0,9 MPH TOWARD OF,1:10 PM ET,Comerica Park,30.0,1.0,1,11.0,4.161,0.024390243902439,0.5121951219512195,0.2439024390243902,92.61833333333333,0.40469,0.6335244444444444,0.032520325203252,,,,,6,4,2,0.667,18,12,2026-08-29,824230,660271
Fernando Tatis Jr.,SD,R,Nick Martinez,R,TB,TB,A,mlb_schedule,0.2134462857834774,369,0,,,,,0.1854462857834774,0.1843003412969283,0.1006825938566552,0.7150170648464165,4.3,0.9954739319737916,110.5,88.8,0.0,0.0,1,94.0,43.0,DOME,4:10 PM ET,Tropicana Field,17.0,1.0,1,6.0,3.652,0.037037037037037,0.5925925925925926,0.2962962962962963,95.86044444444444,0.5235855555555555,0.8160911111111112,0.0520833333333333,2.93,1.036117381489842,17.0,147.66666666666666,16,4,0,0.25,10,7,2026-08-29,822936,665487
Kody Clemens,MIN,L,Erick Fedde,R,MIN,CWS,H,mlb_schedule,0.2079473746557407,381,0,,,,,0.1799473746557407,0.226890756302521,0.0735294117647058,0.6995798319327732,4.1,0.9927774717791767,93.0,83.5,10.7,10.693481849104325,0,95.0,85.0,11 MPH TOWARD OF,2:10 PM ET,Target Field,22.0,3.0,0,13.0,6.1,0.0232558139534883,0.4651162790697674,0.3488372093023256,89.61666666666666,0.4355144444444444,0.6810144444444445,0.073394495412844,,,,,0,0,0,,17,6,2026-08-29,823665,665019
