player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Pete Crow-Armstrong,CHC,L,Matthew Liberatore,L,CHC,STL,H,mlb_schedule,0.2413552773627217,314,1,novig,506.0,0.16501650165016502,0.0763,0.2133552773627217,0.2545454545454545,0.1298701298701298,0.6155844155844157,4.3,0.983607535972077,102.5,71.6,10.5,-9.516231763884823,0,100.0,38.0,10 MPH TOWARD HP,2:30 PM ET,Wrigley Field,19.0,1.0,0,12.0,4.592,0.0222222222222222,0.3444444444444444,0.1666666666666666,81.89452645502644,0.5593155555555556,0.8822877777777778,0.0264150943396226,0.290566037735849,0.0377358490566037,,,,,20,6,0,0.3,14,5,2026-07-05,824656,691718,"{""novig"": {""odds"": 506}, ""bet365"": {""odds"": 450}, ""betmgm"": {""odds"": 500}, ""pinnacle"": {""odds"": 475}, ""draftkings"": {""odds"": 469}, ""fanduel"": {""odds"": 450}}"
Carson Benge,NYM,L,Martín Pérez,L,ATL,ATL,A,mlb_schedule,0.1858383849022419,438,1,novig,809.0,0.11001100110011,0.0758,0.1578383849022419,0.2165242165242165,0.0769230769230769,0.7065527065527066,3.9,0.991617618509249,98.1,93.5,13.2,9.96216645894059,0,90.0,30.0,10 MPH TOWARD OF,12:30 PM ET,Truist Park,10.0,5.0,0,14.0,3.982,0.0,0.2261904761904762,0.2261904761904762,84.69782539682541,0.3635088888888889,0.5056611111111111,0.0101010101010101,0.2474747474747475,0.0151515151515151,,,,,4,0,0,0.0,7,3,2026-07-05,824902,701807,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 625}, ""fanduel"": {""odds"": 800}}"
Michael Busch,CHC,L,Matthew Liberatore,L,CHC,STL,H,mlb_schedule,0.175657895490249,469,1,bet365,700.0,0.125,0.0507,0.147657895490249,0.2309644670050761,0.1725888324873096,0.5964467005076143,3.9,0.970958869409483,102.5,71.6,10.5,-9.516231763884823,0,100.0,38.0,10 MPH TOWARD HP,2:30 PM ET,Wrigley Field,11.0,5.0,1,11.0,4.592,0.0512820512820512,0.2564102564102564,0.1923076923076923,83.16901058201059,0.4432773809523809,0.7177285714285714,0.0264150943396226,0.290566037735849,0.0377358490566037,,,,,14,4,2,0.286,9,3,2026-07-05,824656,683737,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 650}, ""draftkings"": {""odds"": 700}, ""fanduel"": {""odds"": 600}}"
Mauricio Dubón,ATL,R,Nolan McLean,R,ATL,NYM,H,mlb_schedule,0.1301744475053372,668,1,novig,1150.0,0.08,0.0502,0.1021744475053372,0.1398809523809523,0.0803571428571428,0.7797619047619048,3.9,0.997262963902664,92.8,93.5,13.2,9.96216645894059,0,90.0,30.0,10 MPH TOWARD OF,12:30 PM ET,Truist Park,9.0,5.0,1,12.0,3.722,0.0,0.2,0.0857142857142857,80.59475661375662,0.3403433333333333,0.4680288888888889,0.021505376344086,0.2329749103942652,0.021505376344086,3.78,0.944055944055944,10.0,95.33333333333331,4,0,0,0.0,5,4,2026-07-05,824902,643289,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 950}, ""draftkings"": {""odds"": 1120}, ""fanduel"": {""odds"": 1100}}"
José Fermín,STL,R,Javier Assad,R,CHC,CHC,A,mlb_schedule,0.1131224850176695,784,1,novig,1438.0,0.06501950585175553,0.0481,0.0851224850176695,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,105.5,71.6,10.5,-9.516231763884823,0,100.0,38.0,10 MPH TOWARD HP,2:30 PM ET,Wrigley Field,,8.0,1,11.0,4.368,0.0144927536231884,0.2028985507246377,0.1159420289855072,85.81244444444445,0.3506022222222222,0.4838088888888888,0.0142180094786729,0.3080568720379147,0.0284360189573459,,,,,4,0,0,0.0,2,1,2026-07-05,824656,665877,"{""novig"": {""odds"": 1438}, ""fanduel"": {""odds"": 1100}}"
Kody Clemens,MIN,L,Ryan Weathers,L,NYY,NYY,A,mlb_schedule,0.2478266969167122,304,1,fanduel,400.0,0.2,0.0478,0.2198266969167122,0.2159468438538206,0.0830564784053156,0.7009966777408638,4.1,0.9929161124792468,104.0,87.2,8.9,-2.453172466771292,0,91.0,63.0,CROSSWIND 9 MPH,1:35 PM ET,Yankee Stadium,16.0,3.0,1,7.0,4.114,0.0375,0.325,0.175,86.14077513227514,0.3739255555555555,0.5272433333333333,0.014388489208633,0.2589928057553957,0.0431654676258992,4.08,1.630188679245283,16.0,88.33333333333333,0,0,0,,14,3,2026-07-05,823525,665019,"{""novig"": {""odds"": 388}, ""betmgm"": {""odds"": 310}, ""fanduel"": {""odds"": 400}}"
Chase Meidroth,CWS,R,Tanner Bibee,R,CLE,CLE,A,mlb_schedule,0.1099794649625963,809,1,bet365,1500.0,0.0625,0.0475,0.0819794649625963,0.2417582417582417,0.0961538461538461,0.6620879120879121,3.6,0.97987696789682,95.7,,,,0,,,CALM,2:00 PM ET,Progressive Field,7.0,7.0,0,21.0,4.632,0.0,0.1688311688311688,0.0779220779220779,80.52143386243387,0.3239777777777777,0.4189611111111111,0.0282685512367491,0.2614840989399293,0.03886925795053,3.69,1.4951140065146582,17.0,102.33333333333331,16,4,0,0.25,6,2,2026-07-05,824413,805367,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1500}, ""betmgm"": {""odds"": 1050}, ""draftkings"": {""odds"": 1220}, ""fanduel"": {""odds"": 1100}}"
Dillon Dingler,DET,R,Kumar Rocker,R,TEX,TEX,A,mlb_schedule,0.1977351272191529,406,1,fanduel,560.0,0.15151515151515152,0.0462,0.1697351272191529,0.2099125364431487,0.0874635568513119,0.7026239067055394,4.2,0.9938639990635594,86.4,100.9,0.0,0.0,1,75.0,30.0,DOME,3:30 PM ET,Globe Life Field,19.0,2.0,1,10.0,4.149,0.0,0.2839506172839506,0.1234567901234567,85.8515,0.4492333333333332,0.6646055555555556,0.0111940298507462,0.2798507462686567,0.0223880597014925,,,,,2,2,2,1.0,17,5,2026-07-05,822879,693307,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 475}, ""draftkings"": {""odds"": 483}, ""fanduel"": {""odds"": 560}}"
Lars Nootbaar,STL,L,Javier Assad,R,CHC,CHC,A,mlb_schedule,0.16198316609586869,517,1,bet365,750.0,0.11764705882352941,0.0443,0.1339831660958687,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,102.5,71.6,10.5,-9.516231763884823,0,100.0,38.0,10 MPH TOWARD HP,2:30 PM ET,Wrigley Field,,5.0,0,24.0,4.368,0.0317460317460317,0.365079365079365,0.1428571428571428,88.28853968253969,0.4464377777777777,0.6777821428571429,0.0142180094786729,0.3080568720379147,0.0284360189573459,,,,,18,4,0,0.222,1,1,2026-07-05,824656,663457,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 630}}"
Tyler Callihan,PIT,L,Cade Cavalli,R,WSH,WSH,A,mlb_schedule,0.14942544358018012,569,1,bet365,850.0,0.10526315789473684,0.0442,0.1214254435801801,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,93.0,97.5,8.4,6.339560473871285,0,93.0,49.0,6 MPH TOWARD OF,1:00 PM ET,Nationals Park,,8.0,1,7.0,3.358,0.0153846153846153,0.2153846153846154,0.2,80.42139682539683,0.3599166666666666,0.5581136363636364,0.0171821305841924,0.268041237113402,0.0206185567010309,3.69,0.6974169741697418,7.0,90.33333333333331,0,0,0,,4,0,2026-07-05,822715,682997,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 575}, ""fanduel"": {""odds"": 560}}"
