player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Shohei Ohtani,LAD,L,Jared Jones,R,LAD,PIT,H,mlb_schedule,0.2491784955687394,301,0,,,,,0.2211784955687394,0.2311926605504587,0.1431192660550458,0.6256880733944954,4.3,0.985381434427379,107.0,93.4,9.0,4.769273378098844,0,84.0,1.0,5 MPH TOWARD OF,7:15 PM ET,Dodger Stadium,30.0,1.0,1,10.0,,0.0,0.4390243902439024,0.2926829268292683,91.97833333333332,0.4464055555555555,0.6811888888888888,0.064516129032258,,,,,10,0,0,0.0,18,12,2026-08-22,823910,660271
Pete Alonso,BAL,R,Shane McClanahan,L,BAL,TB,H,mlb_schedule,0.2399949300717262,317,0,,,,,0.2119949300717262,0.2397137745974955,0.1270125223613595,0.6332737030411448,4.2,0.9852008550698371,94.3,76.8,9.6,-4.799999999999998,0,95.0,26.0,5 MPH TOWARD HP,7:05 PM ET,Camden Yards,30.0,2.0,1,7.0,2.933,0.0697674418604651,0.6511627906976745,0.3488372093023256,96.334,0.6236366666666666,1.025612222222222,0.0324675324675324,,,,,20,6,2,0.3,23,7,2026-08-22,824798,624413
Junior Caminero,TB,R,Brandon Young,R,BAL,BAL,A,mlb_schedule,0.23672246637244,322,0,,,,,0.20872246637244,0.1860465116279069,0.1216457960644007,0.6923076923076923,4.0,0.9910367284058681,94.3,76.8,9.6,-4.799999999999998,0,95.0,26.0,5 MPH TOWARD HP,7:05 PM ET,Camden Yards,35.0,4.0,1,11.0,4.276,0.0227272727272727,0.5,0.2954545454545454,92.39155555555556,0.46194,0.7955033333333333,0.0352941176470588,,,,,4,0,0,0.0,28,7,2026-08-22,824798,691406
Max Muncy,LAD,L,Jared Jones,R,LAD,PIT,H,mlb_schedule,0.2281650185487476,338,0,,,,,0.2001650185487476,0.2561797752808988,0.1235955056179775,0.6202247191011236,4.0,0.9791979194112623,107.0,93.4,9.0,4.769273378098844,0,84.0,1.0,5 MPH TOWARD OF,7:15 PM ET,Dodger Stadium,26.0,4.0,1,6.0,,0.0,0.5714285714285714,0.2857142857142857,90.73611111111111,0.3727499999999999,0.6121277777777777,0.064516129032258,,,,,4,2,0,0.5,20,6,2026-08-22,823910,571970
Jake Burger,TEX,R,Ryan Johnson,R,TEX,LAA,H,mlb_schedule,0.22298355133149209,348,0,,,,,0.1949835513314921,0.2684426229508196,0.0799180327868852,0.6516393442622951,3.6,0.9775454292287904,86.4,107.4,0.0,0.0,1,58.0,4.0,DOME,7:05 PM ET,Globe Life Field,21.0,7.0,1,6.0,,0.0588235294117647,0.5,0.2941176470588235,91.13611111111112,0.4179888888888889,0.6446000000000001,0.0780141843971631,,,,,6,0,0,0.0,15,7,2026-08-22,822858,669394
Munetaka Murakami,CWS,L,Christian Scott,R,CWS,NYM,H,mlb_schedule,0.2215031268459031,351,0,,,,,0.1935031268459031,0.3275862068965517,0.1773399014778325,0.4950738916256157,4.2,0.9433034183228042,103.4,79.3,11.2,-8.452747298495046,0,94.0,17.0,8 MPH TOWARD HP,7:10 PM ET,Rate Field,29.0,2.0,1,6.0,3.1,0.088235294117647,0.5882352941176471,0.4411764705882353,96.02833333333334,0.5422388888888888,0.9146055555555554,0.0476190476190476,,,,,0,0,0,,24,6,2026-08-22,824560,808959
Yordan Alvarez,HOU,L,Jacob Lopez,L,HOU,ATH,H,mlb_schedule,0.21956427793804809,355,0,,,,,0.1915642779380481,0.170556552962298,0.170556552962298,0.658886894075404,4.2,0.9890812403973771,117.9,99.1,0.0,0.0,1,96.0,2.0,DOME,7:10 PM ET,Daikin Park,36.0,2.0,1,8.0,6.376,0.0,0.5111111111111111,0.3333333333333333,94.20266666666666,0.37407,0.5344688888888888,0.0341880341880341,,,,,4,2,2,0.5,27,9,2026-08-22,824151,670541
Corbin Carroll,AZ,L,Rhett Lowder,R,AZ,CIN,H,mlb_schedule,0.2182226853670753,358,0,,,,,0.1902226853670753,0.2154696132596685,0.1344383057090239,0.6500920810313076,4.2,0.9878491729390048,84.1,114.3,0.0,0.0,1,36.0,1.0,DOME,8:10 PM ET,Chase Field,18.0,2.0,1,10.0,3.971,0.04,0.48,0.32,91.15666666666668,0.3352388888888888,0.4938666666666666,0.0588235294117647,,,,,6,2,2,0.333,14,5,2026-08-22,825044,682998
Jac Caglianone,KC,L,Drew Anderson,R,KC,DET,H,mlb_schedule,0.2159120411897632,363,0,,,,,0.1879120411897632,0.2580645161290322,0.0731182795698924,0.6688172043010753,4.1,0.989228458758718,85.2,85.7,9.4,-8.22142524711032,0,93.0,51.0,8 MPH TOWARD HP,7:15 PM ET,Kauffman Stadium,22.0,3.0,1,8.0,3.79,0.0,0.5384615384615384,0.25,94.67611111111113,0.5311666666666667,0.81465,0.02,,,,,2,2,0,1.0,15,7,2026-08-22,824073,695506
Tim Tawa,AZ,R,Rhett Lowder,R,AZ,CIN,H,mlb_schedule,0.2062443296009187,385,0,,,,,0.1782443296009187,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,97.4,114.3,0.0,0.0,1,36.0,1.0,DOME,8:10 PM ET,Chase Field,,6.0,1,8.0,3.971,0.024390243902439,0.5853658536585366,0.2439024390243902,92.508,0.4561099999999999,0.6695,0.0588235294117647,,,,,0,0,0,,7,0,2026-08-22,825044,694374
Matt Olson,ATL,L,Logan Henderson,R,MIL,MIL,A,mlb_schedule,0.2014820316300663,396,0,,,,,0.1734820316300663,0.2549019607843137,0.1051693404634581,0.6399286987522281,4.1,0.9848227571401632,105.1,79.3,14.2,-11.631959028903683,0,93.0,10.0,12 MPH TOWARD HP,2:10 PM ET,American Family Field,36.0,3.0,1,6.0,2.404,0.05,0.45,0.425,92.02722222222224,0.5487222222222222,0.9122444444444444,0.0692307692307692,,,,,0,0,0,,24,14,2026-08-22,823743,621566
Wilyer Abreu,BOS,L,Blade Tidwell,R,BOS,SF,H,mlb_schedule,0.19658098052983838,409,0,,,,,0.1685809805298384,0.1944954128440367,0.1119266055045871,0.6935779816513761,4.1,0.9921672931571781,80.8,73.8,8.6,-6.391045499105588,0,94.0,19.0,6 MPH TOWARD HP,7:15 PM ET,Fenway Park,22.0,3.0,1,7.0,3.517,0.0652173913043478,0.6304347826086957,0.391304347826087,92.31333333333332,0.5416166666666666,0.8747722222222223,0.0151515151515151,,,,,0,0,0,,18,5,2026-08-22,824718,677800
Willson Contreras,BOS,R,Blade Tidwell,R,BOS,SF,H,mlb_schedule,0.1951886551729542,412,0,,,,,0.1671886551729542,0.2525879917184265,0.1573498964803312,0.5900621118012422,4.0,0.971759509339153,85.2,73.8,8.6,-6.391045499105588,0,94.0,19.0,6 MPH TOWARD HP,7:15 PM ET,Fenway Park,26.0,4.0,1,10.0,3.517,0.03125,0.34375,0.375,86.09444444444445,0.3747666666666667,0.5797777777777778,0.0151515151515151,,,,,6,6,2,1.0,19,7,2026-08-22,824718,575929
Miguel Vargas,CWS,R,Christian Scott,R,CWS,NYM,H,mlb_schedule,0.1949445641443938,413,0,,,,,0.1669445641443938,0.1783783783783784,0.1441441441441441,0.6774774774774776,4.1,0.9903373511706969,91.0,79.3,11.2,-8.452747298495046,0,94.0,17.0,8 MPH TOWARD HP,7:10 PM ET,Rate Field,29.0,3.0,1,6.0,3.1,0.0444444444444444,0.4222222222222222,0.3555555555555555,90.251,0.3636022222222222,0.6147523809523809,0.0476190476190476,,,,,0,0,0,,17,12,2026-08-22,824560,678246
Corey Seager,TEX,L,Ryan Johnson,R,TEX,LAA,H,mlb_schedule,0.18639904562814769,436,0,,,,,0.1583990456281477,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,96.8,107.4,0.0,0.0,1,58.0,4.0,DOME,7:05 PM ET,Globe Life Field,,2.0,1,10.0,,0.0769230769230769,0.5384615384615384,0.4615384615384615,93.37488888888888,0.3967133333333333,0.6496955555555555,0.0780141843971631,,,,,6,2,0,0.333,10,3,2026-08-22,822858,608369
Colson Montgomery,CWS,L,Christian Scott,R,CWS,NYM,H,mlb_schedule,0.1832650387472031,446,0,,,,,0.1552650387472031,0.3313725490196078,0.1019607843137254,0.5666666666666668,3.7,0.9546850232949355,103.4,79.3,11.2,-8.452747298495046,0,94.0,17.0,8 MPH TOWARD HP,7:10 PM ET,Rate Field,27.0,6.0,0,13.0,3.1,0.0,0.3823529411764705,0.3235294117647059,86.46866666666666,0.3284866666666666,0.5184255555555555,0.0476190476190476,,,,,0,0,0,,18,9,2026-08-22,824560,695657
Jake Bauers,MIL,L,Martín Pérez,L,MIL,ATL,H,mlb_schedule,0.1829690080329876,447,0,,,,,0.1549690080329876,0.2559139784946236,0.1526881720430107,0.5913978494623656,4.0,0.9721257884194444,105.1,79.3,14.2,-11.631959028903683,0,93.0,10.0,12 MPH TOWARD HP,2:10 PM ET,American Family Field,23.0,4.0,0,13.0,3.982,0.048780487804878,0.5121951219512195,0.4146341463414634,92.61222222222224,0.46484,0.6870866666666667,0.0347222222222222,,,,,10,2,0,0.2,21,5,2026-08-22,823743,641343
Drake Baldwin,ATL,L,Logan Henderson,R,MIL,MIL,A,mlb_schedule,0.1828217023088796,447,0,,,,,0.1548217023088796,0.2085106382978723,0.1127659574468085,0.6787234042553192,4.3,0.9924215553291452,105.1,79.3,14.2,-11.631959028903683,0,93.0,10.0,12 MPH TOWARD HP,2:10 PM ET,American Family Field,21.0,1.0,0,29.0,2.404,0.0,0.5510204081632653,0.2448979591836734,92.0847777777778,0.3377333333333333,0.4628544444444445,0.0692307692307692,,,,,0,0,0,,14,7,2026-08-22,823743,686948
Ronald Acuña Jr.,ATL,R,Logan Henderson,R,MIL,MIL,A,mlb_schedule,0.1824176471966892,448,0,,,,,0.1544176471966892,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,113.4,79.3,14.2,-11.631959028903683,0,93.0,10.0,12 MPH TOWARD HP,2:10 PM ET,American Family Field,,2.0,1,7.0,2.404,0.0425531914893617,0.5319148936170213,0.2553191489361702,90.669,0.4937522222222222,0.7566644444444445,0.0692307692307692,,,,,0,0,0,,9,4,2026-08-22,823743,660670
Coby Mayo,BAL,R,Shane McClanahan,L,BAL,TB,H,mlb_schedule,0.1814599312130168,451,0,,,,,0.1534599312130168,0.22,0.08,0.7000000000000001,4.1,0.9928187979804218,94.3,76.8,9.6,-4.799999999999998,0,95.0,26.0,5 MPH TOWARD HP,7:05 PM ET,Camden Yards,,3.0,0,17.0,2.933,0.0256410256410256,0.4358974358974359,0.3846153846153846,90.24522222222224,0.3915066666666666,0.6179600000000001,0.0324675324675324,,,,,8,6,2,0.75,4,14,2026-08-22,824798,691723
