player_name,team_abbr,stand,pitcher_name,p_throws,home_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Ceddanne Rafaela,BOS,R,Drew Rasmussen,R,TB,A,mlb_schedule,0.08951151037898783,1017,1,prophetx,980,0.09259259259259259,-0.0031,0.0899541876669055,0.1991701244813278,0.0829875518672199,0.7178423236514523,4.2,0.9950788584789751,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,5.0,2.0,7.5,0,15.0,3.327,0.0,0.1886792452830188,0.1415094339622641,82.46395107942166,0.32494,0.4354944444444445,0.0171232876712328,0.2089041095890411,0.023972602739726,3.0,1.0909090909090908,8.0,66.0,4,2,0,0.5,5,1,2026-06-10,822970,678882
Andruw Monasterio,BOS,R,Drew Rasmussen,R,TB,A,mlb_schedule,0.07557356083201736,1223,1,novig,1076,0.08503401360544217,-0.0095,0.0768555594418557,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,,9.0,7.5,1,5.0,3.327,0.0,0.1666666666666666,0.141025641025641,78.6945925925926,0.3047222222222221,0.4362388888888889,0.0171232876712328,0.2089041095890411,0.023972602739726,3.0,1.0909090909090908,8.0,66.0,0,0,0,,0,2,2026-06-10,822970,655316
Ali Sánchez,NYY,R,Parker Messick,L,CLE,A,mlb_schedule,0.07336204403643751,1263,1,novig,1076,0.08503401360544217,-0.0117,0.0746065273905918,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,9.0,7.5,0,,3.327,0.0,0.2608695652173913,0.1521739130434782,87.15460317460318,0.2955726771196283,0.4255333333333332,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,0,0,2026-06-10,824428,645305
Willson Contreras,BOS,R,Drew Rasmussen,R,TB,A,mlb_schedule,0.14693461219853438,581,1,prophetx,530,0.15873015873015872,-0.0118,0.1503051351136222,0.2490421455938697,0.1379310344827586,0.6130268199233717,4.0,0.9775754639883735,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,13.0,4.0,7.5,1,5.0,3.327,0.0109890109890109,0.2747252747252747,0.0879120879120879,83.3402962962963,0.4853833333333333,0.7037833333333333,0.0171232876712328,0.2089041095890411,0.023972602739726,3.0,1.0909090909090908,8.0,66.0,2,2,0,1.0,8,5,2026-06-10,822970,575929
JJ Bleday,CIN,L,Michael King,R,SD,A,mlb_schedule,0.14580779731604043,586,1,prophetx,530,0.15873015873015872,-0.0129,0.1467420489122178,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,87.8,73.1,9.1,2.0470545945291705,0,98.0,0.0,CROSSWIND 9 MPH,4:10 PM ET,Petco Park,,2.0,8.0,0,9.0,4.019,0.0116279069767441,0.3023255813953488,0.1046511627906976,83.89970634920635,0.4403833333333333,0.6649988888888888,0.0148698884758364,0.2267657992565055,0.0185873605947955,3.41,0.972972972972973,8.0,74.0,10,4,0,0.4,8,4,2026-06-10,823287,668709
Anthony Volpe,NYY,R,Parker Messick,L,CLE,A,mlb_schedule,0.07795071004441545,1183,1,prophetx,1000,0.09090909090909091,-0.013,0.0791207885420211,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,8.0,7.5,0,15.0,3.327,0.0133333333333333,0.1866666666666666,0.16,82.50715873015874,0.3269311111111111,0.4456622222222222,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,0,1,2026-06-10,824428,683011
Spencer Steer,CIN,R,Michael King,R,SD,A,mlb_schedule,0.11103650114450848,801,1,betrivers,700,0.125,-0.014,0.1122366339889412,0.2117647058823529,0.1098039215686274,0.6784313725490196,4.0,0.9893071201284337,101.7,73.1,9.1,2.0470545945291705,0,98.0,0.0,CROSSWIND 9 MPH,4:10 PM ET,Petco Park,9.0,4.0,8.0,0,8.0,4.019,0.0384615384615384,0.2564102564102564,0.1025641025641025,83.70892857142856,0.3427222222222222,0.4960611111111111,0.0148698884758364,0.2267657992565055,0.0185873605947955,3.41,0.972972972972973,8.0,74.0,8,2,0,0.25,4,6,2026-06-10,823287,668715
Cody Bellinger,NYY,L,Parker Messick,L,CLE,A,mlb_schedule,0.13467905580118372,643,1,prophetx,570,0.14925373134328357,-0.0146,0.135323762024711,0.1285714285714285,0.1428571428571428,0.7285714285714286,4.1,0.9952358239685242,106.3,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,9.0,3.0,7.5,1,3.0,3.327,0.0119047619047619,0.3095238095238095,0.238095238095238,86.61684126984126,0.3629055555555556,0.5339411111111112,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,6,3,2026-06-10,824428,641355
Jonathan Aranda,TB,L,Jake Bennett,L,TB,H,mlb_schedule,0.08951595381981439,1017,1,prophetx,860,0.10416666666666667,-0.0147,0.0921955672898124,0.2472727272727272,0.1563636363636363,0.5963636363636363,3.9,0.9709355498450942,99.8,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,11.0,5.0,7.5,0,10.0,4.745,0.0116279069767441,0.2906976744186046,0.1627906976744186,86.47972222222224,0.5209666666666667,0.8421777777777777,,,,,,,,6,0,0,0.0,11,1,2026-06-10,822970,666018
Angel Martínez,CLE,L,Carlos Rodón,L,CLE,H,mlb_schedule,0.10520913786847895,850,1,novig,733,0.12004801920768307,-0.0148,0.1055903424403446,0.2188841201716738,0.0515021459227467,0.7296137339055794,4.3,0.9963897780511412,106.3,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,10.0,1.0,7.5,1,2.0,3.5,0.0,0.1764705882352941,0.0980392156862745,80.90122222222223,0.4165641025641026,0.5266025641025641,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,18,4,0,0.222,9,3,2026-06-10,824428,682657
Ben Williamson,TB,R,Jake Bennett,L,TB,H,mlb_schedule,0.04888285610773238,1946,1,prophetx,1400,0.06666666666666667,-0.0178,0.0494577437089395,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,,6.0,7.5,0,79.0,4.745,0.0,0.2878787878787879,0.0303030303030303,83.10865873015874,0.3164464285714286,0.4120773809523809,,,,,,,,4,2,0,0.5,0,1,2026-06-10,822970,810938
P.J. Higgins,CIN,R,Michael King,R,SD,A,mlb_schedule,0.05381437646756283,1758,1,prophetx,1200,0.07692307692307693,-0.0231,0.0547272612788804,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,101.7,73.1,9.1,2.0470545945291705,0,98.0,0.0,CROSSWIND 9 MPH,4:10 PM ET,Petco Park,,9.0,8.0,0,81.0,4.019,0.0208333333333333,0.1458333333333333,0.125,77.7365238095238,0.4742142857142857,0.6174761904761904,0.0148698884758364,0.2267657992565055,0.0185873605947955,3.41,0.972972972972973,8.0,74.0,0,0,0,,0,1,2026-06-10,823287,664731
José Caballero,NYY,R,Parker Messick,L,CLE,A,mlb_schedule,0.053327897662064104,1775,1,novig,1199,0.07698229407236336,-0.0237,0.0539550612446665,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,6.0,7.5,1,7.0,3.327,0.0,0.109375,0.09375,78.12774603174603,0.3071845238095238,0.4085297619047619,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,2,3,2026-06-10,824428,676609
Ryan Vilade,TB,R,Jake Bennett,L,TB,H,mlb_schedule,0.07313060007384944,1267,1,novig,920,0.09803921568627451,-0.0249,0.0737277952150917,0.22,0.08,0.7000000000000001,4.0,0.9919,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,,4.0,7.5,1,9.0,4.745,0.0126582278481012,0.2025316455696202,0.1139240506329113,80.8623888888889,0.3621277777777777,0.5658154761904762,,,,,,,,6,2,0,0.333,2,2,2026-06-10,822970,668723
Daniel Schneemann,CLE,L,Carlos Rodón,L,CLE,H,mlb_schedule,0.0645996966074925,1448,1,novig,1011,0.09000900090009001,-0.0254,0.0654579167363208,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,106.3,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,7.0,7.5,0,44.0,3.5,0.0,0.1428571428571428,0.119047619047619,79.3313015873016,0.24819,0.3161177777777778,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,0,0,0,,4,1,2026-06-10,824428,682177
Noelvi Marte,CIN,R,Michael King,R,SD,A,mlb_schedule,0.06428754009889104,1456,1,prophetx,1000,0.09090909090909091,-0.0266,0.0652525276954224,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,101.7,73.1,9.1,2.0470545945291705,0,98.0,0.0,CROSSWIND 9 MPH,4:10 PM ET,Petco Park,,8.0,8.0,0,80.0,4.019,0.0,0.180327868852459,0.0655737704918032,83.74184126984127,0.2025416666666666,0.2466333333333334,0.0148698884758364,0.2267657992565055,0.0185873605947955,3.41,0.972972972972973,8.0,74.0,0,0,0,,1,1,2026-06-10,823287,682622
Trent Grisham,NYY,L,Parker Messick,L,CLE,A,mlb_schedule,0.12923778355010535,674,1,betrivers,540,0.15625,-0.027,0.1305903230227972,0.1647058823529411,0.1450980392156863,0.6901960784313725,3.9,0.9896428813300682,106.3,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,8.0,5.0,7.5,1,5.0,3.327,0.0,0.2469135802469135,0.1728395061728395,84.94722222222222,0.3527361904761905,0.4773811111111111,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,6,2,2026-06-10,824428,663757
Caleb Durbin,BOS,R,Drew Rasmussen,R,TB,A,mlb_schedule,0.048723061285664025,1952,1,prophetx,1200,0.07692307692307693,-0.0282,0.04894473396624,0.145631067961165,0.0776699029126213,0.7766990291262137,3.6,0.9954709595371612,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,1.0,7.0,7.5,0,46.0,3.327,0.0,0.2142857142857142,0.1142857142857142,81.11272222222222,0.29304,0.3737944444444444,0.0171232876712328,0.2089041095890411,0.023972602739726,3.0,1.0909090909090908,8.0,66.0,4,0,0,0.0,1,0,2026-06-10,822970,702332
Austin Hedges,CLE,R,Carlos Rodón,L,CLE,H,mlb_schedule,0.05060809316103797,1876,1,betrivers,1150,0.08,-0.0294,0.0513677455308344,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,8.0,7.5,0,39.0,3.5,0.0185185185185185,0.1851851851851851,0.074074074074074,79.86444444444444,0.2046309523809523,0.2575119047619048,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,12,0,0,0.0,0,1,2026-06-10,824428,595978
Stuart Fairchild,CLE,R,Carlos Rodón,L,CLE,H,mlb_schedule,0.07007752197668417,1327,1,novig,880,0.10204081632653061,-0.032,0.0709016697805467,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,6.0,7.5,0,87.0,3.5,0.04,0.28,0.16,76.7402962962963,0.4498398935002196,0.6746875,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,6,4,2,0.667,1,0,2026-06-10,824428,656413
Ben Rice,NYY,L,Parker Messick,L,CLE,A,mlb_schedule,0.16213569430662897,517,1,novig,415,0.1941747572815534,-0.032,0.1647562605887917,0.2346153846153846,0.1384615384615384,0.6269230769230769,4.2,0.984094284048463,106.3,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,18.0,2.0,7.5,1,5.0,3.327,0.0112359550561797,0.2921348314606741,0.1348314606741573,86.2404603174603,0.3939522222222222,0.5481933333333333,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,14,5,2026-06-10,824428,700250
Paul Goldschmidt,NYY,R,Parker Messick,L,CLE,A,mlb_schedule,0.11383117103586109,778,1,betrivers,575,0.14814814814814814,-0.0343,0.1144773322643101,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,1.0,7.5,1,2.0,3.327,0.0131578947368421,0.2105263157894736,0.131578947368421,79.28512169312168,0.3184777777777778,0.4315522222222222,0.0130718954248366,0.2058823529411764,0.0163398692810457,2.4,0.96,8.0,75.0,0,0,0,,3,5,2026-06-10,824428,502671
Sal Stewart,CIN,R,Michael King,R,SD,A,mlb_schedule,0.11909859221017115,740,1,betrivers,550,0.15384615384615385,-0.0347,0.1205496464670446,0.2083333333333333,0.1319444444444444,0.6597222222222222,4.1,0.9879630152439299,101.7,73.1,9.1,2.0470545945291705,0,98.0,0.0,CROSSWIND 9 MPH,4:10 PM ET,Petco Park,13.0,3.0,8.0,0,21.0,4.019,0.0169491525423728,0.2711864406779661,0.1016949152542373,86.40900000000002,0.3223755555555555,0.4597122222222222,0.0148698884758364,0.2267657992565055,0.0185873605947955,3.41,0.972972972972973,8.0,74.0,4,2,2,0.5,9,5,2026-06-10,823287,701398
Nick Fortes,TB,R,Jake Bennett,L,TB,H,mlb_schedule,0.03855410091191097,2494,1,prophetx,1200,0.07692307692307693,-0.0384,0.0390662999962584,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,,7.0,7.5,0,71.0,4.745,0.0,0.2236842105263158,0.1052631578947368,78.72603174603175,0.2185119047619048,0.2842892857142857,,,,,,,,4,2,0,0.5,1,1,2026-06-10,822970,663743
Cedric Mullins,TB,L,Jake Bennett,L,TB,H,mlb_schedule,0.0585877554553012,1607,1,novig,910,0.09900990099009901,-0.0404,0.0593392133876517,0.179372197309417,0.1076233183856502,0.7130044843049328,3.5,0.9873362336733154,99.8,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,5.0,8.0,7.5,1,5.0,4.745,0.0,0.2222222222222222,0.2222222222222222,82.99084126984127,0.3334761904761905,0.5279285714285714,,,,,,,,4,2,0,0.5,6,0,2026-06-10,822970,656775
David Fry,CLE,R,Carlos Rodón,L,CLE,H,mlb_schedule,0.08184149974555596,1122,1,novig,675,0.12903225806451613,-0.0472,0.0825098293633995,0.22,0.08,0.7000000000000001,4.0,0.9919,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,4.0,7.5,0,37.0,3.5,0.0,0.1904761904761904,0.0952380952380952,80.86977777777777,0.2788333333333333,0.3421666666666667,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,12,2,0,0.167,2,2,2026-06-10,824428,681807
Wilyer Abreu,BOS,L,Drew Rasmussen,R,TB,A,mlb_schedule,0.09990107762812513,901,1,prophetx,580,0.14705882352941177,-0.0472,0.1004365989098864,0.1920289855072463,0.0869565217391304,0.7210144927536233,4.1,0.9946680663465939,99.8,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,7.0,3.0,7.5,1,7.0,3.327,0.0408163265306122,0.2448979591836734,0.2346938775510204,81.49897883597882,0.3888122222222222,0.5855711111111112,0.0171232876712328,0.2089041095890411,0.023972602739726,3.0,1.0909090909090908,8.0,66.0,6,2,0,0.333,7,1,2026-06-10,822970,677800
Taylor Walls,TB,R,Jake Bennett,L,TB,H,mlb_schedule,0.02739947052512055,3550,1,novig,1233,0.07501875468867217,-0.0476,0.0278642638038386,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,,9.0,7.5,0,318.0,4.745,0.0,0.119047619047619,0.1428571428571428,80.25377777777777,0.2442692307692307,0.3115128205128205,,,,,,,,2,0,0,0.0,0,0,2026-06-10,822970,670764
Austin Slater,TB,R,Jake Bennett,L,TB,H,mlb_schedule,0.03246080270189034,2981,1,prophetx,1100,0.08333333333333333,-0.0509,0.0326687926537014,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,,2.0,7.5,0,320.0,4.745,0.0,0.0789473684210526,0.131578947368421,82.028,0.2418846153846154,0.3323461538461538,,,,,,,,0,0,0,,0,0,2026-06-10,822970,596103
Nathaniel Lowe,CIN,L,Michael King,R,SD,A,mlb_schedule,0.08733388472866283,1045,1,prophetx,620,0.1388888888888889,-0.0516,0.088139155205284,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,87.8,73.1,9.1,2.0470545945291705,0,98.0,0.0,CROSSWIND 9 MPH,4:10 PM ET,Petco Park,,5.0,8.0,0,12.0,4.019,0.0263157894736842,0.2105263157894736,0.1184210526315789,80.92366161616161,0.4430961538461538,0.7056923076923078,0.0148698884758364,0.2267657992565055,0.0185873605947955,3.41,0.972972972972973,8.0,74.0,10,2,0,0.2,10,0,2026-06-10,823287,663993
Rhys Hoskins,CLE,R,Carlos Rodón,L,CLE,H,mlb_schedule,0.11632495624341095,760,1,novig,488,0.17006802721088435,-0.0537,0.1171663514833095,0.22,0.08,0.7000000000000001,4.1,0.9928187979804218,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,,3.0,7.5,1,7.0,3.5,0.0135135135135135,0.2297297297297297,0.1486486486486486,83.18655555555554,0.4429999999999999,0.7516607142857142,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,24,6,2,0.25,4,4,2026-06-10,824428,656555
José Ramírez,CLE,R,Carlos Rodón,L,CLE,H,mlb_schedule,0.1294319451111691,673,1,prophetx,440,0.18518518518518517,-0.0558,0.1300261616071608,0.1386138613861386,0.1386138613861386,0.7227722772277227,4.2,0.9954300235533602,95.7,89.3,19.0,1.1634144591899857e-15,0,92.0,66.0,CROSSWIND 19 MPH,1:10 PM ET,Progressive Field,10.0,2.0,7.5,1,4.0,3.5,0.0185185185185185,0.3518518518518518,0.074074074074074,88.65614285714285,0.3581107142857143,0.4773916666666666,0.0174216027874564,0.2160278745644599,0.0174216027874564,,,,,102,28,0,0.275,7,6,2026-06-10,824428,608070
Yandy Díaz,TB,R,Jake Bennett,L,TB,H,mlb_schedule,0.09315925085788837,973,1,novig,545,0.15503875968992248,-0.0619,0.0933600382714164,0.1235955056179775,0.1161048689138576,0.7602996254681649,4.3,0.9978493216450459,110.5,94.6,0.0,0.0,1,90.0,24.0,DOME,1:10 PM ET,Tropicana Field,12.0,1.0,7.5,1,2.0,4.745,0.0329670329670329,0.3406593406593406,0.1428571428571428,86.15836772486773,0.4366035714285714,0.6696047619047619,,,,,,,,4,2,0,0.5,8,4,2026-06-10,822970,650490
