player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Hunter Feduccia,TB,L,Cole Winn,R,TB,TEX,H,mlb_schedule,0.1481152326051082,575,1,fanduel,1100.0,0.08333333333333333,0.0648,0.1201152326051082,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,9.0,0,23.0,3.979,0.0588235294117647,0.4117647058823529,0.3529411764705882,88.3711111111111,0.3545166666666667,0.5178111111111111,0.0571428571428571,,,,,0,0,0,,2,0,2026-07-30,822946,676439,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 1050}, ""draftkings"": {""odds"": 1100}, ""fanduel"": {""odds"": 1100}}"
Jonathan Aranda,TB,L,Cole Winn,R,TB,TEX,H,mlb_schedule,0.1791471306983096,458,1,novig,641.0,0.1349527665317139,0.0442,0.1511471306983096,0.2346491228070175,0.1359649122807017,0.6293859649122807,4.2,0.9845306587432262,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,14.0,2.0,0,18.0,3.979,0.0238095238095238,0.4761904761904761,0.4047619047619047,92.95033333333332,0.3427699999999999,0.5532177777777778,0.0571428571428571,,,,,0,0,0,,14,1,2026-07-30,822946,666018,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 600}, ""draftkings"": {""odds"": 560}, ""fanduel"": {""odds"": 560}}"
Austin Wynns,TEX,R,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.119422898481251,737,1,bet365,1200.0,0.07692307692307693,0.0425,0.091422898481251,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,8.0,0,382.0,2.933,0.0277777777777777,0.3055555555555556,0.2777777777777778,86.25555555555555,0.3053111111111111,0.4336555555555555,0.0387096774193548,,,,,2,0,0,0.0,0,1,2026-07-30,822946,642851,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 1200}, ""draftkings"": {""odds"": 1000}, ""fanduel"": {""odds"": 830}}"
Cedric Mullins,TB,L,Cole Winn,R,TB,TEX,H,mlb_schedule,0.1567944890085884,538,1,bet365,750.0,0.11764705882352941,0.0391,0.1287944890085884,0.2094972067039106,0.0977653631284916,0.6927374301675978,4.0,0.9910866977425631,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,12.0,4.0,1,10.0,3.979,0.0256410256410256,0.2564102564102564,0.2564102564102564,82.18322222222221,0.2524388888888889,0.3451988888888889,0.0571428571428571,,,,,0,0,0,,12,0,2026-07-30,822946,656775,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 750}, ""draftkings"": {""odds"": 581}, ""fanduel"": {""odds"": 560}}"
Brandon Nimmo,TEX,L,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.1616906586054744,518,1,betmgm,700.0,0.125,0.0367,0.1336906586054744,0.2193995381062355,0.0900692840646651,0.6905311778290992,4.1,0.9918430218635675,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,10.0,3.0,1,9.0,2.933,0.0,0.4523809523809524,0.1428571428571428,90.93222222222222,0.3798377777777778,0.5234922222222222,0.0387096774193548,,,,,0,0,0,,8,3,2026-07-30,822946,607043,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 650}, ""betmgm"": {""odds"": 700}, ""draftkings"": {""odds"": 511}, ""fanduel"": {""odds"": 560}}"
Alejandro Osuna,TEX,L,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.0863474673635141,1058,1,draftkings,1700.0,0.05555555555555555,0.0308,0.0583474673635141,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,9.0,0,23.0,2.933,0.0,0.1951219512195122,0.2195121951219512,81.14633333333333,0.24666,0.3178777777777777,0.0387096774193548,,,,,0,0,0,,1,0,2026-07-30,822946,696030,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 1500}, ""betmgm"": {""odds"": 1050}, ""draftkings"": {""odds"": 1700}, ""fanduel"": {""odds"": 1500}}"
Nicky Lopez,TEX,L,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.0557652069510937,1693,1,draftkings,3800.0,0.02564102564102564,0.0301,0.0277652069510937,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,7.0,0,62.0,2.933,0.0,0.2307692307692307,0.1282051282051282,78.27666666666667,0.2921249999999999,0.360047619047619,0.0387096774193548,,,,,6,0,0,0.0,1,0,2026-07-30,822946,670032,"{""novig"": {""odds"": 3604}, ""bet365"": {""odds"": 1800}, ""betmgm"": {""odds"": 2500}, ""draftkings"": {""odds"": 3800}, ""fanduel"": {""odds"": 3500}}"
Junior Caminero,TB,R,Cole Winn,R,TB,TEX,H,mlb_schedule,0.26420854836556473,278,1,novig,326.0,0.2347417840375587,0.0295,0.2362085483655647,0.1820128479657387,0.1241970021413276,0.6937901498929335,4.1,0.9921895052774253,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,29.0,3.0,0,13.0,3.979,0.0425531914893617,0.5106382978723404,0.1489361702127659,91.42333333333336,0.4665666666666667,0.6592055555555556,0.0571428571428571,,,,,2,0,0,0.0,22,7,2026-07-30,822946,691406,"{""novig"": {""odds"": 326}, ""bet365"": {""odds"": 270}, ""betmgm"": {""odds"": 260}, ""fanduel"": {""odds"": 300}}"
Ezequiel Duran,TEX,R,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.1284729603029686,678,1,draftkings,890.0,0.10101010101010101,0.0275,0.1004729603029686,0.227882037533512,0.0750670241286863,0.6970509383378016,4.2,0.9933663528229253,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,12.0,2.0,0,19.0,2.933,0.054054054054054,0.3243243243243243,0.1891891891891892,85.10333333333332,0.3758555555555555,0.5637444444444444,0.0387096774193548,,,,,10,2,2,0.2,11,2,2026-07-30,822946,677649,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 750}, ""draftkings"": {""odds"": 890}, ""fanduel"": {""odds"": 750}}"
Justin Foscue,TEX,R,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.1348855120253164,641,1,bet365,800.0,0.1111111111111111,0.0238,0.1068855120253164,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,5.0,0,21.0,2.933,0.0625,0.34375,0.28125,89.42222222222222,0.3964499999999999,0.6431444444444445,0.0387096774193548,,,,,0,0,0,,2,5,2026-07-30,822946,679822,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 800}, ""draftkings"": {""odds"": 592}, ""fanduel"": {""odds"": 630}}"
Ben Williamson,TB,R,Cole Winn,R,TB,TEX,H,mlb_schedule,0.0990720242948176,909,1,draftkings,1200.0,0.07692307692307693,0.0221,0.0710720242948176,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,7.0,0,32.0,3.979,0.0,0.275,0.05,81.98499999999999,0.2737833333333333,0.3427555555555556,0.0571428571428571,,,,,2,0,0,0.0,1,2,2026-07-30,822946,810938,"{""draftkings"": {""odds"": 1200}, ""fanduel"": {""odds"": 1200}}"
Jake Burger,TEX,R,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.2107305739725077,375,1,bet365,400.0,0.2,0.0107,0.1827305739725077,0.2655502392344497,0.0813397129186602,0.65311004784689,4.0,0.9855200560142101,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,19.0,4.0,1,6.0,2.933,0.0454545454545454,0.4545454545454545,0.2727272727272727,88.01411111111112,0.34773,0.5449666666666666,0.0387096774193548,,,,,10,2,2,0.2,15,5,2026-07-30,822946,669394,"{""novig"": {""odds"": 376}, ""bet365"": {""odds"": 390}, ""betmgm"": {""odds"": 350}, ""pinnacle"": {""odds"": 350}, ""draftkings"": {""odds"": 361}, ""fanduel"": {""odds"": 360}}"
Taylor Walls,TB,R,Cole Winn,R,TB,TEX,H,mlb_schedule,0.0795984781277432,1156,1,bet365,1300.0,0.07142857142857142,0.0082,0.0515984781277432,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,8.0,0,368.0,3.979,0.0,0.25,0.2083333333333333,80.14888888888889,0.2055888888888888,0.2684888888888889,0.0571428571428571,,,,,0,0,0,,0,0,2026-07-30,822946,670764,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 1300}, ""draftkings"": {""odds"": 1060}, ""fanduel"": {""odds"": 1200}}"
Yandy Díaz,TB,R,Cole Winn,R,TB,TEX,H,mlb_schedule,0.1396307366499473,616,1,draftkings,630.0,0.136986301369863,0.0026,0.1116307366499473,0.1434878587196468,0.1125827814569536,0.7439293598233995,4.3,0.9971427576077984,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,15.0,1.0,1,9.0,3.979,0.0175438596491228,0.4385964912280701,0.1578947368421052,89.36011111111111,0.3139077777777778,0.4519011111111111,0.0571428571428571,,,,,2,0,0,0.0,9,6,2026-07-30,822946,650490,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 500}, ""betmgm"": {""odds"": 475}, ""draftkings"": {""odds"": 630}, ""fanduel"": {""odds"": 600}}"
Jonny DeLuca,TB,R,Cole Winn,R,TB,TEX,H,mlb_schedule,0.097587197027399,925,1,fanduel,870.0,0.10309278350515463,-0.0055,0.069587197027399,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,5.0,1,12.0,3.979,0.0,0.26,0.2,80.47766666666666,0.3136833333333333,0.3992833333333332,0.0571428571428571,,,,,0,0,0,,4,2,2026-07-30,822946,676356,"{""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 600}, ""draftkings"": {""odds"": 790}, ""fanduel"": {""odds"": 870}}"
Wyatt Langford,TEX,R,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.1588276891386713,530,1,bet365,500.0,0.16666666666666666,-0.0078,0.1308276891386713,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,1.0,1,6.0,2.933,0.0408163265306122,0.4081632653061224,0.3673469387755102,88.84577777777778,0.4487688888888889,0.7196222222222223,0.0387096774193548,,,,,0,0,0,,9,4,2026-07-30,822946,694671,"{""novig"": {""odds"": 400}, ""bet365"": {""odds"": 475}, ""fanduel"": {""odds"": 400}}"
Victor Mesa Jr.,TB,L,Cole Winn,R,TB,TEX,H,mlb_schedule,0.1319376058394236,658,1,novig,525.0,0.16,-0.0281,0.1039376058394236,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,99.8,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,6.0,1,10.0,3.979,0.027027027027027,0.3513513513513513,0.3243243243243243,88.38222222222223,0.3245777777777778,0.4978555555555555,0.0571428571428571,,,,,0,0,0,,7,1,2026-07-30,822946,683748,"{""novig"": {""odds"": 525}}"
Cam Cauley,TEX,R,Shane McClanahan,L,TB,TB,A,mlb_schedule,0.0907553568260034,1002,0,,,,,0.0627553568260034,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,110.5,84.1,0.0,0.0,1,96.0,33.0,DOME,12:10 PM ET,Tropicana Field,,6.0,1,8.0,2.933,0.0,0.2413793103448276,0.1724137931034483,87.79777777777778,0.2565714285714285,0.3322738095238095,0.0387096774193548,,,,,0,0,0,,0,1,2026-07-30,822946,695508,
